gameNumber,gameName,prizeamount,Winning Tickets At Start,Winning Tickets Unclaimed,dateexported
7618,9S IN A LINE,60,1133.0,1133.0,2026-01-02
7618,9S IN A LINE,75,820.0,820.0,2026-01-02
7618,9S IN A LINE,99,1013.0,1013.0,2026-01-02
7618,9S IN A LINE,100,2974.0,2974.0,2026-01-02
7618,9S IN A LINE,150,224.0,224.0,2026-01-02
7618,9S IN A LINE,200,148.0,148.0,2026-01-02
7618,9S IN A LINE,300,125.0,125.0,2026-01-02
7618,9S IN A LINE,500,125.0,125.0,2026-01-02
7618,9S IN A LINE,999,40.0,40.0,2026-01-02
7618,9S IN A LINE,1000,8.0,8.0,2026-01-02
7618,9S IN A LINE,5000,5.0,5.0,2026-01-02
7618,9S IN A LINE,25000,2.0,2.0,2026-01-02
7618,9S IN A LINE,299999,1.0,1.0,2026-01-02
7618,9S IN A LINE,0,1057311.52,1057311.52,2026-01-02
7618,9S IN A LINE,Total,1364669.52,1364669.52,2026-01-02
7619,CASH LINES,3,126453.0,126453.0,2026-01-02
7619,CASH LINES,5,78217.0,78217.0,2026-01-02
7619,CASH LINES,6,76831.0,76831.0,2026-01-02
7619,CASH LINES,9,21493.0,21493.0,2026-01-02
7619,CASH LINES,10,14813.0,14813.0,2026-01-02
7619,CASH LINES,15,14449.0,14449.0,2026-01-02
7619,CASH LINES,20,14402.0,14402.0,2026-01-02
7619,CASH LINES,25,13312.0,13312.0,2026-01-02
7619,CASH LINES,30,7305.0,7305.0,2026-01-02
7619,CASH LINES,50,3605.0,3605.0,2026-01-02
7619,CASH LINES,100,717.0,717.0,2026-01-02
7619,CASH LINES,250,182.0,182.0,2026-01-02
7619,CASH LINES,1000,9.0,9.0,2026-01-02
7619,CASH LINES,80000,2.0,2.0,2026-01-02
7619,CASH LINES,0,1145113.2,1145113.2,2026-01-02
7619,CASH LINES,Total,1516903.2,1516903.2,2026-01-02
7620,CASH GRAB,5,167471.0,167471.0,2026-01-02
7620,CASH GRAB,10,144094.0,144094.0,2026-01-02
7620,CASH GRAB,20,36992.0,36992.0,2026-01-02
7620,CASH GRAB,25,21118.0,21118.0,2026-01-02
7620,CASH GRAB,50,19421.0,19421.0,2026-01-02
7620,CASH GRAB,100,3219.0,3219.0,2026-01-02
7620,CASH GRAB,500,179.0,179.0,2026-01-02
7620,CASH GRAB,1000,23.0,23.0,2026-01-02
7620,CASH GRAB,10000,3.0,3.0,2026-01-02
7620,CASH GRAB,600000,1.0,1.0,2026-01-02
7620,CASH GRAB,0,1161862.16,1161862.16,2026-01-02
7620,CASH GRAB,Total,1554383.16,1554383.16,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",20,261970.0,261970.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",40,173575.0,173575.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",50,86729.0,86729.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",60,93159.0,93159.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",100,108504.0,108504.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",200,4526.0,4526.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",300,878.0,878.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",400,874.0,874.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",500,4332.0,4332.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",1000,925.0,925.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",5000,45.0,45.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",25000,19.0,19.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",100000,3.0,3.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",1200000,2.0,2.0,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",0,1875629.5499999998,1875629.5499999998,2026-01-02
7621,"$2,000,000 DIAMOND DELUXE",Total,2611170.55,2611170.55,2026-01-02
7622,GOLDEN CASINO,10,220258.0,220258.0,2026-01-02
7622,GOLDEN CASINO,20,154505.0,154505.0,2026-01-02
7622,GOLDEN CASINO,25,28519.0,28519.0,2026-01-02
7622,GOLDEN CASINO,30,15886.0,15886.0,2026-01-02
7622,GOLDEN CASINO,40,5506.0,5506.0,2026-01-02
7622,GOLDEN CASINO,50,62138.0,62138.0,2026-01-02
7622,GOLDEN CASINO,75,5496.0,5496.0,2026-01-02
7622,GOLDEN CASINO,100,18358.0,18358.0,2026-01-02
7622,GOLDEN CASINO,200,1604.0,1604.0,2026-01-02
7622,GOLDEN CASINO,500,749.0,749.0,2026-01-02
7622,GOLDEN CASINO,1000,91.0,91.0,2026-01-02
7622,GOLDEN CASINO,5000,18.0,18.0,2026-01-02
7622,GOLDEN CASINO,50000,2.0,2.0,2026-01-02
7622,GOLDEN CASINO,600000,1.0,1.0,2026-01-02
7622,GOLDEN CASINO,0,1349534.53,1349534.53,2026-01-02
7622,GOLDEN CASINO,Total,1862665.53,1862665.53,2026-01-02
7623,ROYAL RICHES,30,91938.0,91938.0,2026-01-02
7623,ROYAL RICHES,50,275263.0,275263.0,2026-01-02
7623,ROYAL RICHES,60,275855.0,275855.0,2026-01-02
7623,ROYAL RICHES,90,45955.0,45955.0,2026-01-02
7623,ROYAL RICHES,100,71209.0,71209.0,2026-01-02
7623,ROYAL RICHES,150,4569.0,4569.0,2026-01-02
7623,ROYAL RICHES,200,42520.0,42520.0,2026-01-02
7623,ROYAL RICHES,250,2316.0,2316.0,2026-01-02
7623,ROYAL RICHES,300,2741.0,2741.0,2026-01-02
7623,ROYAL RICHES,400,1794.0,1794.0,2026-01-02
7623,ROYAL RICHES,500,7599.0,7599.0,2026-01-02
7623,ROYAL RICHES,1000,379.0,379.0,2026-01-02
7623,ROYAL RICHES,2000,119.0,119.0,2026-01-02
7623,ROYAL RICHES,10000,21.0,21.0,2026-01-02
7623,ROYAL RICHES,100000,7.0,7.0,2026-01-02
7623,ROYAL RICHES,1800000,3.0,3.0,2026-01-02
7623,ROYAL RICHES,0,1932376.8000000003,1932376.8000000003,2026-01-02
7623,ROYAL RICHES,Total,2754664.8000000003,2754664.8000000003,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",20,252238.0,252238.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",40,251944.0,251944.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",50,125990.0,125990.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",60,129941.0,129941.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",75,37794.0,37794.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",100,164094.0,164094.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",200,15147.0,15147.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",500,4417.0,4417.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",1000,820.0,820.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",5000,77.0,77.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",20000,27.0,27.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",100000,6.0,6.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",1200000,3.0,3.0,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",0,2800119.3000000003,2800119.3000000003,2026-01-02
7624,"$2,000,000 MAXIMUM MULTIPLIER",Total,3782617.3000000003,3782617.3000000003,2026-01-02
7625,HOLIDAY COOKIE CA$H,1,570507.0,570507.0,2026-01-02
7625,HOLIDAY COOKIE CA$H,2,412586.0,412586.0,2026-01-02
7625,HOLIDAY COOKIE CA$H,4,107655.0,107655.0,2026-01-02
7625,HOLIDAY COOKIE CA$H,5,85607.0,85607.0,2026-01-02
7625,HOLIDAY COOKIE CA$H,10,44323.0,44323.0,2026-01-02
7625,HOLIDAY COOKIE CA$H,20,17961.0,17961.0,2026-01-02
7625,HOLIDAY COOKIE CA$H,25,9121.0,9121.0,2026-01-02
7625,HOLIDAY COOKIE CA$H,50,1517.0,1517.0,2026-01-02
7625,HOLIDAY COOKIE CA$H,100,574.0,574.0,2026-01-02
7625,HOLIDAY COOKIE CA$H,500,100.0,100.0,2026-01-02
7625,HOLIDAY COOKIE CA$H,0,4337329.97,4337329.97,2026-01-02
7625,HOLIDAY COOKIE CA$H,Total,5587280.97,5587280.97,2026-01-02
7626,GNOME FOR THE HOLIDAYS,2,228358.0,228358.0,2026-01-02
7626,GNOME FOR THE HOLIDAYS,4,182279.0,182279.0,2026-01-02
7626,GNOME FOR THE HOLIDAYS,5,89176.0,89176.0,2026-01-02
7626,GNOME FOR THE HOLIDAYS,6,52858.0,52858.0,2026-01-02
7626,GNOME FOR THE HOLIDAYS,10,51328.0,51328.0,2026-01-02
7626,GNOME FOR THE HOLIDAYS,20,12294.0,12294.0,2026-01-02
7626,GNOME FOR THE HOLIDAYS,25,16255.0,16255.0,2026-01-02
7626,GNOME FOR THE HOLIDAYS,50,4170.0,4170.0,2026-01-02
7626,GNOME FOR THE HOLIDAYS,100,1053.0,1053.0,2026-01-02
7626,GNOME FOR THE HOLIDAYS,500,25.0,25.0,2026-01-02
7626,GNOME FOR THE HOLIDAYS,2000,6.0,6.0,2026-01-02
7626,GNOME FOR THE HOLIDAYS,50000,1.0,1.0,2026-01-02
7626,GNOME FOR THE HOLIDAYS,0,2085615.8099999996,2085615.8099999996,2026-01-02
7626,GNOME FOR THE HOLIDAYS,Total,2723418.8099999996,2723418.8099999996,2026-01-02
7627,JINGLE BELL BLOWOUT,10,162528.0,162528.0,2026-01-02
7627,JINGLE BELL BLOWOUT,25,117004.0,117004.0,2026-01-02
7627,JINGLE BELL BLOWOUT,50,29312.0,29312.0,2026-01-02
7627,JINGLE BELL BLOWOUT,200,1433.0,1433.0,2026-01-02
7627,JINGLE BELL BLOWOUT,0,1470712.98,1470712.98,2026-01-02
7627,JINGLE BELL BLOWOUT,Total,1780989.98,1780989.98,2026-01-02
7628,HOLIDAY BUCKS,10,102262.0,102262.0,2026-01-02
7628,HOLIDAY BUCKS,20,47956.0,47956.0,2026-01-02
7628,HOLIDAY BUCKS,25,14600.0,14600.0,2026-01-02
7628,HOLIDAY BUCKS,30,13913.0,13913.0,2026-01-02
7628,HOLIDAY BUCKS,50,27249.0,27249.0,2026-01-02
7628,HOLIDAY BUCKS,100,8925.0,8925.0,2026-01-02
7628,HOLIDAY BUCKS,200,657.0,657.0,2026-01-02
7628,HOLIDAY BUCKS,300,393.0,393.0,2026-01-02
7628,HOLIDAY BUCKS,500,355.0,355.0,2026-01-02
7628,HOLIDAY BUCKS,1000,52.0,52.0,2026-01-02
7628,HOLIDAY BUCKS,5000,11.0,11.0,2026-01-02
7628,HOLIDAY BUCKS,50000,0.0,0.0,2026-01-02
7628,HOLIDAY BUCKS,500000,2.0,2.0,2026-01-02
7628,HOLIDAY BUCKS,0,618832.5,618832.5,2026-01-02
7628,HOLIDAY BUCKS,Total,835207.5,835207.5,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",20,86490.0,86490.0,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",40,56469.0,56469.0,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",50,55802.0,55802.0,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",60,22096.0,22096.0,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",100,26552.0,26552.0,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",200,1515.0,1515.0,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",250,1023.0,1023.0,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",500,1680.0,1680.0,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",1000,304.0,304.0,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",10000,7.0,7.0,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",600000,1.0,1.0,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",0,597095.43,597095.43,2026-01-02
7629,"$1,000,000 HOLIDAY GOLD",Total,849034.43,849034.43,2026-01-02
7630,WINTER WONDERS,3,166682.0,166682.0,2026-01-02
7630,WINTER WONDERS,6,83607.0,83607.0,2026-01-02
7630,WINTER WONDERS,9,48448.0,48448.0,2026-01-02
7630,WINTER WONDERS,10,29363.0,29363.0,2026-01-02
7630,WINTER WONDERS,13,19068.0,19068.0,2026-01-02
7630,WINTER WONDERS,15,9565.0,9565.0,2026-01-02
7630,WINTER WONDERS,16,14203.0,14203.0,2026-01-02
7630,WINTER WONDERS,18,9465.0,9465.0,2026-01-02
7630,WINTER WONDERS,19,4714.0,4714.0,2026-01-02
7630,WINTER WONDERS,20,4746.0,4746.0,2026-01-02
7630,WINTER WONDERS,21,5313.0,5313.0,2026-01-02
7630,WINTER WONDERS,25,11952.0,11952.0,2026-01-02
7630,WINTER WONDERS,30,2329.0,2329.0,2026-01-02
7630,WINTER WONDERS,33,2341.0,2341.0,2026-01-02
7630,WINTER WONDERS,34,1515.0,1515.0,2026-01-02
7630,WINTER WONDERS,35,1542.0,1542.0,2026-01-02
7630,WINTER WONDERS,39,763.0,763.0,2026-01-02
7630,WINTER WONDERS,45,756.0,756.0,2026-01-02
7630,WINTER WONDERS,50,3571.0,3571.0,2026-01-02
7630,WINTER WONDERS,60,304.0,304.0,2026-01-02
7630,WINTER WONDERS,66,299.0,299.0,2026-01-02
7630,WINTER WONDERS,70,296.0,296.0,2026-01-02
7630,WINTER WONDERS,80,291.0,291.0,2026-01-02
7630,WINTER WONDERS,99,295.0,295.0,2026-01-02
7630,WINTER WONDERS,100,293.0,293.0,2026-01-02
7630,WINTER WONDERS,134,161.0,161.0,2026-01-02
7630,WINTER WONDERS,150,146.0,146.0,2026-01-02
7630,WINTER WONDERS,200,83.0,83.0,2026-01-02
7630,WINTER WONDERS,234,75.0,75.0,2026-01-02
7630,WINTER WONDERS,1000,5.0,5.0,2026-01-02
7630,WINTER WONDERS,80000,1.0,1.0,2026-01-02
7630,WINTER WONDERS,0,1541000.8,1541000.8,2026-01-02
7630,WINTER WONDERS,Total,1963192.8,1963192.8,2026-01-02
7631,BONUS BLOWOUT,50,379113.0,379113.0,2026-01-02
7631,BONUS BLOWOUT,100,178402.0,178402.0,2026-01-02
7631,BONUS BLOWOUT,500,6776.0,6776.0,2026-01-02
7631,BONUS BLOWOUT,0,4790830.59,4790830.59,2026-01-02
7631,BONUS BLOWOUT,Total,5355121.59,5355121.59,2026-01-02
7632,MONOPOLY,2,457882.0,457882.0,2026-01-02
7632,MONOPOLY,4,390006.0,390006.0,2026-01-02
7632,MONOPOLY,5,176330.0,176330.0,2026-01-02
7632,MONOPOLY,6,37117.0,37117.0,2026-01-02
7632,MONOPOLY,10,73751.0,73751.0,2026-01-02
7632,MONOPOLY,12,27611.0,27611.0,2026-01-02
7632,MONOPOLY,15,9246.0,9246.0,2026-01-02
7632,MONOPOLY,20,27471.0,27471.0,2026-01-02
7632,MONOPOLY,25,37381.0,37381.0,2026-01-02
7632,MONOPOLY,30,4089.0,4089.0,2026-01-02
7632,MONOPOLY,50,8618.0,8618.0,2026-01-02
7632,MONOPOLY,100,2471.0,2471.0,2026-01-02
7632,MONOPOLY,200,897.0,897.0,2026-01-02
7632,MONOPOLY,500,123.0,123.0,2026-01-02
7632,MONOPOLY,2000,29.0,29.0,2026-01-02
7632,MONOPOLY,20000,4.0,4.0,2026-01-02
7632,MONOPOLY,0,4322939.7,4322939.7,2026-01-02
7632,MONOPOLY,Total,5575965.7,5575965.7,2026-01-02
7633,EMERALD 7S,5,207247.0,207247.0,2026-01-02
7633,EMERALD 7S,10,262994.0,262994.0,2026-01-02
7633,EMERALD 7S,15,52232.0,52232.0,2026-01-02
7633,EMERALD 7S,20,46258.0,46258.0,2026-01-02
7633,EMERALD 7S,25,46820.0,46820.0,2026-01-02
7633,EMERALD 7S,50,23489.0,23489.0,2026-01-02
7633,EMERALD 7S,100,11588.0,11588.0,2026-01-02
7633,EMERALD 7S,500,417.0,417.0,2026-01-02
7633,EMERALD 7S,1000,62.0,62.0,2026-01-02
7633,EMERALD 7S,5000,10.0,10.0,2026-01-02
7633,EMERALD 7S,400000,3.0,3.0,2026-01-02
7633,EMERALD 7S,0,2155207.1999999997,2155207.1999999997,2026-01-02
7633,EMERALD 7S,Total,2806327.1999999997,2806327.1999999997,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",25,424517.0,424517.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",50,306259.0,306259.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",75,129558.0,129558.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",100,51837.0,51837.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",125,6097.0,6097.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",150,9440.0,9440.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",200,9877.0,9877.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",250,2867.0,2867.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",300,1881.0,1881.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",500,7508.0,7508.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",1000,803.0,803.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",1250,248.0,248.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",2500,96.0,96.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",5000,25.0,25.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",10000,45.0,45.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",50000,7.0,7.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",1000000,3.0,3.0,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",0,1873603.96,1873603.96,2026-01-02
7639,"$1,000,000 CROSSWORD 50X",Total,2824671.96,2824671.96,2026-01-02
7640,"$250,000 CROSSWORD",10,899386.0,899386.0,2026-01-02
7640,"$250,000 CROSSWORD",20,1099431.0,1099431.0,2026-01-02
7640,"$250,000 CROSSWORD",30,162784.0,162784.0,2026-01-02
7640,"$250,000 CROSSWORD",40,61164.0,61164.0,2026-01-02
7640,"$250,000 CROSSWORD",50,268654.0,268654.0,2026-01-02
7640,"$250,000 CROSSWORD",60,12171.0,12171.0,2026-01-02
7640,"$250,000 CROSSWORD",100,122230.0,122230.0,2026-01-02
7640,"$250,000 CROSSWORD",150,7342.0,7342.0,2026-01-02
7640,"$250,000 CROSSWORD",200,4893.0,4893.0,2026-01-02
7640,"$250,000 CROSSWORD",500,4489.0,4489.0,2026-01-02
7640,"$250,000 CROSSWORD",1000,1056.0,1056.0,2026-01-02
7640,"$250,000 CROSSWORD",25000,34.0,34.0,2026-01-02
7640,"$250,000 CROSSWORD",250000,10.0,10.0,2026-01-02
7640,"$250,000 CROSSWORD",0,7137838.800000001,7137838.800000001,2026-01-02
7640,"$250,000 CROSSWORD",Total,9781482.8,9781482.8,2026-01-02
7641,"$100,000 CROSSWORD",5,792945.0,792945.0,2026-01-02
7641,"$100,000 CROSSWORD",10,591534.0,591534.0,2026-01-02
7641,"$100,000 CROSSWORD",15,262473.0,262473.0,2026-01-02
7641,"$100,000 CROSSWORD",20,130952.0,130952.0,2026-01-02
7641,"$100,000 CROSSWORD",25,110154.0,110154.0,2026-01-02
7641,"$100,000 CROSSWORD",50,90444.0,90444.0,2026-01-02
7641,"$100,000 CROSSWORD",75,9162.0,9162.0,2026-01-02
7641,"$100,000 CROSSWORD",100,22961.0,22961.0,2026-01-02
7641,"$100,000 CROSSWORD",200,1053.0,1053.0,2026-01-02
7641,"$100,000 CROSSWORD",300,533.0,533.0,2026-01-02
7641,"$100,000 CROSSWORD",500,966.0,966.0,2026-01-02
7641,"$100,000 CROSSWORD",1000,75.0,75.0,2026-01-02
7641,"$100,000 CROSSWORD",10000,15.0,15.0,2026-01-02
7641,"$100,000 CROSSWORD",100000,6.0,6.0,2026-01-02
7641,"$100,000 CROSSWORD",0,5878757.16,5878757.16,2026-01-02
7641,"$100,000 CROSSWORD",Total,7892030.16,7892030.16,2026-01-02
