price,gameName,gameNumber,gameURL,gamePhoto,topprize,overallodds,topprizestarting,topprizeremain,topprizeavail,startDate,endDate,lastdatetoclaim,extrachances,secondChance,dateexported
10.0,Lucky Numbers,718,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,1000000.0,0,3,3,Available,,,,,,2026-01-02
30.0,Max $,732,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,4000000.0,0,3,3,Available,,,,,,2026-01-02
5.0,Linked Wins,731,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,3,3,Available,,,,,,2026-01-02
1.0,Holiday Colors,723,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500.0,0,400,207,Available,,,,,,2026-01-02
10.0,25 Days of Winning,730,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,2,2,Available,,,,,,2026-01-02
5.0,NATIONAL LAMPOON'S CHRISTMAS VACATION,729,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,300000.0,0,2,2,Available,,,,,,2026-01-02
2.0,Holiday Doubler,724,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,10000.0,0,3,3,Available,,,,,,2026-01-02
5.0,Superstar Bonus,702,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,3,3,Available,,,,,,2026-01-02
10.0,Golden Key,720,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,1000000.0,0,3,3,Available,,,,,,2026-01-02
50.0,Millionaire Maker,722,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,6000000.0,0,2,2,Available,,,,,,2026-01-02
5.0,Jungle Cashword,659,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,300000.0,0,3,3,Available,,,,,,2026-01-02
10.0,Epic Wild Time,717,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,1000000.0,0,3,3,Available,,,,,,2026-01-02
20.0,"Win $100, $200 or $500",713,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500.0,0,22045,15765,Available,,,,,,2026-01-02
2.0,Cherry Jackpot,710,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,50000.0,0,5,4,Available,,,,,,2026-01-02
2.0,Quick $200,655,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,200.0,0,7482,4676,Available,,,,,,2026-01-02
5.0,Detroit Lions,705,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,3,2,Available,,,,,,2026-01-02
10.0,Lady Luck 777,711,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,1000000.0,0,3,2,Available,,,,,,2026-01-02
20.0,Legendary Wild Time,716,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,2000000.0,0,3,3,Available,,,,,,2026-01-02
5.0,Spectacular Wild Time,714,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,3,2,Available,,,,,,2026-01-02
10.0,Blazing Suits,707,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,1000000.0,0,3,2,Available,,,,,,2026-01-02
20.0,King Cashword,715,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,1000000.0,0,3,2,Available,,,,,,2026-01-02
2.0,Electric 10s,661,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,50000.0,0,4,3,Available,,,,,,2026-01-02
5.0,Electric 50s,662,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,3,3,Available,,,,,,2026-01-02
10.0,Electric 100s,663,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,1000000.0,0,3,2,Available,,,,,,2026-01-02
30.0,Electric 300s,664,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,4000000.0,0,3,2,Available,,,,,,2026-01-02
5.0,"$500,000 Loteria",699,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,3,3,Available,,,,,,2026-01-02
10.0,Smokin' Hot Million,703,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,1000000.0,0,3,2,Available,,,,,,2026-01-02
20.0,"$2,000,000 Lucky",696,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,2000000.0,0,3,2,Available,,,,,,2026-01-02
10.0,"$46,000,000 Payout",701,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,1000000.0,0,3,2,Available,,,,,,2026-01-02
2.0,Win It All,607,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,50000.0,0,3,1,Available,,,,,,2026-01-02
5.0,Detroit Tigers,708,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,3,2,Available,,,,,,2026-01-02
50.0,"$6,000,000 WEALTH",695,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,6000000.0,0,3,2,Available,,,,,,2026-01-02
5.0,Triple Red 777s,693,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,3,2,Available,,,,,,2026-01-02
10.0,"$1,000,000 Instant Jackpot",694,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,1000000.0,0,3,2,Available,,,,,,2026-01-02
1.0,5X,688,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,5000.0,0,5,2,Available,,,,,,2026-01-02
2.0,10X,689,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,50000.0,0,5,3,Available,,,,,,2026-01-02
5.0,20X,690,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,3,2,Available,,,,,,2026-01-02
10.0,50X,691,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,1000000.0,0,3,2,Available,,,,,,2026-01-02
1.0,Easy as...1-2-3,680,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,5000.0,0,5,3,Available,,,,,,2026-01-02
2.0,10X Wild Time,618,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,30000.0,0,6,4,Available,,,,,,2026-01-02
5.0,Lucky 10s,660,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,3,2,Available,,,,,,2026-01-02
20.0,100X,683,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,2000000.0,0,3,1,Available,,,,,,2026-01-02
5.0,Safe Cracker Cashword,669,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,300000.0,0,3,1,Available,,,,,,2026-01-02
10.0,One Million Payday,677,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,1000000.0,0,3,3,Available,,,,,,2026-01-02
5.0,Cash Flurries,676,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,2,1,Available,,,,,,2026-01-02
30.0,"$150,000,000 Spectacular",678,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,4000000.0,0,3,2,Available,,,,,,2026-01-02
1.0,Gift Tag Greetings,671,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500.0,0,400,132,Available,,,,,,2026-01-02
2.0,Season's Greetings,672,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,10000.0,0,3,3,Available,,,,,,2026-01-02
5.0,Make It Rein,673,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,300000.0,0,2,1,Available,,,,,,2026-01-02
10.0,The Most Wonderful Time Of The Year!,674,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,2,1,Available,,,,,,2026-01-02
10.0,VIP Cashword,668,https://www.michiganlottery.com/resources/instant-games-prizes-remaining,,500000.0,0,3,2,Available,,,,,,2026-01-02
