,gameNumber,gameURL,gamePhoto
121,1385,https:/www.oregonlottery.org/scratch-its/maximum-black/,https://www.oregonlottery.org/wp-content/uploads/2021/02/1385_MaximumBlack_tile_2400x2400-300x300.png
122,1410,https:/www.oregonlottery.org/scratch-its/cube-crossword/,https://www.oregonlottery.org/wp-content/uploads/2021/02/1410_CubeCrossword_GameTile_2400x2400-300x300.png
123,1402,https:/www.oregonlottery.org/scratch-its/9s-in-a-line/,https://www.oregonlottery.org/wp-content/uploads/2021/02/1402_9sInALine_GameTile_2400x2400-300x300.png
124,1403,https:/www.oregonlottery.org/scratch-its/box-car-bingo/,https://www.oregonlottery.org/wp-content/uploads/2021/01/1403_BoxCarBingo_GameTile_2400x2400-300x300.png
125,1401,https:/www.oregonlottery.org/scratch-its/cuckoo-for-crossword/,https://www.oregonlottery.org/wp-content/uploads/2021/01/1401_CuckooForCrossword_2400x2400-300x300.png
126,1404,https:/www.oregonlottery.org/scratch-its/camping-crossword/,https://www.oregonlottery.org/wp-content/uploads/2021/01/1404_Camping_Crossword_1200x1200-300x300.png
127,1409,https:/www.oregonlottery.org/scratch-its/24-karat-cherry-multiplier/,https://www.oregonlottery.org/wp-content/uploads/2021/01/1409_24_Karat_Cherry_Multiplier_1200x1200-300x300.png
128,1408,https:/www.oregonlottery.org/scratch-its/classic-bingo/,https://www.oregonlottery.org/wp-content/uploads/2021/01/1408_Classic_Bingo_1200x1200-300x300.png
129,1406,https:/www.oregonlottery.org/scratch-its/lights-camera-crossword/,https://www.oregonlottery.org/wp-content/uploads/2021/01/1406_Lights_Camera_Crossword_1200x1200-300x300.png
130,1368,https:/www.oregonlottery.org/scratch-its/lucky-ewe/,https://www.oregonlottery.org/wp-content/uploads/2020/12/1368_LuckyEwe_2400x2400-300x300.png
131,1399,https:/www.oregonlottery.org/scratch-its/country-cash/,https://www.oregonlottery.org/wp-content/uploads/2020/12/1399_CountryCash_tile_2400x2400-300x300.png
132,1371,https:/www.oregonlottery.org/scratch-its/7-day-forcash-2/,https://www.oregonlottery.org/wp-content/uploads/2020/12/1371-7-Day-Forcash_tile_2400x2400-300x300.png
133,1395,https:/www.oregonlottery.org/scratch-its/aloha-crossword/,https://www.oregonlottery.org/wp-content/uploads/2020/12/1395_AlohaCrossword_tile_2400x2400_pulse4-300x300.png
134,1381,https:/www.oregonlottery.org/scratch-its/poker-night-2/,https://www.oregonlottery.org/wp-content/uploads/2020/12/1381_PokerNight_tile_2400x2400_pulse1-300x300.png
135,1407,https:/www.oregonlottery.org/scratch-its/big-money/,https://www.oregonlottery.org/wp-content/uploads/2020/12/1407_BigMoney_GameTile_2400x2400-300x300.png
136,1398,https:/www.oregonlottery.org/scratch-its/tree-frog-tripler/,https://www.oregonlottery.org/wp-content/uploads/2020/12/1398_Tree-Frog-Tripler_GameTile_2400x2400-300x300.png
137,1379,https:/www.oregonlottery.org/scratch-its/cash-attack-ii/,https://www.oregonlottery.org/wp-content/uploads/2020/12/1379_CashAttackII_tile_2400x2400_pulse1-300x300.png
138,1383,https:/www.oregonlottery.org/scratch-its/high-roller-2/,https://www.oregonlottery.org/wp-content/uploads/2020/12/1383_HighRoller_2400x2400-300x300.png
139,1380,https:/www.oregonlottery.org/scratch-its/triple-red-777s/,https://www.oregonlottery.org/wp-content/uploads/2020/08/1380_TripleRed7s_tile_2400x2400_pulse1-300x300.png
140,1400,https:/www.oregonlottery.org/scratch-its/king-crossword/,https://www.oregonlottery.org/wp-content/uploads/2020/10/1400_KingCrossword_2400X2400-300x300.png
141,1377,https:/www.oregonlottery.org/scratch-its/code-breaker-crossword/,https://www.oregonlottery.org/wp-content/uploads/2020/09/1377_CodeBreakerCrossword_tile_2400x2400_pulse1-300x300.png
142,1391,https:/www.oregonlottery.org/scratch-its/gold-rush-2-bingo/,https://www.oregonlottery.org/wp-content/uploads/2020/09/1391_GoldRush2Bingo_tile_2400x2400_pulse1-300x300.png
143,1396,https:/www.oregonlottery.org/scratch-its/jackpot-riches/,https://www.oregonlottery.org/wp-content/uploads/2020/09/1396_JackpotRiches_GameTile_2400x2400-300x300.png
144,1340,https:/www.oregonlottery.org/scratch-its/flannel-crossword/,https://www.oregonlottery.org/wp-content/uploads/2020/09/1340_Flannel_Crossword_tile-300x300.png
145,1376,https:/www.oregonlottery.org/scratch-its/holiday-party/,https://www.oregonlottery.org/wp-content/uploads/2020/09/1376_HolidayParty_2400x2400-300x300.png
146,1375,https:/www.oregonlottery.org/scratch-its/reindeer-riches/,https://www.oregonlottery.org/wp-content/uploads/2020/09/1375_ReindeerRiches_2400x2400-300x300.png
147,1373,https:/www.oregonlottery.org/scratch-its/deck-the-halls/,https://www.oregonlottery.org/wp-content/uploads/2020/09/1373_DeckTheHall_2400x2400-300x300.png
148,1374,https:/www.oregonlottery.org/scratch-its/winter-magic/,https://www.oregonlottery.org/wp-content/uploads/2020/09/1374_WinterMagic_2400x2400-300x300.png
149,1372,https:/www.oregonlottery.org/scratch-its/merry-slothmas/,https://www.oregonlottery.org/wp-content/uploads/2020/09/1372_MerrySlothmas_2400x2400-300x300.png
150,1397,https:/www.oregonlottery.org/scratch-its/wild-crossword/,https://www.oregonlottery.org/wp-content/uploads/2020/09/1397_WildCrossword_2400x2400_pulse1-300x300.png
151,1392,https:/www.oregonlottery.org/scratch-its/big-top-bingo-2nd-edition/,https://www.oregonlottery.org/wp-content/uploads/2020/08/1392-BigTopBingo2ndEd_tile_2400x2400_pulse1-300x300.png
152,1394,https:/www.oregonlottery.org/scratch-its/rocket-crossword/,https://www.oregonlottery.org/wp-content/uploads/2020/08/1394_RocketCrossword_GameTile_2400x2400_pulse1-300x300.png
153,1366,https:/www.oregonlottery.org/scratch-its/premiere-cash/,https://www.oregonlottery.org/wp-content/uploads/2020/08/1366_Premiere_Cash_tile-300x300.png
154,1389,https:/www.oregonlottery.org/scratch-its/return-of-the-kraken/,https://www.oregonlottery.org/wp-content/uploads/2020/06/1389_Return_of_the_Kraken_tile-300x300.png
155,1348,https:/www.oregonlottery.org/scratch-its/treasure-hunter/,https://www.oregonlottery.org/wp-content/uploads/2020/08/1348_TreasureHunter_GameTile_2400x2400-300x300.png
156,1343,https:/www.oregonlottery.org/scratch-its/money-money-money/,https://www.oregonlottery.org/wp-content/uploads/2020/04/1343_MoneyMoneyMoney_tile_2400x2400-300x300.png
157,1387,https:/www.oregonlottery.org/scratch-its/mythical-money/,https://www.oregonlottery.org/wp-content/uploads/2020/06/1387_Mythical_Money_tile-300x300.png
158,1393,https:/www.oregonlottery.org/scratch-its/diamond-crossword/,https://www.oregonlottery.org/wp-content/uploads/2020/07/1393_DiamondCrossword_tile_2400x2400_pulse2-300x300.png
159,1388,https:/www.oregonlottery.org/scratch-its/pirates-cove/,https://www.oregonlottery.org/wp-content/uploads/2020/06/1388_Pirates_Cove_tile-300x300.png
160,1378,https:/www.oregonlottery.org/scratch-its/casino-gold/,https://www.oregonlottery.org/wp-content/uploads/2020/06/1378_CasinoGold_2400x2400tile-1-300x300.png
161,1357,https:/www.oregonlottery.org/scratch-its/fast-lane-crossword/,https://www.oregonlottery.org/wp-content/uploads/2020/04/1357_Fast_Lane_tile-300x300.png
162,1386,https:/www.oregonlottery.org/scratch-its/cash-machine-ii/,https://www.oregonlottery.org/wp-content/uploads/2020/06/1386_CashMachineII_tile_2400x2400-300x300.png
163,1390,https:/www.oregonlottery.org/scratch-its/dragon-fortune/,https://www.oregonlottery.org/wp-content/uploads/2020/06/1390_Dragon_Fortune_tile-300x300.png
164,1367,https:/www.oregonlottery.org/scratch-its/butterfly-bingo/,https://www.oregonlottery.org/wp-content/uploads/2020/06/1367_ButterflyBingo_tile_2400x2400-300x300.png
165,1326,https:/www.oregonlottery.org/scratch-its/the-camo-crossword/,https://www.oregonlottery.org/wp-content/uploads/2020/06/1326_TheCamoCrossword_tile_2400x2400-300x300.png
166,1365,https:/www.oregonlottery.org/scratch-its/ruby-red/,https://www.oregonlottery.org/wp-content/uploads/2020/03/1365-Ruby-Red_tile-300x300.png
167,1370,https:/www.oregonlottery.org/scratch-its/lady-luck/,https://www.oregonlottery.org/wp-content/uploads/2020/05/1370_LadyLuck_tile_2400x2400-300x300.png
168,1359,https:/www.oregonlottery.org/scratch-its/classic-cash/,https://www.oregonlottery.org/wp-content/uploads/2020/04/1359_Classic_Cash_tile-300x300.png
169,1369,https:/www.oregonlottery.org/scratch-its/brilliant-sapphire/,https://www.oregonlottery.org/wp-content/uploads/2020/04/1369_BrilliantSapphire_tile-300x300.png
170,1364,https:/www.oregonlottery.org/scratch-its/joker/,https://www.oregonlottery.org/wp-content/uploads/2020/04/1364_Joker_tile_2400x2400-300x300.png
171,1361,https:/www.oregonlottery.org/scratch-its/line-em-up/,https://www.oregonlottery.org/wp-content/uploads/2020/04/1361_LineEmUp_tile_2400x2400-300x300.png
172,1362,https:/www.oregonlottery.org/scratch-its/high-roller/,https://www.oregonlottery.org/wp-content/uploads/2020/04/1362-High-Roller_tile-300x300.png
173,1333,https:/www.oregonlottery.org/scratch-its/boot-scootin-bingo/,https://www.oregonlottery.org/wp-content/uploads/2020/04/1333-Boot-Scootin-Bingo_tile_2400x2400-300x300.png
174,1325,https:/www.oregonlottery.org/scratch-its/8-bit-bingo/,https://www.oregonlottery.org/wp-content/uploads/2020/04/1325_8-Bit-Bingo_tile_2400x2400-300x300.png
175,1350,https:/www.oregonlottery.org/scratch-its/mega-cash-blast/,https://www.oregonlottery.org/wp-content/uploads/2020/04/1350-Mega-Cash-Blast_tile_2400x2400-300x300.png
176,1299,https:/www.oregonlottery.org/scratch-its/supreme-cash/,https://www.oregonlottery.org/wp-content/uploads/2020/03/1299-Supreme-Cash_tile-300x300.png
177,1298,https:/www.oregonlottery.org/scratch-its/win-big/,https://www.oregonlottery.org/wp-content/uploads/2020/03/1298_WinBig_tile-300x300.png
178,1331,https:/www.oregonlottery.org/scratch-its/guarded-treasure/,https://www.oregonlottery.org/wp-content/uploads/2020/04/1331-Guarded-Treasure_tile-300x300.png
179,1330,https:/www.oregonlottery.org/scratch-its/100k-money-match/,https://www.oregonlottery.org/wp-content/uploads/2020/04/1330_100K_Money_Match_tile-300x300.png
