price,gameName,gameNumber,gameURL,gamePhoto,topprize,overallodds,topprizestarting,topprizeremain,topprizeavail,startDate,endDate,lastdatetoclaim,extrachances,secondChance,dateexported
1,Lucky Numbers,204,https://www.mslottery.com/instantgames/lucky-numbers/,https://www.mslottery.com/wp-content/uploads/2025/09/luckynumbersthumb-1024x1024.jpg?x42012,5000,4.82,2,1,,10/07/2025,,,,2nd Chance,2026-01-01
10,Wild Cherry,226,https://www.mslottery.com/instantgames/wild-cherry/,https://www.mslottery.com/wp-content/uploads/2025/09/wildcherry-thumb-1024x1024.jpg?x42012,200000,3.99,4,4,,09/10/2025,,,,2nd Chance,2026-01-01
5,$500 Loaded,219,https://www.mslottery.com/instantgames/500-loaded/,https://www.mslottery.com/wp-content/uploads/2025/08/500load-thumb.jpg?x42012,500,4.12,1215,186,,08/29/2025,,,,2nd Chance,2026-01-01
2,$100 Loaded,218,https://www.mslottery.com/instantgames/100-loaded/,https://www.mslottery.com/wp-content/uploads/2025/08/100loadedthumb.jpg?x42012,100,4.70,3046,525,,08/29/2025,,,,2nd Chance,2026-01-01
5,Break the Bank,217,https://www.mslottery.com/instantgames/break-the-bank-2/,https://www.mslottery.com/wp-content/uploads/2025/07/breakthebank-thumb.jpg?x42012,100000,4.01,2,1,,08/05/2025,,,,2nd Chance,2026-01-01
2,Cruisin’ the Coast 2025,215,https://www.mslottery.com/instantgames/cruisin-the-coast-2025/,https://www.mslottery.com/wp-content/uploads/2025/07/cruisin-thumb.jpg?x42012,25000,4.66,2,1,,08/05/2025,,,,2nd Chance,2026-01-01
1,Cash on the Spot,214,https://www.mslottery.com/instantgames/cash-on-the-spot/,https://www.mslottery.com/wp-content/uploads/2025/07/cashonthespot-thumb.jpg?x42012,5000,4.84,2,1,,08/05/2025,,,,2nd Chance,2026-01-01
10,Triple Red 7s,212,https://www.mslottery.com/instantgames/triple-red-7s/,https://www.mslottery.com/wp-content/uploads/2025/06/triplered7s.jpg?x42012,200000,3.83,4,2,,07/01/2025,,,,2nd Chance,2026-01-01
5,5X the Cash / 5 Times the Joy,188,https://www.mslottery.com/instantgames/5x-the-cash-2/,https://www.mslottery.com/wp-content/uploads/2025/06/5timesthejoythumb-1024x1024.jpg?x42012,100000,3.94,2,0,Top Prize Claimed,07/01/2025,,,,,2026-01-01
2,"$25,000 Mad Money",211,https://www.mslottery.com/instantgames/25000-mad-money/,https://www.mslottery.com/wp-content/uploads/2025/06/25madmoneythumb.jpg?x42012,25000,4.69,2,0,Top Prize Claimed,07/01/2025,,,,,2026-01-01
20,"$500,000 Extreme Cash",210,https://www.mslottery.com/instantgames/500000-extreme-cash/,https://www.mslottery.com/wp-content/uploads/2025/05/500k-thumb.jpg?x42012,500000,3.45,2,1,,06/03/2025,,,,2nd Chance,2026-01-01
5,Gold Rush,209,https://www.mslottery.com/instantgames/gold-rush-2/,https://www.mslottery.com/wp-content/uploads/2025/05/goldrush-thumb.jpg?x42012,100000,3.91,2,1,,06/03/2025,,,,2nd Chance,2026-01-01
1,Double Doubler,208,https://www.mslottery.com/instantgames/double-doubler-3/,https://www.mslottery.com/wp-content/uploads/2025/05/doubledoubler-thumb.jpg?x42012,5000,4.90,2,1,,06/03/2025,,,,2nd Chance,2026-01-01
10,Red Hot Cash,207,https://www.mslottery.com/instantgames/red-hot-cash/,https://www.mslottery.com/wp-content/uploads/2025/04/redhotcash-thumb.jpg?x42012,200000,4.07,2,0,Top Prize Claimed,05/06/2025,,,,,2026-01-01
5,Blazing Hot Bucks,206,https://www.mslottery.com/instantgames/blazing-hot-bucks/,https://www.mslottery.com/wp-content/uploads/2025/04/blazinghot-thumb.jpg?x42012,100000,3.95,2,1,,05/06/2025,,,,2nd Chance,2026-01-01
2,Heat Stroke,205,https://www.mslottery.com/instantgames/heat-stroke/,https://www.mslottery.com/wp-content/uploads/2025/04/heatstroke-thumb.jpg?x42012,20000,4.65,2,0,Top Prize Claimed,05/06/2025,,,,,2026-01-01
10,Spectacular Riches,203,https://www.mslottery.com/instantgames/spectacular-riches/,https://www.mslottery.com/wp-content/uploads/2025/03/riches-thumb.jpg?x42012,200000,4.59,2,0,Top Prize Claimed,04/01/2025,,,,,2026-01-01
5,Gold Bar Bingo,202,https://www.mslottery.com/instantgames/gold-bar-bingo/,https://www.mslottery.com/wp-content/uploads/2025/03/goldbarbing-thumb.jpg?x42012,75000,3.57,2,1,,04/01/2025,,,,2nd Chance,2026-01-01
1,Piggy Bank Bucks,201,https://www.mslottery.com/instantgames/piggy-bank-bucks/,https://www.mslottery.com/wp-content/uploads/2025/03/piggy-thumb.jpg?x42012,500,4.87,15,2,,04/01/2025,,,,2nd Chance,2026-01-01
10,50X The Money,200,https://www.mslottery.com/instantgames/50x-the-money/,https://www.mslottery.com/wp-content/uploads/2025/02/50xthemoney-thumb.jpg?x42012,200000,3.59,2,0,Top Prize Claimed,03/04/2025,,,,,2026-01-01
5,20X The Money,199,https://www.mslottery.com/instantgames/20x-the-money/,https://www.mslottery.com/wp-content/uploads/2025/02/20xthemoney-thumb.jpg?x42012,100000,4.03,2,0,Top Prize Claimed,03/04/2025,,,,,2026-01-01
3,15X Crossword,198,https://www.mslottery.com/instantgames/15x-crossword/,https://www.mslottery.com/wp-content/uploads/2025/02/15xthecrossword-thumb.jpg?x42012,40000,4.15,2,1,,03/04/2025,,,,2nd Chance,2026-01-01
2,10X The Money,197,https://www.mslottery.com/instantgames/10x-the-money/,https://www.mslottery.com/wp-content/uploads/2025/02/10xthemoney-thumb.jpg?x42012,25000,4.59,2,0,Top Prize Claimed,03/04/2025,,,,,2026-01-01
20,Colossal Cash,196,https://www.mslottery.com/instantgames/colossal-cash/,https://www.mslottery.com/wp-content/uploads/2025/01/colossalcash-thumb.jpg?x42012,500000,3.50,2,1,,02/04/2025,,,,2nd Chance,2026-01-01
2,Lucky Doubler,194,https://www.mslottery.com/instantgames/lucky-doubler/,https://www.mslottery.com/wp-content/uploads/2025/01/luckydoubler-thumb.jpg?x42012,20000,4.47,2,1,,02/04/2025,,,,2nd Chance,2026-01-01
5,Stacks of Cash,158,https://www.mslottery.com/instantgames/stacks-of-cash/,https://www.mslottery.com/wp-content/uploads/2024/12/stacksofcash-thumb.jpg?x42012,100000,3.82,2,1,,01/07/2025,,,,2nd Chance,2026-01-01
2,Wonder Bucks,157,https://www.mslottery.com/instantgames/wonder-bucks/,https://www.mslottery.com/wp-content/uploads/2024/12/wonderbucks-thumb.jpg?x42012,20000,4.91,2,1,,01/07/2025,,,,2nd Chance,2026-01-01
1,Moola,193,https://www.mslottery.com/instantgames/moola/,https://www.mslottery.com/wp-content/uploads/2024/12/moola-thumb.jpg?x42012,5000, 4.88,4,1,,01/07/2025,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
10,Jumbo Bucks Limited,192,https://www.mslottery.com/instantgames/jumbo-bucks-limited/,https://www.mslottery.com/wp-content/uploads/2024/11/jumbobucks-thumb.jpg?x42012,200000,3.81,2,1,,12/03/2024,,,,2nd Chance,2026-01-01
5,Super Cashword,191,https://www.mslottery.com/instantgames/super-cashword/,https://www.mslottery.com/wp-content/uploads/2024/11/supercashword-thumb.jpg?x42012,75000,4.07,2,1,,12/03/2024,,,,2nd Chance,2026-01-01
2,Cash Grab,190,https://www.mslottery.com/instantgames/cash-grab/,https://www.mslottery.com/wp-content/uploads/2024/11/cashgrab-thumb.jpg?x42012,20000,4.51,2,1,,12/03/2024,,,,2nd Chance,2026-01-01
20,My Lottery Dream Home,189,https://www.mslottery.com/instantgames/my-lottery-dream-home/,https://www.mslottery.com/wp-content/uploads/2024/10/mldh-thumb.jpg?x42012,500000,3.46,2,0,Top Prize Claimed,11/05/2024,,,,,2026-01-01
2,High Roller,187,https://www.mslottery.com/instantgames/high-roller/,https://www.mslottery.com/wp-content/uploads/2024/10/highroller-thumb.jpg?x42012,20000,4.53,2,1,,11/05/2024,,,,2nd Chance,2026-01-01
5,Wild Money,186,https://www.mslottery.com/instantgames/wild-money/,https://www.mslottery.com/wp-content/uploads/2024/09/wildmoney-thumb-1024x1024.jpg?x42012,100000,4.02,2,0,Top Prize Claimed,10/01/2024,,,,,2026-01-01
2,Mystery Multiplier,185,https://www.mslottery.com/instantgames/mystery-multiplier/,https://www.mslottery.com/wp-content/uploads/2024/09/mystery-thumb-1024x1024.jpg?x42012,20000,4.58,2,1,,10/01/2024,,,,2nd Chance,2026-01-01
10,Diamond White,183,https://www.mslottery.com/instantgames/diamond-white/,https://www.mslottery.com/wp-content/uploads/2024/08/diamond-thumb.jpg?x42012,200000,3.85,2,0,Top Prize Claimed,08/30/2024,,,,,2026-01-01
5,Sapphire Blue,182,https://www.mslottery.com/instantgames/sapphire-blue/,https://www.mslottery.com/wp-content/uploads/2024/08/sapphire-thumb.jpg?x42012,100000,4.31,2,0,Top Prize Claimed,08/30/2024,01/06/2026,04/06/2026,,,2026-01-01
2,Emerald Green,181,https://www.mslottery.com/instantgames/emerald-green/,https://www.mslottery.com/wp-content/uploads/2024/08/emerarldgreen-thumb.jpg?x42012,20000,4.54,2,0,Top Prize Claimed,08/30/2024,,,,,2026-01-01
5,Cruisin’ the Coast,180,https://www.mslottery.com/instantgames/cruisin-the-coast-2/,https://www.mslottery.com/wp-content/uploads/2024/07/cruisinthumb.jpg?x42012,100000,3.67,2,2,,08/06/2024,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
2,"$20,000 Power Shot",179,https://www.mslottery.com/instantgames/20000-power-shot/,https://www.mslottery.com/wp-content/uploads/2024/07/20kpowershot-thumb.jpg?x42012,20000,4.55,2,0,Top Prize Claimed,08/06/2024,,,,,2026-01-01
5,Big Money Bingo,177,https://www.mslottery.com/instantgames/big-money-bingo/,https://www.mslottery.com/wp-content/uploads/2024/06/bigmoneybingo-thumb.jpg?x42012,75000,3.79,2,1,,07/02/2024,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
2,It Takes 2,175,https://www.mslottery.com/instantgames/it-takes-2/,https://www.mslottery.com/wp-content/uploads/2024/06/ittakes2-thumb.jpg?x42012,20000,4.65,3,0,Top Prize Claimed,07/02/2024,,,,,2026-01-01
10,Extreme Payday,174,https://www.mslottery.com/instantgames/extreme-payday/,https://www.mslottery.com/wp-content/uploads/2024/05/extremepayday-thumb.jpg?x42012,200000,4.18,2,0,Top Prize Claimed,06/04/2024,01/06/2026,04/06/2026,,,2026-01-01
5,Lucky Dog,173,https://www.mslottery.com/instantgames/lucky-dog/,https://www.mslottery.com/wp-content/uploads/2024/05/luckydog-thumb.jpg?x42012,100000,4.03,2,0,Top Prize Claimed,06/04/2024,,,,,2026-01-01
2,Bring the Heat,172,https://www.mslottery.com/instantgames/bring-the-heat/,https://www.mslottery.com/wp-content/uploads/2024/05/MS-0172-Bring-the-Heat-FRONT-C-V7-1024x1024.jpg?x42012,20000,4.73,2,1,,06/04/2024,,,,2nd Chance,2026-01-01
2,Double Match,171,https://www.mslottery.com/instantgames/double-match-4/,https://www.mslottery.com/wp-content/uploads/2024/04/doublematch-thumb.jpg?x42012,20000,4.23,2,1,,04/29/2024,,,,2nd Chance,2026-01-01
2,Jumbo Bucks Classic,169,https://www.mslottery.com/instantgames/jumbo-bucks-classic/,https://www.mslottery.com/wp-content/uploads/2024/04/jumbobucks-thumb24.jpg?x42012,25000,4.49,3,0,Top Prize Claimed,05/07/2024,,,,,2026-01-01
5,Fun 5s,168,https://www.mslottery.com/instantgames/fun-5s/,https://www.mslottery.com/wp-content/uploads/2024/03/fun5s-thumb.jpg?x42012,100000, 4.31,2,1,,04/02/2024,,,,2nd Chance,2026-01-01
3,Bingo Mania,167,https://www.mslottery.com/instantgames/bingo-mania/,https://www.mslottery.com/wp-content/uploads/2024/03/bingo-thumb.jpg?x42012,30000,4.03,2,0,Top Prize Claimed,04/02/2024,,,,,2026-01-01
2,Home Run Riches,166,https://www.mslottery.com/instantgames/home-run-riches/,https://www.mslottery.com/wp-content/uploads/2024/03/homerun-thumb.jpg?x42012,20000, 4.94,2,1,,04/02/2024,,,,2nd Chance,2026-01-01
20,200X Cash Blitz,161,https://www.mslottery.com/instantgames/200x-cash-blitz/,https://www.mslottery.com/wp-content/uploads/2024/01/200xcashblitz-thumb.jpg?x42012,500000,4.66,4,0,Top Prize Claimed,02/06/2024,,,,,2026-01-01
5,CA$HTASTIC,160,https://www.mslottery.com/instantgames/cahtastic/,https://www.mslottery.com/wp-content/uploads/2024/01/cashtastic-thumb.jpg?x42012,100000,4.05,2,0,Top Prize Claimed,02/06/2024,,,,,2026-01-01
2,Triple Play,159,https://www.mslottery.com/instantgames/triple-play/,https://www.mslottery.com/wp-content/uploads/2024/01/tripleplay-thumb.jpg?x42012,20000,4.69,2,1,,02/06/2024,,,,2nd Chance,2026-01-01
1,3 Times Lucky,162,https://www.mslottery.com/instantgames/3-times-lucky-3/,https://www.mslottery.com/wp-content/uploads/2024/01/3timeslucky-thumb.jpg?x42012,3000,4.75,24,12,,01/23/2024,,,,2nd Chance,2026-01-01
2,Bankroll Doubler,136,https://www.mslottery.com/instantgames/bankroll-doubler/,https://www.mslottery.com/wp-content/uploads/2023/12/MS-0136-16508-Bankroll-Doubler-FRONT-C-V1-1-1024x1024.jpg?x42012,20000,4.32,2,1,,12/29/2023,,,,2nd Chance,2026-01-01
2,"$25,000 Bonus",149,https://www.mslottery.com/instantgames/25000-bonus/,https://www.mslottery.com/wp-content/uploads/2023/10/25kbonus-thumb.jpg?x42012,25000,4.66,2,1,,11/07/2023,,,,2nd Chance,2026-01-01
2,Easy as 1 2 3,147,https://www.mslottery.com/instantgames/easy-as-1-2-3/,https://www.mslottery.com/wp-content/uploads/2023/09/Thumbnail-Easyas123.jpg?x42012,20000,4.90,2,1,,,,,,2nd Chance,2026-01-01
5,Cruisin’ the Coast II,146,https://www.mslottery.com/instantgames/cruisin-the-coast-ii/,https://www.mslottery.com/wp-content/uploads/2023/08/cruisin-thumb.jpg?x42012,50000,4.79,3,2,,09/01/2023,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
10,Gold 7s,143,https://www.mslottery.com/instantgames/gold-7s/,https://www.mslottery.com/wp-content/uploads/2023/07/gold7s-thumb.jpg?x42012,200000,3.94,2,1,,07/27/2023,,,,2nd Chance,2026-01-01
2,Bronze 7s,141,https://www.mslottery.com/instantgames/bronze-7s/,https://www.mslottery.com/wp-content/uploads/2023/07/bronze7s-thumb.jpg?x42012,20000,4.88,3,0,Top Prize Claimed,07/27/2023,,,,,2026-01-01
2,CA$H CRAZE,132,https://www.mslottery.com/instantgames/cah-craze/,https://www.mslottery.com/wp-content/uploads/2023/05/cashcraze.jpg?x42012,20000,4.77,3,1,,06/06/2023,,,,2nd Chance,2026-01-01
5,Cash in a Flash,131,https://www.mslottery.com/instantgames/cash-in-a-flash/,https://www.mslottery.com/wp-content/uploads/2023/04/cashinaflash-thumb.jpg?x42012,100000,4.97,2,1,,05/02/2023,,,,2nd Chance,2026-01-01
2,Aces High,130,https://www.mslottery.com/instantgames/aces-high/,https://www.mslottery.com/wp-content/uploads/2023/04/aceshigh-thumb.jpg?x42012,20000,4.35,2,1,,05/02/2023,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
2,"$20,000 Jackpot",125,https://www.mslottery.com/instantgames/20000-jackpot/,https://www.mslottery.com/wp-content/uploads/2023/03/jackpotfamily-20k.jpg?x42012,20000,4.73,2,1,,04/04/2023,,,,2nd Chance,2026-01-01
5,Ruby 7,124,https://www.mslottery.com/instantgames/ruby-7/,https://www.mslottery.com/wp-content/uploads/2023/02/ruby7-website.jpg?x42012,77000,3.86,2,0,Top Prize Claimed,02/28/2023,01/06/2026,04/06/2026,,,2026-01-01
10,"$10,000 Payout",116,https://www.mslottery.com/instantgames/10000-payout/,https://www.mslottery.com/wp-content/uploads/2022/11/10kpayout-cover.jpg?x42012,10000,3.83,50,3,,12/06/2022,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
5,Hit it Big!,115,https://www.mslottery.com/instantgames/hit-it-big/,https://www.mslottery.com/wp-content/uploads/2022/11/hititbig-cover.jpg?x42012,50000,4.42,2,1,,12/06/2022,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
2,Fast Money,109,https://www.mslottery.com/instantgames/fast-money/,https://www.mslottery.com/wp-content/uploads/2022/09/fastmoney-front-display.jpg?x42012,15000,4.75,2,2,,10/04/2022,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
5,Elvis,65,https://www.mslottery.com/instantgames/elvis/,https://www.mslottery.com/wp-content/uploads/2021/05/elvis.jpg?x42012,100000,4.24,3,0,Top Prize Claimed,05/24/2021,,,,,2026-01-01
20,$100 Million Extravaganza,58,https://www.mslottery.com/instantgames/100-million-extravaganza/,https://www.mslottery.com/wp-content/uploads/2021/02/TwentyDollarTicket.jpg?x42012,500000,3.40,5,1,,03/02/2021,,,,2nd Chance,2026-01-01
5,Pink Panther Diamond Tripler,195,https://www.mslottery.com/instantgames/pink-panther-diamond-tripler/,https://www.mslottery.com/wp-content/uploads/2025/01/pinkpanther-thumb.jpg?x42012,100000,4.26,2,0,Top Prize Claimed,02/04/2025,10/10/2025,01/08/2026,,,2026-01-01
1,Moola,193,https://www.mslottery.com/instantgames/moola/,https://www.mslottery.com/wp-content/uploads/2024/12/moola-thumb.jpg?x42012,5000, 4.88,4,1,,01/07/2025,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
1,Triple Tripler,184,https://www.mslottery.com/instantgames/triple-tripler/,https://www.mslottery.com/wp-content/uploads/2024/09/tripletripler-thumb-1024x1024.jpg?x42012,5000,4.99,2,1,,10/01/2024,10/10/2025,01/08/2026,,2nd Chance,2026-01-01
5,Sapphire Blue,182,https://www.mslottery.com/instantgames/sapphire-blue/,https://www.mslottery.com/wp-content/uploads/2024/08/sapphire-thumb.jpg?x42012,100000,4.31,2,0,Top Prize Claimed,08/30/2024,01/06/2026,04/06/2026,,,2026-01-01
5,Cruisin’ the Coast,180,https://www.mslottery.com/instantgames/cruisin-the-coast-2/,https://www.mslottery.com/wp-content/uploads/2024/07/cruisinthumb.jpg?x42012,100000,3.67,2,2,,08/06/2024,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
5,Big Money Bingo,177,https://www.mslottery.com/instantgames/big-money-bingo/,https://www.mslottery.com/wp-content/uploads/2024/06/bigmoneybingo-thumb.jpg?x42012,75000,3.79,2,1,,07/02/2024,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
1,$1 Lottery Ticket,176,https://www.mslottery.com/instantgames/1-lottery-ticket/,https://www.mslottery.com/wp-content/uploads/2024/06/dollarticket-thumb.jpg?x42012,5000,4.67,4,0,Top Prize Claimed,07/02/2024,10/10/2025,01/08/2026,,,2026-01-01
10,Extreme Payday,174,https://www.mslottery.com/instantgames/extreme-payday/,https://www.mslottery.com/wp-content/uploads/2024/05/extremepayday-thumb.jpg?x42012,200000,4.18,2,0,Top Prize Claimed,06/04/2024,01/06/2026,04/06/2026,,,2026-01-01
5,Diamond$ and Dollar$,145,https://www.mslottery.com/instantgames/diamond-and-dollar/,https://www.mslottery.com/wp-content/uploads/2023/08/marilyn-thumb.jpg?x42012,100000,4.92,2,0,Top Prize Claimed,09/01/2023,10/10/2025,01/08/2026,,,2026-01-01
5,Cruisin’ the Coast II,146,https://www.mslottery.com/instantgames/cruisin-the-coast-ii/,https://www.mslottery.com/wp-content/uploads/2023/08/cruisin-thumb.jpg?x42012,50000,4.79,3,2,,09/01/2023,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
2,Win Win Win,139,https://www.mslottery.com/instantgames/win-win-win/,https://www.mslottery.com/wp-content/uploads/2023/05/MS-0139-Win-Win-Win-FRONT-C-V4-1024x1024.jpg?x42012,20000,4.20,4,1,,07/01/2023,10/10/2025,01/08/2026,,2nd Chance,2026-01-01
2,Aces High,130,https://www.mslottery.com/instantgames/aces-high/,https://www.mslottery.com/wp-content/uploads/2023/04/aceshigh-thumb.jpg?x42012,20000,4.35,2,1,,05/02/2023,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
10,"$200,000 Jackpot",128,https://www.mslottery.com/instantgames/200000-jackpot/,https://www.mslottery.com/wp-content/uploads/2023/03/jackpotfamily-200k.jpg?x42012,200000,4.22,2,0,Top Prize Claimed,04/04/2023,10/10/2025,01/08/2026,,,2026-01-01
5,Ruby 7,124,https://www.mslottery.com/instantgames/ruby-7/,https://www.mslottery.com/wp-content/uploads/2023/02/ruby7-website.jpg?x42012,77000,3.86,2,0,Top Prize Claimed,02/28/2023,01/06/2026,04/06/2026,,,2026-01-01
3,Skee-Ball,127,https://www.mslottery.com/instantgames/skee-ball/,https://www.mslottery.com/wp-content/uploads/2023/02/skeeball-homepage.jpg?x42012,40000,4.21,2,1,,02/28/2023,10/10/2025,01/08/2026,,2nd Chance,2026-01-01
10,"$10,000 Payout",116,https://www.mslottery.com/instantgames/10000-payout/,https://www.mslottery.com/wp-content/uploads/2022/11/10kpayout-cover.jpg?x42012,10000,3.83,50,3,,12/06/2022,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
5,Hit it Big!,115,https://www.mslottery.com/instantgames/hit-it-big/,https://www.mslottery.com/wp-content/uploads/2022/11/hititbig-cover.jpg?x42012,50000,4.42,2,1,,12/06/2022,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
2,Fast Money,109,https://www.mslottery.com/instantgames/fast-money/,https://www.mslottery.com/wp-content/uploads/2022/09/fastmoney-front-display.jpg?x42012,15000,4.75,2,2,,10/04/2022,01/06/2026,04/06/2026,,2nd Chance,2026-01-01
3,Crossword,86,https://www.mslottery.com/instantgames/crossword-5/,https://www.mslottery.com/wp-content/uploads/2022/06/crossword-gallery.jpg?x42012,30000,4.83,2,0,Top Prize Claimed,07/01/2022,10/10/2025,01/08/2026,,,2026-01-01
2,Summer Lucky Times 5,97,https://www.mslottery.com/instantgames/summer-lucky-times-5/,https://www.mslottery.com/wp-content/uploads/2022/05/summerluckytimes5-01-1024x1024.png?x42012,20000,4.93,2,1,,06/07/2022,10/10/2025,01/08/2026,,2nd Chance,2026-01-01
2,"$25,000 Spectacular",92,https://www.mslottery.com/instantgames/25000-spectacular/,https://www.mslottery.com/wp-content/uploads/2022/03/twentyfive-spect-thumb.jpg?x42012,25000,4.84,2,1,,04/05/2022,10/10/2025,01/08/2026,,2nd Chance,2026-01-01
10,Blistering Hot 7’s,91,https://www.mslottery.com/instantgames/blistering-hot-7s/,https://www.mslottery.com/wp-content/uploads/2022/02/Blisthot7s-face.jpg?x42012,200000,4.02,2,1,,03/01/2022,10/10/2025,01/08/2026,,2nd Chance,2026-01-01
10,"$200,000 Fortune",68,https://www.mslottery.com/instantgames/200000-fortune-2/,https://www.mslottery.com/wp-content/uploads/2021/06/200000-Fortune-1024x1024.jpg?x42012,200000,4.64,3,1,,07/02/2021,10/10/2025,01/08/2026,,2nd Chance,2026-01-01
