,gameNumber,gameName,prizeamount,Winning Tickets At Start,Winning Tickets Unclaimed,Prize Probability,Percent Tix Remaining,Starting Expected Value,Expected Value,dateexported
0,2143,"$173,000,000 Extravaganza",3125000,3.0,2.0,3.9922653850430176e-07,0.6666666666666666,1.2357762436576059,1.2475709560297878,2025-07-23
1,2143,"$173,000,000 Extravaganza",40000,6.0,4.0,7.984530770086035e-07,0.6666666666666666,0.03161244841326125,0.03191416948803388,2025-07-23
2,2143,"$173,000,000 Extravaganza",20000,20.0,14.0,2.7945857695301124e-06,0.7,0.05264786880267094,0.055807877817516345,2025-07-23
3,2143,"$173,000,000 Extravaganza",5000,40.0,25.0,4.990331731303772e-06,0.625,0.02620529874304202,0.024801948704579746,2025-07-23
4,2143,"$173,000,000 Extravaganza",500,7307.0,4838.0,0.000965728996641906,0.662104830983988,0.45269917213401295,0.4538926284216958,2025-07-23
5,2143,"$173,000,000 Extravaganza",300,4733.0,3135.0,0.000625787599105493,0.6623705894781322,0.16845077121086935,0.1689626517584831,2025-07-23
6,2143,"$173,000,000 Extravaganza",200,168362.0,111036.0,0.022164258964681827,0.6595074898136158,3.772816932524783,3.7679240239959104,2025-07-23
7,2143,"$173,000,000 Extravaganza",100,505858.0,333684.0,0.06660775413713471,0.6596396617232504,4.667661975900616,4.66254278959943,2025-07-23
8,2143,"$173,000,000 Extravaganza",80,126529.0,83514.0,0.016670502568324128,0.6600384101668392,0.8339361782339948,0.8335251284162064,2025-07-23
9,2143,"$173,000,000 Extravaganza",60,417279.0,275412.0,0.05497588971127338,0.6600188363181468,1.6501389619010811,1.6492766913382013,2025-07-23
10,2143,"$173,000,000 Extravaganza",50,284512.0,187796.0,0.037486573512476924,0.6600635474074907,0.7500726313863553,0.7497314702495385,2025-07-23
11,2143,"$173,000,000 Extravaganza",30,948420.0,627062.0,0.12516989584379223,0.6611648847556989,0.0,0.0,2025-07-23
12,2143,"$173,000,000 Extravaganza",0,5123183.5200000005,3383165.76,0.6753247777755377,0.660363960571141,-20.25974164844511,-20.25974333326613,2025-07-23
13,2143,"$173,000,000 Extravaganza",Total,7586252.5200000005,5009687.76,1.0000001517060846,0.6603639605711411,,,2025-07-23
0,2146,10X The Money,100000,12.0,0.0,0.0,0.0,0.05917125040774728,0.0,2025-07-23
1,2146,10X The Money,5000,30.0,0.0,0.0,0.0,0.007389379363635624,0.0,2025-07-23
2,2146,10X The Money,1000,200.0,18.0,1.6327981988421647e-05,0.09,0.009813056345435363,0.01624634207847954,2025-07-23
3,2146,10X The Money,500,5095.0,192.0,0.0001741651412098309,0.03768400392541708,0.12436569562611369,0.0862117448988663,2025-07-23
4,2146,10X The Money,100,84518.0,3257.0,0.00295445762979385,0.038536169809981306,0.39593512632830685,0.28067347483041577,2025-07-23
5,2146,10X The Money,50,253570.0,10134.0,0.009192653859481387,0.03996529557913003,0.5626801577288544,0.41366942367666243,2025-07-23
6,2146,10X The Money,25,633931.0,28012.0,0.025409968414425953,0.04418777437923055,0.6252060926751946,0.5081993682885191,2025-07-23
7,2146,10X The Money,15,507066.0,23696.0,0.02149488117764663,0.046731589181684435,0.2500435793394235,0.2149488117764663,2025-07-23
8,2146,10X The Money,10,1013970.0,51645.0,0.04684770165511311,0.050933459569809755,0.25000363674826875,0.23423850827556553,2025-07-23
9,2146,10X The Money,5,2028194.0,129118.0,0.11712424324339034,0.06366156294713425,0.0,0.0,2025-07-23
10,2146,10X The Money,0,15752519.280000001,856330.56,0.7767861088786124,0.054361498930982424,-3.8839286250551988,-3.883930544393062,2025-07-23
11,2146,10X The Money,Total,20279105.28,1102402.56,1.0000005079816618,0.054361498930982424,,,2025-07-23
0,2147,20X The Money,625000,6.0,0.0,0.0,0.0,0.32099090708089023,0.0,2025-07-23
1,2147,20X The Money,10000,10.0,0.0,0.0,0.0,0.008551334585988292,0.0,2025-07-23
2,2147,20X The Money,5000,20.0,1.0,2.7525309522105575e-06,0.05,0.008542774691507823,0.013735129451530681,2025-07-23
3,2147,20X The Money,500,9738.0,214.0,0.0005890416237730594,0.021975765044156912,0.4084456370089435,0.2886303956487991,2025-07-23
4,2147,20X The Money,200,13660.0,291.0,0.0008009865070932723,0.02130307467057101,0.2221635013460862,0.15218743634772172,2025-07-23
5,2147,20X The Money,100,97459.0,2181.0,0.006003270006771226,0.022378641274792478,0.7508148805548044,0.5402943006094103,2025-07-23
6,2147,20X The Money,50,350798.0,8335.0,0.022942345486675,0.02376011265742678,1.2011175455837921,0.9176938194669999,2025-07-23
7,2147,20X The Money,30,389891.0,10278.0,0.02829051312682011,0.026361213775132022,0.6674851637768892,0.5658102625364022,2025-07-23
8,2147,20X The Money,25,292384.0,8739.0,0.024054367991368064,0.029888776403633577,0.3754164281666067,0.36081551987052096,2025-07-23
9,2147,20X The Money,20,584768.0,16510.0,0.04544428602099631,0.028233419065338734,0.5005552375554756,0.4544428602099631,2025-07-23
10,2147,20X The Money,10,1461920.0,52986.0,0.1458456050338286,0.03624411732516143,0.0,0.0,2025-07-23
11,2147,20X The Money,0,8481733.1,263767.75,0.7260288960699363,0.031098331778442782,-7.260274034749918,-7.260288960699363,2025-07-23
12,2147,20X The Money,Total,11682387.1,363302.75,1.0000020643982142,0.031098331778442782,,,2025-07-23
0,2148,50X The Money,1875000,4.0,0.0,0.0,0.0,1.0314900775785085,0.0,2025-07-23
1,2148,50X The Money,200000,6.0,0.0,0.0,0.0,0.16502366882378758,0.0,2025-07-23
2,2148,50X The Money,20000,20.0,0.0,0.0,0.0,0.05495837755607687,0.0,2025-07-23
3,2148,50X The Money,2000,80.0,6.0,2.0533178193764758e-05,0.075,0.021785302815021463,0.04065569282365422,2025-07-23
4,2148,50X The Money,500,7087.0,233.0,0.0007973717531911982,0.0328770989135036,0.46785588196987,0.3827384415317751,2025-07-23
5,2148,50X The Money,200,15195.0,548.0,0.001875363608363848,0.03606449489963804,0.3761678139480126,0.3375654495054926,2025-07-23
6,2148,50X The Money,100,315342.0,10899.0,0.03729851818897369,0.03456247502711342,3.4696065456032814,2.9838814551178947,2025-07-23
7,2148,50X The Money,50,272887.0,10104.0,0.034577872078299855,0.037026314921560936,1.1259329411520382,1.0373361623489956,2025-07-23
8,2148,50X The Money,40,333571.0,12675.0,0.04337633893432805,0.037997907491958235,0.9175435915794854,0.867526778686561,2025-07-23
9,2148,50X The Money,30,363866.0,15085.0,0.05162383217549023,0.041457569544832436,0.5004375627582449,0.5162383217549023,2025-07-23
10,2148,50X The Money,25,363563.0,15375.0,0.052616269121522195,0.04228978196351114,0.25001041816091063,0.263081345607611,2025-07-23
11,2148,50X The Money,20,728035.0,31514.0,0.10784709626638377,0.043286380462477764,0.0,0.0,2025-07-23
12,2148,50X The Money,0,4871301.68,195771.16999999998,0.6699673864686355,0.0401886770437096,-13.399341187136713,-13.39934772937271,2025-07-23
13,2148,50X The Money,Total,7270957.68,292210.17,1.0000005817733821,0.0401886770437096,,,2025-07-23
0,2149,100X The Money,3125000,3.0,1.0,3.246273683595443e-07,0.3333333333333333,1.188809335470125,1.0144507873025252,2025-07-23
1,2149,100X The Money,300000,3.0,1.0,3.246273683595443e-07,0.3333333333333333,0.11411537914315127,0.0973784716868125,2025-07-23
2,2149,100X The Money,30000,12.0,4.0,1.2985094734381772e-06,0.3333333333333333,0.045605066012204466,0.03891632891894217,2025-07-23
3,2149,100X The Money,3000,100.0,45.0,1.4608231576179493e-05,0.45,0.037661841301370055,0.0433864477812531,2025-07-23
4,2149,100X The Money,600,4942.0,1954.0,0.0006343218777745495,0.3953864832051801,0.3572092499511157,0.3615634703314932,2025-07-23
5,2149,100X The Money,500,31584.0,12343.0,0.004006875607661855,0.39079913880445794,1.8823920874119922,1.8832315356010718,2025-07-23
6,2149,100X The Money,300,8255.0,3196.0,0.0010375090692771036,0.38715929739551785,0.2826349999480089,0.280127448704818,2025-07-23
7,2149,100X The Money,200,85620.0,33306.0,0.010812039130582983,0.3889978976874562,1.8457345618786587,1.838046652199107,2025-07-23
8,2149,100X The Money,100,394944.0,153699.0,0.049894901889493595,0.3891665653864852,3.505731574292864,3.4926431322645515,2025-07-23
9,2149,100X The Money,60,592344.0,230916.0,0.07496165339211253,0.38983428548276,2.2534106791736104,2.248849601763376,2025-07-23
10,2149,100X The Money,50,394944.0,154195.0,0.05005591706419993,0.39042243963701184,1.001637592655104,1.0011183412839986,2025-07-23
11,2149,100X The Money,40,197498.0,77209.0,0.025064154483672055,0.3909356044111839,0.250442368125858,0.2506415448367206,2025-07-23
12,2149,100X The Money,30,1086193.0,425491.0,0.13812602359067086,0.3917268846328415,0.0,0.0,2025-07-23
13,2149,100X The Money,0,5089524.4399999995,1988095.1999999997,0.6453901128242417,0.3906249441254279,-19.361703207951948,-19.361703384727253,2025-07-23
14,2149,100X The Money,Total,7885966.4399999995,3080455.1999999997,1.0000000649254737,0.3906249441254279,,,2025-07-23
0,2150,"$326,000,000 FORTUNE",3125000,3.0,0.0,0.0,0.0,1.1431632803494587,0.0,2025-07-23
1,2150,"$326,000,000 FORTUNE",100000,12.0,0.0,0.0,0.0,0.14625407750002833,0.0,2025-07-23
2,2150,"$326,000,000 FORTUNE",10000,80.0,5.0,5.546927002440648e-05,0.0625,0.09706373660999047,0.5519192367428445,2025-07-23
3,2150,"$326,000,000 FORTUNE",5000,500.0,3.0,3.3281562014643884e-05,0.006,0.3017999348112141,0.16474373197248723,2025-07-23
4,2150,"$326,000,000 FORTUNE",2500,1250.0,14.0,0.00015531395606833813,0.0112,0.37343931327650226,0.3805191923674284,2025-07-23
5,2150,"$326,000,000 FORTUNE",600,102410.0,921.0,0.010217439538495673,0.008993262376721023,6.86829584978143,5.61959174617262,2025-07-23
6,2150,"$326,000,000 FORTUNE",400,34120.0,299.0,0.0033170623474595073,0.008763188745603752,1.456199927885058,1.1609718216108276,2025-07-23
7,2150,"$326,000,000 FORTUNE",300,204939.0,1922.0,0.02132238739738185,0.00937840040207086,6.247533014169232,5.330596849345463,2025-07-23
8,2150,"$326,000,000 FORTUNE",200,102308.0,1056.0,0.011715109829154649,0.01032177346835047,1.871305923070648,1.7572664743731974,2025-07-23
9,2150,"$326,000,000 FORTUNE",150,102280.0,1074.0,0.011914799201242512,0.010500586624951114,1.2471958518178172,1.1914799201242512,2025-07-23
10,2150,"$326,000,000 FORTUNE",100,819032.0,8758.0,0.0971599733747504,0.010693110891882124,4.993612206228248,4.85799866873752,2025-07-23
11,2150,"$326,000,000 FORTUNE",75,204937.0,2541.0,0.028189483026403374,0.012398932354821238,0.6247472044485433,0.7047370756600844,2025-07-23
12,2150,"$326,000,000 FORTUNE",50,819032.0,9687.0,0.10746616374528511,0.011827376708113969,0.0,0.0,2025-07-23
13,2150,"$326,000,000 FORTUNE",0,5809894.29,63860.40000000001,0.7084579542933216,0.010991662982563493,-35.42274177741505,-35.42289771466608,2025-07-23
14,2150,"$326,000,000 FORTUNE",Total,8200797.29,90140.40000000001,1.000004437541602,0.010991662982563493,,,2025-07-23
0,2151,Supreme Riches,1250000,3.0,2.0,7.446881395009398e-07,0.6666666666666666,0.8760846101010666,0.9308452806133848,2025-07-23
1,2151,Supreme Riches,50000,3.0,2.0,7.446881395009398e-07,0.6666666666666666,0.03502992752912151,0.03721951321225697,2025-07-23
2,2151,Supreme Riches,2000,140.0,88.0,3.276627813804135e-05,0.6285714285714286,0.06476121055803978,0.06487723071332187,2025-07-23
3,2151,Supreme Riches,500,8608.0,5397.0,0.002009540944443286,0.626974907063197,0.9653064943439073,0.9645796533327773,2025-07-23
4,2151,Supreme Riches,200,42855.0,26832.0,0.009990736079544609,0.6261113055652783,1.8021699210810356,1.7983324943180297,2025-07-23
5,2151,Supreme Riches,100,207048.0,129658.0,0.048277387395706424,0.6262219388740775,3.8697486648256914,3.862190991656514,2025-07-23
6,2151,Supreme Riches,50,164559.0,103121.0,0.03839649281673821,0.6266506237884285,1.1533593125779726,1.1518947845021463,2025-07-23
7,2151,Supreme Riches,30,321178.0,201611.0,0.07506866024646199,0.627723567616711,0.7503562801085895,0.7506866024646198,2025-07-23
8,2151,Supreme Riches,20,428302.0,269094.0,0.10019555510543295,0.6282809793089923,0.0,0.0,2025-07-23
9,2151,Supreme Riches,0,3107644.3999999994,1949883.25,0.726027464843273,0.6274473520844278,-14.520549302158237,-14.52054929686546,2025-07-23
10,2151,Supreme Riches,Total,4280340.399999999,2685688.25,1.0000000930860173,0.6274473520844278,,,2025-07-23
0,2157,Money Match,25000,7.0,3.0,1.1233737760374637e-06,0.42857142857142855,0.028611001335995406,0.028082097653384517,2025-07-23
1,2157,Money Match,500,102.0,45.0,1.6850606640561955e-05,0.4411764705882353,0.008305375423538012,0.008391602106999853,2025-07-23
2,2157,Money Match,250,517.0,219.0,8.200628565073485e-05,0.42359767891682787,0.020963895096156187,0.020337558841382244,2025-07-23
3,2157,Money Match,100,4074.0,1743.0,0.0006526801638777665,0.42783505154639173,0.06527950524841324,0.06396265606002112,2025-07-23
4,2157,Money Match,50,20439.0,8669.0,0.0032461757548229247,0.4241401242722247,0.16040970307743296,0.15581643623150038,2025-07-23
5,2157,Money Match,20,61168.0,26163.0,0.009796942700822722,0.4277236463510332,0.18002239684867935,0.176344968614809,2025-07-23
6,2157,Money Match,10,152906.0,66061.0,0.0247370650062703,0.4320366761278171,0.20000657288156598,0.1978965200501624,2025-07-23
7,2157,Money Match,5,657567.0,288670.0,0.10809476930957822,0.43899709079074833,0.32254552333626385,0.32428430792873464,2025-07-23
8,2157,Money Match,0,5219259.600000001,2278954.8600000003,0.8533727088323767,0.4366433238921475,-1.7067450354714875,-1.7067454176647534,2025-07-23
9,2157,Money Match,Total,6116039.600000001,2670527.8600000003,1.0000003220338158,0.4366433238921475,,,2025-07-23
0,2161,Payday Bonu$,500000,3.0,0.0,0.0,0.0,0.3052253798758441,0.0,2025-07-23
1,2161,Payday Bonu$,5000,30.0,2.0,4.521511089005946e-06,0.06666666666666667,0.03046210215365231,0.02256234033413967,2025-07-23
2,2161,Payday Bonu$,500,2396.0,194.0,0.00043858657563357675,0.08096828046744574,0.2389026480459182,0.2149074220604526,2025-07-23
3,2161,Payday Bonu$,200,8181.0,741.0,0.0016752198584767028,0.09057572423909058,0.31629917813370484,0.31829177311057355,2025-07-23
4,2161,Payday Bonu$,100,90180.0,7733.0,0.01748242262564149,0.0857507207806609,1.6515465163625442,1.5734180363077341,2025-07-23
5,2161,Payday Bonu$,70,61433.0,5514.0,0.012465806072389393,0.089756319893217,0.7500514315051392,0.7479483643433635,2025-07-23
6,2161,Payday Bonu$,50,143383.0,12786.0,0.028906020392015012,0.08917375142101923,1.1670668251428533,1.1562408156806006,2025-07-23
7,2161,Payday Bonu$,40,122918.0,10930.0,0.024710058101417492,0.08892106933077336,0.7503688722490249,0.7413017430425248,2025-07-23
8,2161,Payday Bonu$,20,276541.0,25562.0,0.05778943322858499,0.09243475650988461,0.5627267997109662,0.57789433228585,2025-07-23
9,2161,Payday Bonu$,0,4209238.05,378868.13999999996,0.8565282481405284,0.09000872260004396,-8.565279857591198,-8.565282481405283,2025-07-23
10,2161,Payday Bonu$,Total,4914303.05,442330.13999999996,1.000000316505776,0.09000872260004396,,,2025-07-23
0,2174,The Price is Right,200000,3.0,1.0,5.267194228840627e-07,0.3333333333333333,0.10040208694301805,0.10534125097969813,2025-07-23
1,2174,The Price is Right,10000,9.0,4.0,2.106877691536251e-06,0.4444444444444444,0.015053159213912329,0.021058242526904827,2025-07-23
2,2174,The Price is Right,500,990.0,307.0,0.00016170286282540726,0.3101010101010101,0.08200545464707616,0.0800429170985766,2025-07-23
3,2174,The Price is Right,200,1497.0,442.0,0.00023280998491475574,0.2952571810287241,0.04884934658361645,0.045397947058377366,2025-07-23
4,2174,The Price is Right,100,14391.0,4430.0,0.0023333670433763978,0.30783128344103955,0.2287794047413059,0.22166986912075778,2025-07-23
5,2174,The Price is Right,50,75350.0,22956.0,0.012091371071726545,0.3046582614465826,0.5674114791237088,0.5441116982276946,2025-07-23
6,2174,The Price is Right,25,74614.0,23296.0,0.012270455675507125,0.31222022676709466,0.24971962016271568,0.2454091135101425,2025-07-23
7,2174,The Price is Right,20,149396.0,46413.0,0.024446628574318004,0.31067096843288977,0.37500112955171694,0.36669942861477006,2025-07-23
8,2174,The Price is Right,15,149454.0,46831.0,0.02466679729308354,0.31334725065906566,0.25009781081163396,0.24666797293083542,2025-07-23
9,2174,The Price is Right,10,373640.0,117747.0,0.06201963188632974,0.31513488919815863,0.3126264470394199,0.3100981594316487,2025-07-23
10,2174,The Price is Right,5,560146.0,182197.0,0.09596669869120758,0.32526698396489484,0.0,0.0,2025-07-23
11,2174,The Price is Right,0,4576332.3,1453920.4799999997,0.7658081561449194,0.3177043065688215,-3.8290400048729696,-3.829040780724597,2025-07-23
12,2174,The Price is Right,Total,5975822.3,1898544.4799999997,1.000000252825323,0.3177043065688215,,,2025-07-23
0,2175,Money Blitz,1250000,3.0,1.0,6.117644755710209e-07,0.3333333333333333,1.1226333387919134,0.7646933591742647,2025-07-23
1,2175,Money Blitz,20000,6.0,3.0,1.835293426713063e-06,0.5,0.03588891679716864,0.036669162665727,2025-07-23
2,2175,Money Blitz,2000,140.0,71.0,4.343527776554249e-05,0.5071428571428571,0.08298638418564522,0.08600184997577412,2025-07-23
3,2175,Money Blitz,500,1474.0,716.0,0.000438023364508851,0.48575305291723203,0.21181286630240873,0.21025121496424848,2025-07-23
4,2175,Money Blitz,300,2799.0,1375.0,0.0008411761539101538,0.49124687388352983,0.23462514074305146,0.23552932309484306,2025-07-23
5,2175,Money Blitz,200,13889.0,6778.0,0.00414653961542038,0.4880120959032328,0.7484401882820949,0.7463771307756684,2025-07-23
6,2175,Money Blitz,150,22326.0,10884.0,0.006658444552114992,0.4875033593120129,0.8688961822970164,0.865597791774949,2025-07-23
7,2175,Money Blitz,100,111386.0,54283.0,0.03320841102742173,0.4873413175803063,2.667682940520138,2.6566728821937384,2025-07-23
8,2175,Money Blitz,50,181006.0,88417.0,0.05409037963656296,0.4884755201485034,1.6256529714184953,1.622711389096889,2025-07-23
9,2175,Money Blitz,40,222767.0,108882.0,0.0666101396291239,0.4887707784366625,1.3338115328920366,1.332202792582478,2025-07-23
10,2175,Money Blitz,20,459495.0,225434.0,0.13791251278587754,0.4906125202668147,0.0,0.0,2025-07-23
11,2175,Money Blitz,0,2325016.39,1137772.76,0.6960489558403931,0.48936117822378017,-13.920974269730298,-13.92097911680786,2025-07-23
12,2175,Money Blitz,Total,3340307.39,1634616.76,1.0000004649410015,0.48936117822378017,,,2025-07-23
0,2182,Big Wins!,150000,3.0,1.0,7.329374005495565e-07,0.3333333333333333,0.07629683510178338,0.10993694539543072,2025-07-23
1,2182,Big Wins!,500,882.0,183.0,0.00013412754430056883,0.20748299319727892,0.07402565693764815,0.06639313442878157,2025-07-23
2,2182,Big Wins!,100,36848.0,7445.0,0.005456718947091448,0.2020462440295267,0.5935345602273382,0.5183882999736875,2025-07-23
3,2182,Big Wins!,50,36881.0,7894.0,0.0057858078399381984,0.21403974946449392,0.28139973753013825,0.26036135279721895,2025-07-23
4,2182,Big Wins!,25,73638.0,17889.0,0.013111517158431016,0.24293163855618025,0.2497126056746391,0.2622303431686203,2025-07-23
5,2182,Big Wins!,20,73779.0,15227.0,0.011160437798168096,0.2063866411851611,0.187643061334527,0.16740656697252143,2025-07-23
6,2182,Big Wins!,15,294834.0,69788.0,0.05115023530955245,0.2367026869356994,0.4999033541206751,0.5115023530955245,2025-07-23
7,2182,Big Wins!,10,589668.0,137553.0,0.10081773825779314,0.23327194285597996,0.4999033541206751,0.5040886912889657,2025-07-23
8,2182,Big Wins!,0,4791287.89,1108393.4,0.8123829773822847,0.23133517030219614,-4.061914309015873,-4.061914886911423,2025-07-23
9,2182,Big Wins!,Total,5897820.89,1364373.4,1.00000029317496,0.23133517030219614,,,2025-07-23
0,2184,"$100,000 Jumbo Cash",100000,3.0,1.0,6.422166235204131e-07,0.3333333333333333,0.06268982906972419,0.06421845126892371,2025-07-23
1,2184,"$100,000 Jumbo Cash",2000,10.0,3.0,1.9266498705612395e-06,0.3,0.00416908208724102,0.003843666491769673,2025-07-23
2,2184,"$100,000 Jumbo Cash",500,700.0,219.0,0.0001406454405509705,0.31285714285714283,0.07241037309418615,0.0696194930727304,2025-07-23
3,2184,"$100,000 Jumbo Cash",100,19880.0,6269.0,0.00402605601284947,0.3153420523138833,0.39467310425881663,0.38247532122069966,2025-07-23
4,2184,"$100,000 Jumbo Cash",50,29977.0,9572.0,0.006147297520337395,0.3193114721286319,0.28190204600576857,0.2766283884151828,2025-07-23
5,2184,"$100,000 Jumbo Cash",40,29953.0,9454.0,0.006071515958761986,0.31562781691316394,0.21908160659496542,0.2125030585566695,2025-07-23
6,2184,"$100,000 Jumbo Cash",20,179353.0,57444.0,0.03689149172150662,0.32028457845700936,0.5622085560849164,0.5533723758225992,2025-07-23
7,2184,"$100,000 Jumbo Cash",15,89905.0,28631.0,0.01838730414801295,0.31845837272676714,0.1878803634352902,0.1838730414801295,2025-07-23
8,2184,"$100,000 Jumbo Cash",10,358959.0,116295.0,0.07468658223230645,0.3239785045088715,0.3750700593869548,0.37343291116153227,2025-07-23
9,2184,"$100,000 Jumbo Cash",5,478661.0,158491.0,0.1017855548783738,0.33111325134071923,0.0,0.0,2025-07-23
