,gameNumber,gameName,prizeamount,Winning Tickets At Start,Winning Tickets Unclaimed,dateexported
6,625,50 Years!,200,123250,11623, 06/27/2024
7,625,50 Years!,100,302625,28912, 06/27/2024
8,625,50 Years!,75,169158,16571, 06/27/2024
9,625,50 Years!,50,739528,72430, 06/27/2024
0,624,In the Money,100000,8,1, 06/27/2024
1,624,In the Money,20000,11,2, 06/27/2024
2,624,In the Money,10000,30,0, 06/27/2024
3,624,In the Money,1000,48,2, 06/27/2024
4,624,In the Money,500,1079,40, 06/27/2024
5,624,In the Money,200,2222,112, 06/27/2024
6,624,In the Money,100,10453,467, 06/27/2024
7,624,In the Money,50,198665,8689, 06/27/2024
8,624,In the Money,20,130533,6254, 06/27/2024
9,624,In the Money,15,197001,10810, 06/27/2024
10,624,In the Money,10,305664,17408, 06/27/2024
0,623,Lucky Riches,50000,8,0, 06/27/2024
1,623,Lucky Riches,5000,14,3, 06/27/2024
2,623,Lucky Riches,1000,24,4, 06/27/2024
3,623,Lucky Riches,500,1054,149, 06/27/2024
4,623,Lucky Riches,250,2196,297, 06/27/2024
5,623,Lucky Riches,100,4818,636, 06/27/2024
6,623,Lucky Riches,50,74638,9878, 06/27/2024
7,623,Lucky Riches,25,80111,10912, 06/27/2024
8,623,Lucky Riches,15,166472,22752, 06/27/2024
9,623,Lucky Riches,10,303794,43529, 06/27/2024
10,623,Lucky Riches,5,480711,72338, 06/27/2024
0,622,Bonus Crossword,30000,8,3, 06/27/2024
1,622,Bonus Crossword,5000,20,4, 06/27/2024
2,622,Bonus Crossword,1000,30,6, 06/27/2024
3,622,Bonus Crossword,100,9327,2483, 06/27/2024
4,622,Bonus Crossword,25,54752,14689, 06/27/2024
5,622,Bonus Crossword,10,135601,36614, 06/27/2024
6,622,Bonus Crossword,5,280953,77792, 06/27/2024
7,622,Bonus Crossword,3,409317,123010, 06/27/2024
0,621,Instant Lottery,10000,6,4, 06/27/2024
1,621,Instant Lottery,200,160,67, 06/27/2024
2,621,Instant Lottery,100,1221,545, 06/27/2024
3,621,Instant Lottery,50,15821,7012, 06/27/2024
4,621,Instant Lottery,20,31658,14010, 06/27/2024
5,621,Instant Lottery,10,31658,14581, 06/27/2024
6,621,Instant Lottery,5,126632,57260, 06/27/2024
7,621,Instant Lottery,3,284922,130640, 06/27/2024
8,621,Instant Lottery,2,316580,146131, 06/27/2024
0,617,Gold X5,1000,34,3, 06/27/2024
1,617,Gold X5,500,106,6, 06/27/2024
2,617,Gold X5,200,141,13, 06/27/2024
3,617,Gold X5,100,248,20, 06/27/2024
4,617,Gold X5,50,1610,123, 06/27/2024
5,617,Gold X5,20,10415,764, 06/27/2024
6,617,Gold X5,10,41702,3530, 06/27/2024
7,617,Gold X5,5,125148,13530, 06/27/2024
8,617,Gold X5,2,333627,38660, 06/27/2024
9,617,Gold X5,1,396147,52187, 06/27/2024
0,613,"$50,000 Cash",50000,160,72, 06/27/2024
1,613,"$50,000 Cash",5000,174,82, 06/27/2024
2,613,"$50,000 Cash",500,6218,2761, 06/27/2024
3,613,"$50,000 Cash",100,92475,40937, 06/27/2024
4,613,"$50,000 Cash",50,282244,125165, 06/27/2024
5,613,"$50,000 Cash",30,299600,133534, 06/27/2024
6,613,"$50,000 Cash",20,460893,205627, 06/27/2024
0,615,Cash Money,50000,8,1, 06/27/2024
1,615,Cash Money,5000,14,5, 06/27/2024
2,615,Cash Money,1000,24,4, 06/27/2024
3,615,Cash Money,500,1472,238, 06/27/2024
4,615,Cash Money,100,7267,1148, 06/27/2024
5,615,Cash Money,50,76384,12282, 06/27/2024
6,615,Cash Money,20,106880,18101, 06/27/2024
7,615,Cash Money,15,171066,28327, 06/27/2024
8,615,Cash Money,10,305635,51911, 06/27/2024
9,615,Cash Money,5,436344,79072, 06/27/2024
0,614,Match 2 Win,1000,32,10, 06/27/2024
1,614,Match 2 Win,500,104,40, 06/27/2024
2,614,Match 2 Win,100,234,88, 06/27/2024
3,614,Match 2 Win,50,1565,647, 06/27/2024
4,614,Match 2 Win,20,10182,4107, 06/27/2024
5,614,Match 2 Win,10,41036,16987, 06/27/2024
6,614,Match 2 Win,5,123479,52112, 06/27/2024
7,614,Match 2 Win,2,327361,143125, 06/27/2024
8,614,Match 2 Win,1,385503,175367, 06/27/2024
0,612,Lucky Times 10,100000,8,1, 06/27/2024
1,612,Lucky Times 10,50000,9,1, 06/27/2024
2,612,Lucky Times 10,10000,30,2, 06/27/2024
3,612,Lucky Times 10,1000,45,8, 06/27/2024
4,612,Lucky Times 10,500,1157,128, 06/27/2024
5,612,Lucky Times 10,200,2352,252, 06/27/2024
6,612,Lucky Times 10,100,9262,970, 06/27/2024
7,612,Lucky Times 10,50,185674,19194, 06/27/2024
8,612,Lucky Times 10,20,127140,14118, 06/27/2024
9,612,Lucky Times 10,15,162057,18053, 06/27/2024
10,612,Lucky Times 10,10,307282,35012, 06/27/2024
0,609,THE GAME OF LIFE™,1000000,5,3, 06/27/2024
1,609,THE GAME OF LIFE™,50000,6,5, 06/27/2024
2,609,THE GAME OF LIFE™,10000,10,6, 06/27/2024
3,609,THE GAME OF LIFE™,5000,28,22, 06/27/2024
4,609,THE GAME OF LIFE™,1000,336,232, 06/27/2024
5,609,THE GAME OF LIFE™,500,2274,1528, 06/27/2024
6,609,THE GAME OF LIFE™,200,2275,1541, 06/27/2024
7,609,THE GAME OF LIFE™,100,136336,92563, 06/27/2024
8,609,THE GAME OF LIFE™,50,374898,254749, 06/27/2024
9,609,THE GAME OF LIFE™,25,204556,139191, 06/27/2024
10,609,THE GAME OF LIFE™,20,409008,278445, 06/27/2024
0,603,Cash is King,2000000,5,1, 06/27/2024
1,603,Cash is King,50000,6,2, 06/27/2024
2,603,Cash is King,10000,10,3, 06/27/2024
3,603,Cash is King,5000,10,2, 06/27/2024
4,603,Cash is King,1000,2175,505, 06/27/2024
5,603,Cash is King,500,11856,2598, 06/27/2024
6,603,Cash is King,200,63335,14025, 06/27/2024
7,603,Cash is King,100,141816,31241, 06/27/2024
8,603,Cash is King,50,283632,63045, 06/27/2024
9,603,Cash is King,40,283632,63368, 06/27/2024
10,603,Cash is King,30,425448,95519, 06/27/2024
0,585,"Show Me $100,000!",100000,7,1, 06/27/2024
1,585,"Show Me $100,000!",50000,5,1, 06/27/2024
2,585,"Show Me $100,000!",10000,15,1, 06/27/2024
3,585,"Show Me $100,000!",1000,20,4, 06/27/2024
4,585,"Show Me $100,000!",500,961,111, 06/27/2024
5,585,"Show Me $100,000!",200,1018,132, 06/27/2024
6,585,"Show Me $100,000!",100,10457,1233, 06/27/2024
7,585,"Show Me $100,000!",50,126826,16043, 06/27/2024
8,585,"Show Me $100,000!",20,636938,82030, 06/27/2024
0,574,"$2,000,000 Gold Rush",2000000,5,0, 06/27/2024
1,574,"$2,000,000 Gold Rush",50000,8,0, 06/27/2024
2,574,"$2,000,000 Gold Rush",5000,9,2, 06/27/2024
3,574,"$2,000,000 Gold Rush",500,15680,1663, 06/27/2024
4,574,"$2,000,000 Gold Rush",200,62046,6493, 06/27/2024
5,574,"$2,000,000 Gold Rush",100,161495,17025, 06/27/2024
6,574,"$2,000,000 Gold Rush",50,208462,22739, 06/27/2024
7,574,"$2,000,000 Gold Rush",40,296382,32660, 06/27/2024
8,574,"$2,000,000 Gold Rush",30,469706,51846, 06/27/2024
0,499,Bonus Bingo X20,500000,8,1, 06/27/2024
1,499,Bonus Bingo X20,50000,7,0, 06/27/2024
2,499,Bonus Bingo X20,10000,140,19, 06/27/2024
3,499,Bonus Bingo X20,5000,171,28, 06/27/2024
4,499,Bonus Bingo X20,1000,510,78, 06/27/2024
5,499,Bonus Bingo X20,500,7067,960, 06/27/2024
6,499,Bonus Bingo X20,200,12750,1714, 06/27/2024
7,499,Bonus Bingo X20,100,63668,8391, 06/27/2024
8,499,Bonus Bingo X20,75,51784,6940, 06/27/2024
9,499,Bonus Bingo X20,50,179341,24262, 06/27/2024
10,499,Bonus Bingo X20,30,124798,16872, 06/27/2024
11,499,Bonus Bingo X20,25,262221,35638, 06/27/2024
12,499,Bonus Bingo X20,20,444682,60491, 06/27/2024
0,446,"$500,000 Crossword",500000,8,2, 06/27/2024
1,446,"$500,000 Crossword",50000,10,0, 06/27/2024
2,446,"$500,000 Crossword",10000,30,2, 06/27/2024
3,446,"$500,000 Crossword",1000,931,54, 06/27/2024
4,446,"$500,000 Crossword",500,6905,272, 06/27/2024
5,446,"$500,000 Crossword",200,26241,1090, 06/27/2024
6,446,"$500,000 Crossword",100,47112,1928, 06/27/2024
7,446,"$500,000 Crossword",50,330549,13267, 06/27/2024
8,446,"$500,000 Crossword",20,781066,36601, 06/27/2024
