Description,prizeamount,TierLevel,Odds,PrizesWon,Winning Tickets Unclaimed,Winning Tickets At Start,gameNumber,gameName,dateexported
50.00,50.0,1,0.0009500600281171501,556,68,624,1625,Who Likes Money,2026-04-22
100.00,100.0,1,0.0007597400108352304,455,44,499,1625,Who Likes Money,2026-04-22
200.00,200.0,1,7.612999979755841e-05,46,4,50,1625,Who Likes Money,2026-04-22
400.00,400.0,1,1.218999977936619e-05,8,0,8,1625,Who Likes Money,2026-04-22
10000.00,10000.0,1,3.0500000320898835e-06,2,0,2,1625,Who Likes Money,2026-04-22
5.00,5.0,1,0.1561076045036316,61589,43448,105037,1626,Wings of Fortune,2026-04-22
10.00,10.0,1,0.051931340247392654,21000,13942,34942,1626,Wings of Fortune,2026-04-22
15.00,15.0,1,0.019955400377511978,8199,5228,13427,1626,Wings of Fortune,2026-04-22
25.00,25.0,1,0.024015749339014292,10130,6029,16159,1626,Wings of Fortune,2026-04-22
50.00,50.0,1,0.005375629989430308,2258,1359,3617,1626,Wings of Fortune,2026-04-22
100.00,100.0,1,0.00551087997155264,2322,1386,3708,1626,Wings of Fortune,2026-04-22
200.00,200.0,1,0.0006658299826085567,281,167,448,1626,Wings of Fortune,2026-04-22
500.00,500.0,1,9.214999954565428e-05,34,28,62,1626,Wings of Fortune,2026-04-22
50000.00,50000.0,1,2.969999968627235e-06,2,0,2,1626,Wings of Fortune,2026-04-22
5.00,5.0,1,0.1099771112203598,77619,35256,112875,1627,Starry Crossword,2026-04-22
10.00,10.0,1,0.09500560909509659,69593,27916,97509,1627,Starry Crossword,2026-04-22
15.00,15.0,1,0.030074529349803925,22210,8657,30867,1627,Starry Crossword,2026-04-22
20.00,20.0,1,0.024991460144519806,18781,6869,25650,1627,Starry Crossword,2026-04-22
25.00,25.0,1,0.009977109730243683,7424,2816,10240,1627,Starry Crossword,2026-04-22
30.00,30.0,1,0.010583120165392756,8048,2814,10862,1627,Starry Crossword,2026-04-22
45.00,45.0,1,0.001508260000264272,1166,382,1548,1627,Starry Crossword,2026-04-22
100.00,100.0,1,0.0009080700110644102,728,204,932,1627,Starry Crossword,2026-04-22
200.00,200.0,1,0.00020071999460924417,165,41,206,1627,Starry Crossword,2026-04-22
300.00,300.0,1,9.937999857356772e-05,82,20,102,1627,Starry Crossword,2026-04-22
1000.00,1000.0,1,7.800000275892671e-06,5,3,8,1627,Starry Crossword,2026-04-22
50000.00,50000.0,1,1.939999947353499e-06,1,1,2,1627,Starry Crossword,2026-04-22
1.00,1.0,1,0.10498937219381332,109555,28716,138271,1628,Pug Life,2026-04-22
2.00,2.0,1,0.07625285163521767,81257,19168,100425,1628,Pug Life,2026-04-22
3.00,3.0,1,0.01998784951865673,21926,4398,26324,1628,Pug Life,2026-04-22
4.00,4.0,1,0.018770689144730568,20525,4196,24721,1628,Pug Life,2026-04-22
5.00,5.0,1,0.006239939946681261,6982,1236,8218,1628,Pug Life,2026-04-22
6.00,6.0,1,0.007495060097426176,8367,1504,9871,1628,Pug Life,2026-04-22
10.00,10.0,1,0.003747160080820322,4286,649,4935,1628,Pug Life,2026-04-22
15.00,15.0,1,0.0025056900922209024,2914,386,3300,1628,Pug Life,2026-04-22
30.00,30.0,1,0.00034775999665725976,411,47,458,1628,Pug Life,2026-04-22
50.00,50.0,1,0.00012148999667260796,147,13,160,1628,Pug Life,2026-04-22
100.00,100.0,1,0.0002467800077283755,304,21,325,1628,Pug Life,2026-04-22
200.00,200.0,1,0.0001541399979032576,185,18,203,1628,Pug Life,2026-04-22
1000.00,1000.0,1,4.55999997939216e-06,6,0,6,1628,Pug Life,2026-04-22
2.00,2.0,1,0.12752851843833923,68565,15285,83850,1629,Level Up!,2026-04-22
4.00,4.0,1,0.04498098976910114,24109,5466,29575,1629,Level Up!,2026-04-22
5.00,5.0,1,0.03501901030540466,19504,3521,23025,1629,Level Up!,2026-04-22
6.00,6.0,1,0.0224334504455328,12538,2212,14750,1629,Level Up!,2026-04-22
10.00,10.0,1,0.010038039647042751,5643,957,6600,1629,Level Up!,2026-04-22
20.00,20.0,1,0.01000000978820026,5745,830,6575,1629,Level Up!,2026-04-22
40.00,40.0,1,0.003745999973034486,2183,280,2463,1629,Level Up!,2026-04-22
100.00,100.0,1,0.0003148299947497435,191,16,207,1629,Level Up!,2026-04-22
200.00,200.0,1,1.5200000007098424e-05,9,1,10,1629,Level Up!,2026-04-22
10000.00,10000.0,1,3.0399999104702147e-06,1,1,2,1629,Level Up!,2026-04-22
10.00,10.0,1,0.15512707829475403,38115,18646,56761,1630,Jackpot Spin,2026-04-22
15.00,15.0,1,0.05001913011074066,12400,5902,18302,1630,Jackpot Spin,2026-04-22
20.00,20.0,1,0.014924840070307255,3692,1769,5461,1630,Jackpot Spin,2026-04-22
25.00,25.0,1,0.03502322919666767,8752,4063,12815,1630,Jackpot Spin,2026-04-22
30.00,30.0,1,0.011156050022691488,2803,1279,4082,1630,Jackpot Spin,2026-04-22
50.00,50.0,1,0.014309910242445767,3623,1613,5236,1630,Jackpot Spin,2026-04-22
75.00,75.0,1,0.005277400021441281,1307,624,1931,1630,Jackpot Spin,2026-04-22
100.00,100.0,1,0.002467889979016036,626,277,903,1630,Jackpot Spin,2026-04-22
150.00,150.0,1,0.0017190499929711223,421,208,629,1630,Jackpot Spin,2026-04-22
250.00,250.0,1,0.0034627000568434596,858,409,1267,1630,Jackpot Spin,2026-04-22
500.00,500.0,1,0.00022957999863137957,63,21,84,1630,Jackpot Spin,2026-04-22
1000.00,1000.0,1,3.278999975009356e-05,8,4,12,1630,Jackpot Spin,2026-04-22
100000.00,100000.0,1,5.469999905471923e-06,0,2,2,1630,Jackpot Spin,2026-04-22
2.00,2.0,1,0.12999233603477478,118707,135909,254616,1631,Strike It Rich! Bingo,2026-04-22
3.00,3.0,1,0.040028590708971024,36758,41646,78404,1631,Strike It Rich! Bingo,2026-04-22
4.00,4.0,1,0.05250217020511627,49161,53675,102836,1631,Strike It Rich! Bingo,2026-04-22
5.00,5.0,1,0.015022209845483303,14121,15303,29424,1631,Strike It Rich! Bingo,2026-04-22
6.00,6.0,1,0.017513660714030266,16605,17699,34304,1631,Strike It Rich! Bingo,2026-04-22
10.00,10.0,1,0.02502476004883647,24407,24609,49016,1631,Strike It Rich! Bingo,2026-04-22
20.00,20.0,1,0.004977790173143148,4715,5035,9750,1631,Strike It Rich! Bingo,2026-04-22
30.00,30.0,1,0.0020314500434324145,2081,1898,3979,1631,Strike It Rich! Bingo,2026-04-22
40.00,40.0,1,0.0007280299905687571,772,654,1426,1631,Strike It Rich! Bingo,2026-04-22
50.00,50.0,1,0.0004186400037724525,418,402,820,1631,Strike It Rich! Bingo,2026-04-22
100.00,100.0,1,4.6960001782281324e-05,47,45,92,1631,Strike It Rich! Bingo,2026-04-22
150.00,150.0,1,1.5830000847927295e-05,17,14,31,1631,Strike It Rich! Bingo,2026-04-22
500.00,500.0,1,1.0210000255028717e-05,13,7,20,1631,Strike It Rich! Bingo,2026-04-22
1000.00,1000.0,1,3.059999926335877e-06,3,3,6,1631,Strike It Rich! Bingo,2026-04-22
10000.00,10000.0,1,2.0400000266818097e-06,2,2,4,1631,Strike It Rich! Bingo,2026-04-22
10.00,10.0,1,0.170009583234787,32315,29713,62028,1632,Mega Slots,2026-04-22
20.00,20.0,1,0.06492531020194292,12521,11167,23688,1632,Mega Slots,2026-04-22
25.00,25.0,1,0.030028780922293663,5669,5287,10956,1632,Mega Slots,2026-04-22
50.00,50.0,1,0.009483360103331506,1837,1623,3460,1632,Mega Slots,2026-04-22
75.00,75.0,1,0.006451969966292381,1272,1082,2354,1632,Mega Slots,2026-04-22
100.00,100.0,1,0.006161430006613955,1195,1053,2248,1632,Mega Slots,2026-04-22
300.00,300.0,1,0.002631219980685273,545,415,960,1632,Mega Slots,2026-04-22
500.00,500.0,1,0.000419360005253111,96,57,153,1632,Mega Slots,2026-04-22
2500.00,2500.0,1,3.2890000511542894e-05,6,6,12,1632,Mega Slots,2026-04-22
100000.00,100000.0,1,5.479999799717916e-06,1,1,2,1632,Mega Slots,2026-04-22
3.00,3.0,1,0.14492520689964294,93571,16862,110433,1633,Dragonfly Bingo,2026-04-22
5.00,5.0,1,0.019998690113425255,13052,2187,15239,1633,Dragonfly Bingo,2026-04-22
6.00,6.0,1,0.030022310093045235,19848,3029,22877,1633,Dragonfly Bingo,2026-04-22
8.00,8.0,1,0.025009190663695335,16204,2853,19057,1633,Dragonfly Bingo,2026-04-22
10.00,10.0,1,0.009979000315070152,6625,979,7604,1633,Dragonfly Bingo,2026-04-22
18.00,18.0,1,0.010021000169217587,6926,710,7636,1633,Dragonfly Bingo,2026-04-22
20.00,20.0,1,0.014988190494477749,10015,1406,11421,1633,Dragonfly Bingo,2026-04-22
25.00,25.0,1,0.00501180998980999,3428,391,3819,1633,Dragonfly Bingo,2026-04-22
38.00,38.0,1,0.001864830031991005,1313,108,1421,1633,Dragonfly Bingo,2026-04-22
40.00,40.0,1,0.0007900299970060587,539,63,602,1633,Dragonfly Bingo,2026-04-22
50.00,50.0,1,0.00122178002493456,841,90,931,1633,Dragonfly Bingo,2026-04-22
75.00,75.0,1,0.00026771999546326697,192,12,204,1633,Dragonfly Bingo,2026-04-22
100.00,100.0,1,0.000591860014537815,416,35,451,1633,Dragonfly Bingo,2026-04-22
500.00,500.0,1,2.6240000806865282e-05,20,0,20,1633,Dragonfly Bingo,2026-04-22
1000.00,1000.0,1,5.2400000640773214e-06,2,2,4,1633,Dragonfly Bingo,2026-04-22
25000.00,25000.0,1,2.6200000320386607e-06,1,1,2,1633,Dragonfly Bingo,2026-04-22
5.00,5.0,1,0.15204812586307526,86643,15731,102374,1634,State Parks Adventures,2026-04-22
10.00,10.0,1,0.0599376205354929,35047,5309,40356,1634,State Parks Adventures,2026-04-22
15.00,15.0,1,0.02801722940057516,16723,2141,18864,1634,State Parks Adventures,2026-04-22
25.00,25.0,1,0.016004749573767185,9740,1036,10776,1634,State Parks Adventures,2026-04-22
50.00,50.0,1,0.006630029994994402,4100,364,4464,1634,State Parks Adventures,2026-04-22
100.00,100.0,1,0.005473049997817725,3428,257,3685,1634,State Parks Adventures,2026-04-22
200.00,200.0,1,0.00042625999776646495,261,26,287,1634,State Parks Adventures,2026-04-22
500.00,500.0,1,4.603999877872411e-05,30,1,31,1634,State Parks Adventures,2026-04-22
50000.00,50000.0,1,2.969999968627235e-06,2,0,2,1634,State Parks Adventures,2026-04-22
1.00,1.0,1,0.09998565912246704,150892,79275,230167,1635,Pocket Change,2026-04-22
2.00,2.0,1,0.0637962594628334,100087,46772,146859,1635,Pocket Change,2026-04-22
3.00,3.0,1,0.014937450177967548,23856,10530,34386,1635,Pocket Change,2026-04-22
5.00,5.0,1,0.013757170177996159,22613,9056,31669,1635,Pocket Change,2026-04-22
10.00,10.0,1,0.008731970097869635,15223,4878,20101,1635,Pocket Change,2026-04-22
20.00,20.0,1,0.002514770021662116,4553,1236,5789,1635,Pocket Change,2026-04-22
30.00,30.0,1,0.002060389961116016,3838,905,4743,1635,Pocket Change,2026-04-22
50.00,50.0,1,0.0011133799562230706,2060,503,2563,1635,Pocket Change,2026-04-22
100.00,100.0,1,0.00013467000098899007,250,60,310,1635,Pocket Change,2026-04-22
200.00,200.0,1,6.520000169984996e-06,12,3,15,1635,Pocket Change,2026-04-22
1000.00,1000.0,1,3.910000032192329e-06,8,1,9,1635,Pocket Change,2026-04-22
5.00,5.0,1,0.1650037169456482,62915,48380,111295,1636,Gold Rush,2026-04-22
10.00,10.0,1,0.0549963004887104,21750,15345,37095,1636,Gold Rush,2026-04-22
20.00,20.0,1,0.019985170103609562,8078,5402,13480,1636,Gold Rush,2026-04-22
25.00,25.0,1,0.015025940258055925,6094,4041,10135,1636,Gold Rush,2026-04-22
50.00,50.0,1,0.0059747902560047805,2501,1529,4030,1636,Gold Rush,2026-04-22
75.00,75.0,1,0.0030541200540028512,1271,789,2060,1636,Gold Rush,2026-04-22
100.00,100.0,1,0.0021645600209012628,922,538,1460,1636,Gold Rush,2026-04-22
150.00,150.0,1,0.0015077900170581415,628,389,1017,1636,Gold Rush,2026-04-22
250.00,250.0,1,0.00015270999301719712,64,39,103,1636,Gold Rush,2026-04-22
500.00,500.0,1,3.854999977193074e-05,14,12,26,1636,Gold Rush,2026-04-22
1000.00,1000.0,1,5.9300000430084765e-06,3,1,4,1636,Gold Rush,2026-04-22
50000.00,50000.0,1,2.969999968627235e-06,1,1,2,1636,Gold Rush,2026-04-22
2.00,2.0,1,0.12993307411670685,70828,14590,85418,1637,Beat The Heat,2026-04-22
3.00,3.0,1,0.05251748859882355,28990,5535,34525,1637,Beat The Heat,2026-04-22
4.00,4.0,1,0.032532699406147,17953,3434,21387,1637,Beat The Heat,2026-04-22
5.00,5.0,1,0.022544870153069496,12706,2115,14821,1637,Beat The Heat,2026-04-22
10.00,10.0,1,0.014974139630794525,8538,1306,9844,1637,Beat The Heat,2026-04-22
20.00,20.0,1,0.010000000009313226,5746,828,6574,1637,Beat The Heat,2026-04-22
40.00,40.0,1,0.002344080014154315,1371,170,1541,1637,Beat The Heat,2026-04-22
50.00,50.0,1,0.0018907800549641252,1125,118,1243,1637,Beat The Heat,2026-04-22
100.00,100.0,1,0.0002297000064572785,137,14,151,1637,Beat The Heat,2026-04-22
500.00,500.0,1,1.5210000128718093e-05,10,0,10,1637,Beat The Heat,2026-04-22
10000.00,10000.0,1,3.0399999104702147e-06,1,1,2,1637,Beat The Heat,2026-04-22
5.00,5.0,1,0.14802514016628265,28808,70095,98903,1638,Ka Pow!,2026-04-22
10.00,10.0,1,0.06002994067966938,12101,28008,40109,1638,Ka Pow!,2026-04-22
15.00,15.0,1,0.02396468911319971,4942,11070,16012,1638,Ka Pow!,2026-04-22
25.00,25.0,1,0.01998504064977169,4105,9248,13353,1638,Ka Pow!,2026-04-22
50.00,50.0,1,0.005991179990814999,1257,2746,4003,1638,Ka Pow!,2026-04-22
100.00,100.0,1,0.004198160124360584,907,1898,2805,1638,Ka Pow!,2026-04-22
150.00,150.0,1,0.0012332500627962872,266,558,824,1638,Ka Pow!,2026-04-22
200.00,200.0,1,0.0003412300029594917,74,154,228,1638,Ka Pow!,2026-04-22
500.00,500.0,1,4.639000144379679e-05,10,21,31,1638,Ka Pow!,2026-04-22
50000.00,50000.0,1,2.989999984492897e-06,1,1,2,1638,Ka Pow!,2026-04-22
10.00,10.0,1,0.1499442607164383,63343,134381,197724,1639,Crossword Nectar,2026-04-22
20.00,20.0,1,0.0999984797090292,43220,88643,131863,1639,Crossword Nectar,2026-04-22
30.00,30.0,1,0.03758237976580858,16437,33121,49558,1639,Crossword Nectar,2026-04-22
50.00,50.0,1,0.00745610985904932,3266,6566,9832,1639,Crossword Nectar,2026-04-22
100.00,100.0,1,0.00667576992418617,2907,5896,8803,1639,Crossword Nectar,2026-04-22
200.00,200.0,1,0.0006840300047770143,303,599,902,1639,Crossword Nectar,2026-04-22
250.00,250.0,1,0.0002601200030767359,120,223,343,1639,Crossword Nectar,2026-04-22
500.00,500.0,1,0.00019109999630018137,81,171,252,1639,Crossword Nectar,2026-04-22
1000.00,1000.0,1,8.720999903744087e-05,34,81,115,1639,Crossword Nectar,2026-04-22
5000.00,5000.0,1,3.184999968652846e-05,12,30,42,1639,Crossword Nectar,2026-04-22
100000.00,100000.0,1,9.100000170292333e-06,4,8,12,1639,Crossword Nectar,2026-04-22
2.00,2.0,1,0.12997031211853027,89138,252281,341419,1640,Full Moon Crossword,2026-04-22
4.00,4.0,1,0.10755795985460281,77905,204639,282544,1640,Full Moon Crossword,2026-04-22
10.00,10.0,1,0.02501199021935463,18806,46898,65704,1640,Full Moon Crossword,2026-04-22
20.00,20.0,1,0.00998286996036768,7685,18539,26224,1640,Full Moon Crossword,2026-04-22
50.00,50.0,1,0.0012451900402083993,980,2291,3271,1640,Full Moon Crossword,2026-04-22
100.00,100.0,1,0.0002527699980419129,205,459,664,1640,Full Moon Crossword,2026-04-22
1000.00,1000.0,1,3.0500000320898835e-06,2,6,8,1640,Full Moon Crossword,2026-04-22
15000.00,15000.0,1,2.27999998969608e-06,2,4,6,1640,Full Moon Crossword,2026-04-22
2.00,2.0,1,0.14492182433605194,84152,62306,146458,1641,Sleigh Ride Riches,2026-04-22
4.00,4.0,1,0.05499505065381527,33468,22110,55578,1641,Sleigh Ride Riches,2026-04-22
5.00,5.0,1,0.03252127021551132,19927,12939,32866,1641,Sleigh Ride Riches,2026-04-22
10.00,10.0,1,0.010045520029962063,6535,3617,10152,1641,Sleigh Ride Riches,2026-04-22
15.00,15.0,1,0.00748862000182271,5030,2538,7568,1641,Sleigh Ride Riches,2026-04-22
20.00,20.0,1,0.00748862000182271,5118,2450,7568,1641,Sleigh Ride Riches,2026-04-22
30.00,30.0,1,0.0031377399573102593,2230,941,3171,1641,Sleigh Ride Riches,2026-04-22
50.00,50.0,1,0.0013041699421592057,947,371,1318,1641,Sleigh Ride Riches,2026-04-22
100.00,100.0,1,0.0005145500035723671,395,125,520,1641,Sleigh Ride Riches,2026-04-22
10000.00,10000.0,1,1.9799999790848233e-06,1,1,2,1641,Sleigh Ride Riches,2026-04-22
5.00,5.0,1,0.1247643232345581,50667,18284,68951,1642,Make It Merry,2026-04-22
10.00,10.0,1,0.09047136828303337,35089,14910,49999,1642,Make It Merry,2026-04-22
15.00,15.0,1,0.02000000001862645,8641,2412,11053,1642,Make It Merry,2026-04-22
25.00,25.0,1,0.014864739496260881,6392,1823,8215,1642,Make It Merry,2026-04-22
30.00,30.0,1,0.007257760153152049,3090,921,4011,1642,Make It Merry,2026-04-22
50.00,50.0,1,0.005603909914498217,2512,585,3097,1642,Make It Merry,2026-04-22
100.00,100.0,1,0.003895780013408512,1697,456,2153,1642,Make It Merry,2026-04-22
250.00,250.0,1,0.00019361000340722967,87,20,107,1642,Make It Merry,2026-04-22
500.00,500.0,1,3.25700002576923e-05,13,5,18,1642,Make It Merry,2026-04-22
50000.00,50000.0,1,3.6199999158270657e-06,1,1,2,1642,Make It Merry,2026-04-22
10.00,10.0,1,0.15499454736709595,31467,11172,42639,1643,Deck the Halls,2026-04-22
20.00,20.0,1,0.07996727898716927,16632,5367,21999,1643,Deck the Halls,2026-04-22
25.00,25.0,1,0.03002181090414524,6229,2030,8259,1643,Deck the Halls,2026-04-22
50.00,50.0,1,0.01416212017647922,3006,890,3896,1643,Deck the Halls,2026-04-22
75.00,75.0,1,0.00745547009864822,1577,474,2051,1643,Deck the Halls,2026-04-22
100.00,100.0,1,0.006979279976803809,1501,419,1920,1643,Deck the Halls,2026-04-22
300.00,300.0,1,0.0011341300123604015,254,58,312,1643,Deck the Halls,2026-04-22
500.00,500.0,1,0.00037805000465596095,83,21,104,1643,Deck the Halls,2026-04-22
1000.00,1000.0,1,1.8180000097345328e-05,4,1,5,1643,Deck the Halls,2026-04-22
75000.00,75000.0,1,7.269999969139462e-06,0,2,2,1643,Deck the Halls,2026-04-22
20.00,20.0,1,0.15035927295684814,20308,6895,27203,1644,Season's Greetings,2026-04-22
25.00,25.0,1,0.07496131211519241,10210,3352,13562,1644,Season's Greetings,2026-04-22
40.00,40.0,1,0.0747733786702156,10345,3183,13528,1644,Season's Greetings,2026-04-22
50.00,50.0,1,0.014072509715333581,1917,629,2546,1644,Season's Greetings,2026-04-22
100.00,100.0,1,0.017095939605496824,2367,726,3093,1644,Season's Greetings,2026-04-22
200.00,200.0,1,0.005671030055964366,821,205,1026,1644,Season's Greetings,2026-04-22
400.00,400.0,1,0.001730049989419058,252,61,313,1644,Season's Greetings,2026-04-22
1000.00,1000.0,1,0.00022109000201453455,24,16,40,1644,Season's Greetings,2026-04-22
150000.00,150000.0,1,1.1049999557144474e-05,1,1,2,1644,Season's Greetings,2026-04-22
30.00,30.0,1,0.19992373883724213,21198,15504,36702,1645,Holiday Wishes,2026-04-22
50.00,50.0,1,0.10000000149011612,10633,7725,18358,1645,Holiday Wishes,2026-04-22
60.00,60.0,1,0.04233031952753663,4536,3235,7771,1645,Holiday Wishes,2026-04-22
100.00,100.0,1,0.01389040017966181,1489,1061,2550,1645,Holiday Wishes,2026-04-22
150.00,150.0,1,0.01899445033632219,2066,1421,3487,1645,Holiday Wishes,2026-04-22
300.00,300.0,1,0.0033554900001036003,363,253,616,1645,Holiday Wishes,2026-04-22
500.00,500.0,1,0.0016940900241024792,197,114,311,1645,Holiday Wishes,2026-04-22
1000.00,1000.0,1,6.536000000778586e-05,8,4,12,1645,Holiday Wishes,2026-04-22
2000.00,2000.0,1,5.447000148706138e-05,6,4,10,1645,Holiday Wishes,2026-04-22
200000.00,200000.0,1,1.0890000339713879e-05,1,1,2,1645,Holiday Wishes,2026-04-22
2.00,2.0,1,0.09252794086933136,36607,23823,60430,1646,Tropic Cash,2026-04-22
5.00,5.0,1,0.10003062337636948,41577,23753,65330,1646,Tropic Cash,2026-04-22
10.00,10.0,1,0.014974739868193865,6565,3215,9780,1646,Tropic Cash,2026-04-22
20.00,20.0,1,0.01000000024214387,4479,2052,6531,1646,Tropic Cash,2026-04-22
50.00,50.0,1,0.003152649907860905,1481,578,2059,1646,Tropic Cash,2026-04-22
100.00,100.0,1,0.00031695000507170334,149,58,207,1646,Tropic Cash,2026-04-22
200.00,200.0,1,1.5309999980672728e-05,7,3,10,1646,Tropic Cash,2026-04-22
10000.00,10000.0,1,3.059999926335877e-06,1,1,2,1646,Tropic Cash,2026-04-22
10.00,10.0,1,0.11003627628087997,46225,38701,84926,1649,High Roller,2026-04-22
15.00,15.0,1,0.03999999910593033,17031,13841,30872,1649,High Roller,2026-04-22
25.00,25.0,1,0.019963710568845272,8648,6760,15408,1649,High Roller,2026-04-22
50.00,50.0,1,0.010000009904615581,4490,3228,7718,1649,High Roller,2026-04-22
100.00,100.0,1,0.0050103599787689745,2242,1625,3867,1649,High Roller,2026-04-22
1000.00,1000.0,1,1.4249999821913661e-05,6,5,11,1649,High Roller,2026-04-22
5000.00,5000.0,1,1.036999958614615e-05,5,3,8,1649,High Roller,2026-04-22
40000.00,40000.0,1,2.58999989455333e-06,1,1,2,1649,High Roller,2026-04-22
10.00,10.0,1,0.08992502838373184,18339,15846,34185,1650,Cash Frenzy,2026-04-22
15.00,15.0,1,0.049980271607637405,10211,8789,19000,1650,Cash Frenzy,2026-04-22
20.00,20.0,1,0.07506509963423014,15623,12913,28536,1650,Cash Frenzy,2026-04-22
30.00,30.0,1,0.01749045983888209,3682,2967,6649,1650,Cash Frenzy,2026-04-22
50.00,50.0,1,0.021825600531883538,4563,3734,8297,1650,Cash Frenzy,2026-04-22
100.00,100.0,1,0.009967120131477714,2126,1663,3789,1650,Cash Frenzy,2026-04-22
200.00,200.0,1,0.00252793995605316,538,423,961,1650,Cash Frenzy,2026-04-22
500.00,500.0,1,0.0002709400014282437,59,44,103,1650,Cash Frenzy,2026-04-22
2000.00,2000.0,1,1.5779999557707924e-05,4,2,6,1650,Cash Frenzy,2026-04-22
100000.00,100000.0,1,5.259999852569308e-06,0,2,2,1650,Cash Frenzy,2026-04-22
3.00,3.0,1,0.05999863147735596,8224,123413,131637,1651,Crossword Detective,2026-04-22
5.00,5.0,1,0.03999999910593033,5846,81914,87760,1651,Crossword Detective,2026-04-22
6.00,6.0,1,0.04000137001276016,5726,82037,87763,1651,Crossword Detective,2026-04-22
8.00,8.0,1,0.019984500482678413,2912,40934,43846,1651,Crossword Detective,2026-04-22
10.00,10.0,1,0.02500957064330578,3750,51121,54871,1651,Crossword Detective,2026-04-22
15.00,15.0,1,0.020015500485897064,3074,40840,43914,1651,Crossword Detective,2026-04-22
20.00,20.0,1,0.009992250241339207,1519,20404,21923,1651,Crossword Detective,2026-04-22
25.00,25.0,1,0.004996810108423233,766,10197,10963,1651,Crossword Detective,2026-04-22
30.00,30.0,1,0.0027661799686029553,427,5642,6069,1651,Crossword Detective,2026-04-22
50.00,50.0,1,0.0014808599662501365,246,3003,3249,1651,Crossword Detective,2026-04-22
75.00,75.0,1,0.0006066499918233603,86,1245,1331,1651,Crossword Detective,2026-04-22
100.00,100.0,1,0.000372389993572142,61,756,817,1651,Crossword Detective,2026-04-22
1000.00,1000.0,1,4.55999997939216e-06,1,9,10,1651,Crossword Detective,2026-04-22
25000.00,25000.0,1,2.7300000056129647e-06,0,6,6,1651,Crossword Detective,2026-04-22
2.00,2.0,1,0.10001613199710846,36942,37460,74402,1653,Mega 5x Multiplier,2026-04-22
5.00,5.0,1,0.08499126136302948,32702,30523,63225,1653,Mega 5x Multiplier,2026-04-22
10.00,10.0,1,0.020037639886140823,7814,7092,14906,1653,Mega 5x Multiplier,2026-04-22
15.00,15.0,1,0.012461340054869652,4973,4297,9270,1653,Mega 5x Multiplier,2026-04-22
25.00,25.0,1,0.00250840000808239,1006,860,1866,1653,Mega 5x Multiplier,2026-04-22
50.00,50.0,1,0.0013792199606541544,588,438,1026,1653,Mega 5x Multiplier,2026-04-22
100.00,100.0,1,0.0007016999734332785,286,236,522,1653,Mega 5x Multiplier,2026-04-22
200.00,200.0,1,9.812999724090332e-05,43,30,73,1653,Mega 5x Multiplier,2026-04-22
10000.00,10000.0,1,2.6899999738816405e-06,1,1,2,1653,Mega 5x Multiplier,2026-04-22
5.00,5.0,1,0.07999859750270844,27045,30210,57255,1654,Mega 10X Multiplier,2026-04-22
10.00,10.0,1,0.09985468909144402,34719,36747,71466,1654,Mega 10X Multiplier,2026-04-22
20.00,20.0,1,0.030027940403670073,10796,10695,21491,1654,Mega 10X Multiplier,2026-04-22
25.00,25.0,1,0.015038430225104094,5344,5419,10763,1654,Mega 10X Multiplier,2026-04-22
40.00,40.0,1,0.009795999969355762,3554,3457,7011,1654,Mega 10X Multiplier,2026-04-22
50.00,50.0,1,0.004879140004049987,1780,1712,3492,1654,Mega 10X Multiplier,2026-04-22
100.00,100.0,1,0.002474500040989369,872,899,1771,1654,Mega 10X Multiplier,2026-04-22
200.00,200.0,1,0.0001285499974983395,44,48,92,1654,Mega 10X Multiplier,2026-04-22
500.00,500.0,1,2.792999885059544e-05,10,10,20,1654,Mega 10X Multiplier,2026-04-22
30000.00,30000.0,1,2.790000053209951e-06,1,1,2,1654,Mega 10X Multiplier,2026-04-22
10.00,10.0,1,0.09996204823255539,20317,21827,42144,1655,Mega 20X Multiplier,2026-04-22
20.00,20.0,1,0.0800047405064106,16700,17030,33730,1655,Mega 20X Multiplier,2026-04-22
25.00,25.0,1,0.050014231353998184,10346,10740,21086,1655,Mega 20X Multiplier,2026-04-22
30.00,30.0,1,0.014641850022599101,3121,3052,6173,1655,Mega 20X Multiplier,2026-04-22
50.00,50.0,1,0.017537950072437525,3744,3650,7394,1655,Mega 20X Multiplier,2026-04-22
100.00,100.0,1,0.009772300138138235,2078,2042,4120,1655,Mega 20X Multiplier,2026-04-22
200.00,200.0,1,0.002462059957906604,534,504,1038,1655,Mega 20X Multiplier,2026-04-22
500.00,500.0,1,0.00029412000003503636,63,61,124,1655,Mega 20X Multiplier,2026-04-22
2000.00,2000.0,1,1.4229999578674324e-05,1,5,6,1655,Mega 20X Multiplier,2026-04-22
60000.00,60000.0,1,4.7399998948094435e-06,0,2,2,1655,Mega 20X Multiplier,2026-04-22
20.00,20.0,1,0.0874798372387886,10701,16416,27117,1656,Mega 50X Multiplier,2026-04-22
30.00,30.0,1,0.02507581003010273,3102,4671,7773,1656,Mega 50X Multiplier,2026-04-22
40.00,40.0,1,0.0874443594366312,10884,16222,27106,1656,Mega 50X Multiplier,2026-04-22
50.00,50.0,1,0.0723433718085289,9056,13369,22425,1656,Mega 50X Multiplier,2026-04-22
100.00,100.0,1,0.024343500146642327,3032,4514,7546,1656,Mega 50X Multiplier,2026-04-22
