Description,prizeamount,TierLevel,Odds,PrizesWon,Winning Tickets Unclaimed,Winning Tickets At Start,gameNumber,gameName,dateexported
10.00,10.0,1,0.024967060424387455,22895,2499,25394,1585,Big City Bingo,2026-04-22
20.00,20.0,1,0.005018190015107393,4422,682,5104,1585,Big City Bingo,2026-04-22
30.00,30.0,1,0.0019948900444433093,1855,174,2029,1585,Big City Bingo,2026-04-22
40.00,40.0,1,0.00071083998773247,680,43,723,1585,Big City Bingo,2026-04-22
50.00,50.0,1,0.0004001500055892393,360,47,407,1585,Big City Bingo,2026-04-22
100.00,100.0,1,4.8179999794228934e-05,45,4,49,1585,Big City Bingo,2026-04-22
150.00,150.0,1,1.5730000086477958e-05,16,0,16,1585,Big City Bingo,2026-04-22
500.00,500.0,1,9.829999726207461e-06,10,0,10,1585,Big City Bingo,2026-04-22
1000.00,1000.0,1,2.9499999527615728e-06,3,0,3,1585,Big City Bingo,2026-04-22
10000.00,10000.0,1,1.97000008483883e-06,2,0,2,1585,Big City Bingo,2026-04-22
2.00,2.0,1,0.13002336025238037,174434,25932,200366,1592,Crossword Magic,2026-04-22
4.00,4.0,1,0.1074899435043335,151620,14022,165642,1592,Crossword Magic,2026-04-22
10.00,10.0,1,0.02496819943189621,35992,2484,38476,1592,Crossword Magic,2026-04-22
20.00,20.0,1,0.010016869753599167,14703,733,15436,1592,Crossword Magic,2026-04-22
50.00,50.0,1,0.001324460026808083,1964,77,2041,1592,Crossword Magic,2026-04-22
100.00,100.0,1,0.00022776999685447663,336,15,351,1592,Crossword Magic,2026-04-22
1000.00,1000.0,1,3.889999788952991e-06,6,0,6,1592,Crossword Magic,2026-04-22
15000.00,15000.0,1,1.950000068973168e-06,3,0,3,1592,Crossword Magic,2026-04-22
50.00,50.0,1,0.07799387723207474,23879,1104,24983,1593,Bunches Of $50 Or $100,2026-04-22
100.00,100.0,1,0.03315747156739235,10208,413,10621,1593,Bunches Of $50 Or $100,2026-04-22
1.00,1.0,1,0.12497206777334213,135241,25823,161064,1594,Lucky Llama,2026-04-22
2.00,2.0,1,0.05497128888964653,61199,9648,70847,1594,Lucky Llama,2026-04-22
4.00,4.0,1,0.03999999910593033,45538,6014,51552,1594,Lucky Llama,2026-04-22
5.00,5.0,1,0.009999999776482582,11528,1360,12888,1594,Lucky Llama,2026-04-22
10.00,10.0,1,0.006990230176597834,8119,890,9009,1594,Lucky Llama,2026-04-22
20.00,20.0,1,0.0020018600625917315,2381,199,2580,1594,Lucky Llama,2026-04-22
40.00,40.0,1,0.0009993799903895706,1198,90,1288,1594,Lucky Llama,2026-04-22
100.00,100.0,1,0.00016993000463116914,201,18,219,1594,Lucky Llama,2026-04-22
1500.00,1500.0,1,4.659999831346795e-06,4,2,6,1594,Lucky Llama,2026-04-22
2.00,2.0,1,0.1100086197257042,65671,10928,76599,1595,Black Ice,2026-04-22
4.00,4.0,1,0.09003733843564987,55296,7397,62693,1595,Black Ice,2026-04-22
5.00,5.0,1,0.03999999910593033,24712,3140,27852,1595,Black Ice,2026-04-22
10.00,10.0,1,0.01000000024214387,6310,653,6963,1595,Black Ice,2026-04-22
20.00,20.0,1,0.008000860223546624,5154,417,5571,1595,Black Ice,2026-04-22
30.00,30.0,1,0.0015697200142312795,996,97,1093,1595,Black Ice,2026-04-22
50.00,50.0,1,0.0009593599825166166,636,32,668,1595,Black Ice,2026-04-22
100.00,100.0,1,0.0007740900000499096,510,29,539,1595,Black Ice,2026-04-22
250.00,250.0,1,7.036999886622652e-05,47,2,49,1595,Black Ice,2026-04-22
500.00,500.0,1,1.1479999557195697e-05,7,1,8,1595,Black Ice,2026-04-22
10000.00,10000.0,1,2.8699998892989242e-06,2,0,2,1595,Black Ice,2026-04-22
2.00,2.0,1,0.10999999940395355,66075,10089,76164,1596,Living Large,2026-04-22
3.00,3.0,1,0.10003610700368881,60590,8675,69265,1596,Living Large,2026-04-22
5.00,5.0,1,0.03002454899251461,18687,2102,20789,1596,Living Large,2026-04-22
10.00,10.0,1,0.019999999552965164,12675,1173,13848,1596,Living Large,2026-04-22
20.00,20.0,1,0.007980940164998174,5117,409,5526,1596,Living Large,2026-04-22
30.00,30.0,1,0.0019526300020515919,1254,98,1352,1596,Living Large,2026-04-22
50.00,50.0,1,0.0019006400252692401,1242,74,1316,1596,Living Large,2026-04-22
100.00,100.0,1,0.0002989599961438216,196,11,207,1596,Living Large,2026-04-22
250.00,250.0,1,1.4449999980570283e-05,10,0,10,1596,Living Large,2026-04-22
10000.00,10000.0,1,4.330000137997558e-06,3,0,3,1596,Living Large,2026-04-22
5.00,5.0,1,0.14512215554714203,99943,8173,108116,1597,Lucky X10,2026-04-22
10.00,10.0,1,0.05002819001674652,35188,2083,37271,1597,Lucky X10,2026-04-22
15.00,15.0,1,0.030028189532458782,21419,952,22371,1597,Lucky X10,2026-04-22
20.00,20.0,1,0.009962419979274273,7118,304,7422,1597,Lucky X10,2026-04-22
25.00,25.0,1,0.014962409622967243,10748,399,11147,1597,Lucky X10,2026-04-22
50.00,50.0,1,0.00830202002543956,5950,235,6185,1597,Lucky X10,2026-04-22
100.00,100.0,1,0.004410739944432862,3164,122,3286,1597,Lucky X10,2026-04-22
250.00,250.0,1,0.00041072999010793865,290,16,306,1597,Lucky X10,2026-04-22
500.00,500.0,1,3.355999979248736e-05,24,1,25,1597,Lucky X10,2026-04-22
50000.00,50000.0,1,2.680000079635647e-06,2,0,2,1597,Lucky X10,2026-04-22
3.00,3.0,1,0.1448519229888916,98781,12487,111268,1598,Robo Bingo,2026-04-22
5.00,5.0,1,0.020027339458465576,13763,1621,15384,1598,Robo Bingo,2026-04-22
6.00,6.0,1,0.03008005954325199,20987,2119,23106,1598,Robo Bingo,2026-04-22
8.00,8.0,1,0.024980800226330757,17174,2015,19189,1598,Robo Bingo,2026-04-22
10.00,10.0,1,0.009992839768528938,7018,658,7676,1598,Robo Bingo,2026-04-22
18.00,18.0,1,0.010007160250097513,7215,472,7687,1598,Robo Bingo,2026-04-22
20.00,20.0,1,0.014973639976233244,10502,1000,11502,1598,Robo Bingo,2026-04-22
25.00,25.0,1,0.0050263600423932076,3596,265,3861,1598,Robo Bingo,2026-04-22
38.00,38.0,1,0.0018967700307257473,1376,81,1457,1598,Robo Bingo,2026-04-22
40.00,40.0,1,0.0008097399841062725,576,46,622,1598,Robo Bingo,2026-04-22
50.00,50.0,1,0.0012458499986678362,891,66,957,1598,Robo Bingo,2026-04-22
75.00,75.0,1,0.0002707799940253608,201,7,208,1598,Robo Bingo,2026-04-22
100.00,100.0,1,0.0005962399955024011,429,29,458,1598,Robo Bingo,2026-04-22
500.00,500.0,1,2.603999928396661e-05,20,0,20,1598,Robo Bingo,2026-04-22
1000.00,1000.0,1,5.200000032345997e-06,3,1,4,1598,Robo Bingo,2026-04-22
25000.00,25000.0,1,2.6000000161729986e-06,2,0,2,1598,Robo Bingo,2026-04-22
5.00,5.0,1,0.1400735229253769,93125,9752,102877,1599,Oregon Monsters,2026-04-22
10.00,10.0,1,0.09601062163710594,65682,4833,70515,1599,Oregon Monsters,2026-04-22
15.00,15.0,1,0.015986120328307152,11097,644,11741,1599,Oregon Monsters,2026-04-22
20.00,20.0,1,0.020001370459794998,13989,701,14690,1599,Oregon Monsters,2026-04-22
50.00,50.0,1,0.007586639956571162,5171,401,5572,1599,Oregon Monsters,2026-04-22
100.00,100.0,1,0.005165759881492704,3556,238,3794,1599,Oregon Monsters,2026-04-22
200.00,200.0,1,0.00044523000542540103,291,36,327,1599,Oregon Monsters,2026-04-22
500.00,500.0,1,2.7230000341660343e-05,19,1,20,1599,Oregon Monsters,2026-04-22
30000.00,30000.0,1,2.7200001113669714e-06,2,0,2,1599,Oregon Monsters,2026-04-22
1.00,1.0,1,0.15618036687374115,163551,41670,205221,1600,Kickin' Cash,2026-04-22
2.00,2.0,1,0.061301371082663536,66366,14184,80550,1600,Kickin' Cash,2026-04-22
3.00,3.0,1,0.015073820017278194,16655,3152,19807,1600,Kickin' Cash,2026-04-22
5.00,5.0,1,0.01125494996085763,12838,1951,14789,1600,Kickin' Cash,2026-04-22
10.00,10.0,1,0.009990099933929741,11291,1836,13127,1600,Kickin' Cash,2026-04-22
15.00,15.0,1,0.004979460034519434,5851,692,6543,1600,Kickin' Cash,2026-04-22
30.00,30.0,1,0.0009497700084466487,1117,131,1248,1600,Kickin' Cash,2026-04-22
50.00,50.0,1,0.00038964999112067744,480,32,512,1600,Kickin' Cash,2026-04-22
100.00,100.0,1,7.839000136300456e-05,95,8,103,1600,Kickin' Cash,2026-04-22
200.00,200.0,1,6.089999942560098e-06,7,1,8,1600,Kickin' Cash,2026-04-22
2000.00,2000.0,1,3.0399999104702147e-06,4,0,4,1600,Kickin' Cash,2026-04-22
50.00,50.0,1,0.07793620228767395,44428,1598,46026,1602,Raining $50 Or $100,2026-04-22
100.00,100.0,1,0.033180370926856995,18949,646,19595,1602,Raining $50 Or $100,2026-04-22
2.00,2.0,1,0.13003507256507874,156917,21023,177940,1603,Mission Crossword,2026-04-22
4.00,4.0,1,0.10748392343521118,136576,10505,147081,1603,Mission Crossword,2026-04-22
10.00,10.0,1,0.024976620450615883,32524,1654,34178,1603,Mission Crossword,2026-04-22
20.00,20.0,1,0.010015349835157394,13155,550,13705,1603,Mission Crossword,2026-04-22
50.00,50.0,1,0.0012021299917250872,1605,40,1645,1603,Mission Crossword,2026-04-22
100.00,100.0,1,0.00023385000531561673,310,10,320,1603,Mission Crossword,2026-04-22
1000.00,1000.0,1,2.9200000426499173e-06,3,1,4,1603,Mission Crossword,2026-04-22
15000.00,15000.0,1,2.190000031987438e-06,3,0,3,1603,Mission Crossword,2026-04-22
30.00,30.0,1,0.10005830973386765,17868,23314,41182,1605,All the Wishes,2026-04-22
50.00,50.0,1,0.10000000149011612,17974,23184,41158,1605,All the Wishes,2026-04-22
60.00,60.0,1,0.02495263027958572,4538,5732,10270,1605,All the Wishes,2026-04-22
100.00,100.0,1,0.04995140992105007,9058,11501,20559,1605,All the Wishes,2026-04-22
200.00,200.0,1,0.0249477606266737,4549,5719,10268,1605,All the Wishes,2026-04-22
300.00,300.0,1,0.003306760059786029,591,770,1361,1605,All the Wishes,2026-04-22
500.00,500.0,1,0.0018586800033517648,330,435,765,1605,All the Wishes,2026-04-22
1000.00,1000.0,1,1.9439999960013665e-05,4,4,8,1605,All the Wishes,2026-04-22
5000.00,5000.0,1,1.2150000202382216e-05,0,5,5,1605,All the Wishes,2026-04-22
25000.00,25000.0,1,9.720000207380508e-06,1,3,4,1605,All the Wishes,2026-04-22
100000.00,100000.0,1,4.859999990003416e-06,1,1,2,1605,All the Wishes,2026-04-22
2.00,2.0,1,0.11257830262184143,74294,9453,83747,1606,5X,2026-04-22
4.00,4.0,1,0.07738136872649193,52404,5160,57564,1606,5X,2026-04-22
5.00,5.0,1,0.024928079918026924,16931,1613,18544,1606,5X,2026-04-22
10.00,10.0,1,0.01753193000331521,12035,1007,13042,1606,5X,2026-04-22
15.00,15.0,1,0.012517819879576564,8754,558,9312,1606,5X,2026-04-22
30.00,30.0,1,0.0027665000525303185,1949,109,2058,1606,5X,2026-04-22
50.00,50.0,1,0.0013899700425099581,982,52,1034,1606,5X,2026-04-22
100.00,100.0,1,0.0006909499934408814,484,30,514,1606,5X,2026-04-22
8000.00,8000.0,1,2.6899999738816405e-06,2,0,2,1606,5X,2026-04-22
5.00,5.0,1,0.14494700729846954,101747,7659,109406,1607,10X,2026-04-22
10.00,10.0,1,0.06476815044879913,46443,2444,48887,1607,10X,2026-04-22
20.00,20.0,1,0.015099360141903162,10914,483,11397,1607,10X,2026-04-22
25.00,25.0,1,0.025033120065927505,18130,765,18895,1607,10X,2026-04-22
50.00,50.0,1,0.012111810327041894,8852,290,9142,1607,10X,2026-04-22
100.00,100.0,1,0.0031081100460141897,2275,71,2346,1607,10X,2026-04-22
250.00,250.0,1,0.00013513999601855176,98,4,102,1607,10X,2026-04-22
400.00,400.0,1,2.6499998739382136e-05,19,1,20,1607,10X,2026-04-22
40000.00,40000.0,1,2.649999942150316e-06,2,0,2,1607,10X,2026-04-22
10.00,10.0,1,0.1600242704153061,58746,7192,65938,1608,20X,2026-04-22
15.00,15.0,1,0.07507584244012833,27729,3206,30935,1608,20X,2026-04-22
20.00,20.0,1,0.04495329037308693,16702,1821,18523,1608,20X,2026-04-22
30.00,30.0,1,0.019893210381269455,7452,745,8197,1608,20X,2026-04-22
50.00,50.0,1,0.012428110057953745,4692,429,5121,1608,20X,2026-04-22
100.00,100.0,1,0.009959960065316409,3781,323,4104,1608,20X,2026-04-22
250.00,250.0,1,0.002584640053100884,983,82,1065,1608,20X,2026-04-22
500.00,500.0,1,0.0002499599977454636,93,10,103,1608,20X,2026-04-22
2500.00,2500.0,1,1.4559999726770911e-05,6,0,6,1608,20X,2026-04-22
80000.00,80000.0,1,4.850000095757423e-06,2,0,2,1608,20X,2026-04-22
20.00,20.0,1,0.150021493434906,49111,6730,55841,1609,50X,2026-04-22
25.00,25.0,1,0.07479985058307648,24470,3372,27842,1609,50X,2026-04-22
40.00,40.0,1,0.07505239173769951,24796,3140,27936,1609,50X,2026-04-22
50.00,50.0,1,0.019201010465621948,6343,804,7147,1609,50X,2026-04-22
100.00,100.0,1,0.027344049885869026,9079,1099,10178,1609,50X,2026-04-22
200.00,200.0,1,0.006619739957386628,2218,246,2464,1609,50X,2026-04-22
400.00,400.0,1,0.0008220900053856894,277,29,306,1609,50X,2026-04-22
1000.00,1000.0,1,0.00037611999255204864,120,20,140,1609,50X,2026-04-22
150000.00,150000.0,1,5.370000053517288e-06,1,1,2,1609,50X,2026-04-22
5.00,5.0,1,0.16005034744739532,96229,11845,108074,1610,Lucky Dog Loteria,2026-04-22
10.00,10.0,1,0.08999333903193474,55422,5346,60768,1610,Lucky Dog Loteria,2026-04-22
25.00,25.0,1,0.019999989308416843,12653,852,13505,1610,Lucky Dog Loteria,2026-04-22
40.00,40.0,1,0.0029885199619457126,1899,119,2018,1610,Lucky Dog Loteria,2026-04-22
50.00,50.0,1,0.004608670016750693,2927,185,3112,1610,Lucky Dog Loteria,2026-04-22
75.00,75.0,1,0.0021488299244083464,1372,79,1451,1610,Lucky Dog Loteria,2026-04-22
100.00,100.0,1,0.002911519957706332,1881,85,1966,1610,Lucky Dog Loteria,2026-04-22
200.00,200.0,1,0.0007700899877818301,497,23,520,1610,Lucky Dog Loteria,2026-04-22
500.00,500.0,1,7.701000140514225e-05,51,1,52,1610,Lucky Dog Loteria,2026-04-22
50000.00,50000.0,1,2.9600000743812416e-06,2,0,2,1610,Lucky Dog Loteria,2026-04-22
10.00,10.0,1,0.1499282717704773,98811,7788,106599,1611,Stop the Presses Crossword,2026-04-22
20.00,20.0,1,0.10011111944913864,67408,3771,71179,1611,Stop the Presses Crossword,2026-04-22
30.00,30.0,1,0.037419130094349384,25339,1266,26605,1611,Stop the Presses Crossword,2026-04-22
50.00,50.0,1,0.007389600039459765,5040,214,5254,1611,Stop the Presses Crossword,2026-04-22
100.00,100.0,1,0.006676519988104701,4520,227,4747,1611,Stop the Presses Crossword,2026-04-22
200.00,200.0,1,0.0006990199908614159,472,25,497,1611,Stop the Presses Crossword,2026-04-22
250.00,250.0,1,0.0002615999983390793,177,9,186,1611,Stop the Presses Crossword,2026-04-22
500.00,500.0,1,0.0001884600042103557,128,6,134,1611,Stop the Presses Crossword,2026-04-22
1000.00,1000.0,1,8.4380000771489e-05,56,4,60,1611,Stop the Presses Crossword,2026-04-22
5000.00,5000.0,1,3.093999930570135e-05,21,1,22,1611,Stop the Presses Crossword,2026-04-22
100000.00,100000.0,1,8.439999874099158e-06,6,0,6,1611,Stop the Presses Crossword,2026-04-22
2.00,2.0,1,0.11003077775239944,64317,7181,71498,1612,I Can't Even,2026-04-22
4.00,4.0,1,0.07999999821186066,47528,4456,51984,1612,I Can't Even,2026-04-22
5.00,5.0,1,0.03600800037384033,21515,1883,23398,1612,I Can't Even,2026-04-22
12.00,12.0,1,0.02004309045150876,12145,879,13024,1612,I Can't Even,2026-04-22
15.00,15.0,1,0.003991999896243215,2417,177,2594,1612,I Can't Even,2026-04-22
36.00,36.0,1,7.539999933214858e-05,45,4,49,1612,I Can't Even,2026-04-22
50.00,50.0,1,5.077999958302826e-05,30,3,33,1612,I Can't Even,2026-04-22
100.00,100.0,1,3.692999962368049e-05,24,0,24,1612,I Can't Even,2026-04-22
500.00,500.0,1,0.0004924599779769778,309,11,320,1612,I Can't Even,2026-04-22
10.00,10.0,1,0.15512323379516602,51238,4459,55697,1613,Aces,2026-04-22
15.00,15.0,1,0.04006126895546913,13320,1064,14384,1613,Aces,2026-04-22
20.00,20.0,1,0.014908789657056332,4985,368,5353,1613,Aces,2026-04-22
25.00,25.0,1,0.0350591791793704,11814,774,12588,1613,Aces,2026-04-22
30.00,30.0,1,0.011544350069016218,3894,251,4145,1613,Aces,2026-04-22
50.00,50.0,1,0.014404670102521777,4878,294,5172,1613,Aces,2026-04-22
75.00,75.0,1,0.005386430071666837,1832,102,1934,1613,Aces,2026-04-22
100.00,100.0,1,0.0023060800158418715,795,33,828,1613,Aces,2026-04-22
150.00,150.0,1,0.0017741299816407263,594,43,637,1613,Aces,2026-04-22
250.00,250.0,1,0.0036624398780986667,1241,74,1315,1613,Aces,2026-04-22
500.00,500.0,1,0.0003397899999981746,115,7,122,1613,Aces,2026-04-22
1000.00,1000.0,1,6.68400007270975e-05,20,4,24,1613,Aces,2026-04-22
100000.00,100000.0,1,5.570000212173909e-06,1,1,2,1613,Aces,2026-04-22
2.00,2.0,1,0.13000458478927612,147462,22467,169929,1614,Crossword Gnomes,2026-04-22
4.00,4.0,1,0.10743094980716705,128586,11837,140423,1614,Crossword Gnomes,2026-04-22
10.00,10.0,1,0.024951420724391937,30638,1976,32614,1614,Crossword Gnomes,2026-04-22
20.00,20.0,1,0.010032130405306816,12502,611,13113,1614,Crossword Gnomes,2026-04-22
50.00,50.0,1,0.0012018999550491571,1524,47,1571,1614,Crossword Gnomes,2026-04-22
100.00,100.0,1,0.00023027999850455672,290,11,301,1614,Crossword Gnomes,2026-04-22
1000.00,1000.0,1,3.059999926335877e-06,4,0,4,1614,Crossword Gnomes,2026-04-22
15000.00,15000.0,1,2.300000005561742e-06,3,0,3,1614,Crossword Gnomes,2026-04-22
40.00,40.0,1,0.20007356256246567,76327,2550,78877,1615,40th Anniversary,2026-04-22
50.00,50.0,1,0.06243659183382988,23769,846,24615,1615,40th Anniversary,2026-04-22
60.00,60.0,1,0.042431001318618655,16248,480,16728,1615,40th Anniversary,2026-04-22
100.00,100.0,1,0.017507100012153387,6686,216,6902,1615,40th Anniversary,2026-04-22
150.00,150.0,1,0.022516739671118557,8645,232,8877,1615,40th Anniversary,2026-04-22
300.00,300.0,1,0.0020165599416941404,777,18,795,1615,40th Anniversary,2026-04-22
500.00,500.0,1,0.0007533500029239804,289,8,297,1615,40th Anniversary,2026-04-22
1000.00,1000.0,1,2.0289999611122767e-05,8,0,8,1615,40th Anniversary,2026-04-22
10000.00,10000.0,1,1.2680000054388074e-05,5,0,5,1615,40th Anniversary,2026-04-22
40000.00,40000.0,1,6.341000153042842e-05,24,1,25,1615,40th Anniversary,2026-04-22
50.00,50.0,1,0.07795429229736328,31433,14104,45537,1616,$50 or $100 Bonanza,2026-04-22
100.00,100.0,1,0.03325686976313591,13523,5904,19427,1616,$50 or $100 Bonanza,2026-04-22
10.00,10.0,1,0.15487179160118103,49782,6692,56474,1617,Wild Side,2026-04-22
15.00,15.0,1,0.050023309886455536,16198,2043,18241,1617,Wild Side,2026-04-22
20.00,20.0,1,0.015099409967660904,4907,599,5506,1617,Wild Side,2026-04-22
25.00,25.0,1,0.03492937982082367,11400,1337,12737,1617,Wild Side,2026-04-22
30.00,30.0,1,0.011166880023665726,3697,375,4072,1617,Wild Side,2026-04-22
50.00,50.0,1,0.014273949898779392,4727,478,5205,1617,Wild Side,2026-04-22
75.00,75.0,1,0.005174830032046884,1728,159,1887,1617,Wild Side,2026-04-22
100.00,100.0,1,0.002210340040619485,741,65,806,1617,Wild Side,2026-04-22
150.00,150.0,1,0.001681059948168695,557,56,613,1617,Wild Side,2026-04-22
250.00,250.0,1,0.003436170023633167,1135,118,1253,1617,Wild Side,2026-04-22
500.00,500.0,1,0.00023035999402054586,77,7,84,1617,Wild Side,2026-04-22
1000.00,1000.0,1,6.582000060006976e-05,24,0,24,1617,Wild Side,2026-04-22
100000.00,100000.0,1,5.479999799717916e-06,1,1,2,1617,Wild Side,2026-04-22
10.00,10.0,1,0.09993357956409454,63514,4201,67715,1618,Jackpot Cash,2026-04-22
15.00,15.0,1,0.06001032888889313,38238,2425,40663,1618,Jackpot Cash,2026-04-22
20.00,20.0,1,0.01503688981756568,9671,518,10189,1618,Jackpot Cash,2026-04-22
30.00,30.0,1,0.008206909988075495,5306,255,5561,1618,Jackpot Cash,2026-04-22
50.00,50.0,1,0.006412349932361394,4202,143,4345,1618,Jackpot Cash,2026-04-22
100.00,100.0,1,0.003938900015782565,2584,85,2669,1618,Jackpot Cash,2026-04-22
250.00,250.0,1,0.00012101999891456217,78,4,82,1618,Jackpot Cash,2026-04-22
500.00,500.0,1,7.379999942713766e-06,5,0,5,1618,Jackpot Cash,2026-04-22
1000.00,1000.0,1,4.4299999899521936e-06,3,0,3,1618,Jackpot Cash,2026-04-22
50000.00,50000.0,1,2.9499999527615728e-06,2,0,2,1618,Jackpot Cash,2026-04-22
2.00,2.0,1,0.12999342381954193,149691,28179,177870,1619,Crossword Twist,2026-04-22
4.00,4.0,1,0.10752174258232117,130422,16700,147122,1619,Crossword Twist,2026-04-22
10.00,10.0,1,0.025065410882234573,31282,3015,34297,1619,Crossword Twist,2026-04-22
20.00,20.0,1,0.009968570433557034,12677,963,13640,1619,Crossword Twist,2026-04-22
50.00,50.0,1,0.0012014900567010045,1567,77,1644,1619,Crossword Twist,2026-04-22
100.00,100.0,1,0.00023166999744717032,304,13,317,1619,Crossword Twist,2026-04-22
1000.00,1000.0,1,2.9200000426499173e-06,4,0,4,1619,Crossword Twist,2026-04-22
15000.00,15000.0,1,2.190000031987438e-06,2,1,3,1619,Crossword Twist,2026-04-22
2.00,2.0,1,0.11500559747219086,69305,12878,82183,1620,Sapphire Blue 7s,2026-04-22
4.00,4.0,1,0.044995798729360104,27894,4260,32154,1620,Sapphire Blue 7s,2026-04-22
5.00,5.0,1,0.035008400678634644,21808,3209,25017,1620,Sapphire Blue 7s,2026-04-22
10.00,10.0,1,0.015005600405856967,9496,1227,10723,1620,Sapphire Blue 7s,2026-04-22
15.00,15.0,1,0.010000010021030903,6439,707,7146,1620,Sapphire Blue 7s,2026-04-22
20.00,20.0,1,0.007496510166674852,4840,517,5357,1620,Sapphire Blue 7s,2026-04-22
30.00,30.0,1,0.002468520076945424,1620,144,1764,1620,Sapphire Blue 7s,2026-04-22
50.00,50.0,1,0.0013979899522382766,923,76,999,1620,Sapphire Blue 7s,2026-04-22
100.00,100.0,1,0.0006926999776624143,471,24,495,1620,Sapphire Blue 7s,2026-04-22
8000.00,8000.0,1,2.7999999474559445e-06,2,0,2,1620,Sapphire Blue 7s,2026-04-22
5.00,5.0,1,0.1449979990720749,99271,9463,108734,1621,Emerald Green 7s,2026-04-22
10.00,10.0,1,0.06500066071748734,45604,3140,48744,1621,Emerald Green 7s,2026-04-22
20.00,20.0,1,0.015000669751316309,10656,593,11249,1621,Emerald Green 7s,2026-04-22
25.00,25.0,1,0.024999329820275307,17833,914,18747,1621,Emerald Green 7s,2026-04-22
50.00,50.0,1,0.012108280207030475,8741,339,9080,1621,Emerald Green 7s,2026-04-22
100.00,100.0,1,0.00320043001556769,2320,80,2400,1621,Emerald Green 7s,2026-04-22
250.00,250.0,1,6.66799996906775e-05,48,2,50,1621,Emerald Green 7s,2026-04-22
400.00,400.0,1,2.6669999897421803e-05,19,1,20,1621,Emerald Green 7s,2026-04-22
40000.00,40000.0,1,2.6699999580159783e-06,2,0,2,1621,Emerald Green 7s,2026-04-22
10.00,10.0,1,0.1597605049610138,58564,6810,65374,1622,Ruby Red 7s,2026-04-22
15.00,15.0,1,0.05491691082715988,20091,2381,22472,1622,Ruby Red 7s,2026-04-22
20.00,20.0,1,0.02503666002303362,9354,891,10245,1622,Ruby Red 7s,2026-04-22
25.00,25.0,1,0.025146630126982927,9480,810,10290,1622,Ruby Red 7s,2026-04-22
50.00,50.0,1,0.012365589791443199,4652,408,5060,1622,Ruby Red 7s,2026-04-22
75.00,75.0,1,0.00916421998408623,3472,278,3750,1622,Ruby Red 7s,2026-04-22
100.00,100.0,1,0.009503910026978701,3595,294,3889,1622,Ruby Red 7s,2026-04-22
250.00,250.0,1,0.0019990300643257797,761,57,818,1622,Ruby Red 7s,2026-04-22
500.00,500.0,1,0.00024927999766077846,94,8,102,1622,Ruby Red 7s,2026-04-22
80000.00,80000.0,1,7.329999789362773e-06,3,0,3,1622,Ruby Red 7s,2026-04-22
20.00,20.0,1,0.15024374425411224,47778,7698,55476,1623,Diamond White 7s,2026-04-22
25.00,25.0,1,0.07487812638282776,24250,3398,27648,1623,Diamond White 7s,2026-04-22
40.00,40.0,1,0.07487812824547291,24215,3433,27648,1623,Diamond White 7s,2026-04-22
50.00,50.0,1,0.019087850116193295,6198,850,7048,1623,Diamond White 7s,2026-04-22
100.00,100.0,1,0.028152419487014413,9186,1209,10395,1623,Diamond White 7s,2026-04-22
200.00,200.0,1,0.006581080000614747,2156,274,2430,1623,Diamond White 7s,2026-04-22
400.00,400.0,1,0.0008206000129575841,264,39,303,1623,Diamond White 7s,2026-04-22
1000.00,1000.0,1,0.00037915000393695664,107,33,140,1623,Diamond White 7s,2026-04-22
150000.00,150000.0,1,5.419999979494605e-06,2,0,2,1623,Diamond White 7s,2026-04-22
3.00,3.0,1,0.10506830364465714,93538,22988,116526,1624,Red Carpet Crossword,2026-04-22
5.00,5.0,1,0.0699734017252922,65401,12203,77604,1624,Red Carpet Crossword,2026-04-22
6.00,6.0,1,0.02501600980758667,22969,4775,27744,1624,Red Carpet Crossword,2026-04-22
8.00,8.0,1,0.034984901547431946,33210,5590,38800,1624,Red Carpet Crossword,2026-04-22
10.00,10.0,1,0.015001129824668169,14339,2298,16637,1624,Red Carpet Crossword,2026-04-22
15.00,15.0,1,0.010006760247051716,9703,1395,11098,1624,Red Carpet Crossword,2026-04-22
20.00,20.0,1,0.004978130105882883,4794,727,5521,1624,Red Carpet Crossword,2026-04-22
25.00,25.0,1,0.005015099886804819,4907,655,5562,1624,Red Carpet Crossword,2026-04-22
30.00,30.0,1,0.003356920089572668,3261,462,3723,1624,Red Carpet Crossword,2026-04-22
50.00,50.0,1,0.0015977700240910053,1568,204,1772,1624,Red Carpet Crossword,2026-04-22
75.00,75.0,1,0.0007835500000510365,765,104,869,1624,Red Carpet Crossword,2026-04-22
100.00,100.0,1,0.00030296000477392226,298,38,336,1624,Red Carpet Crossword,2026-04-22
1000.00,1000.0,1,3.6100000215810724e-06,3,1,4,1624,Red Carpet Crossword,2026-04-22
25000.00,25000.0,1,2.7099999897473026e-06,2,1,3,1624,Red Carpet Crossword,2026-04-22
2.00,2.0,1,0.10997868329286575,61705,10529,72234,1625,Who Likes Money,2026-04-22
4.00,4.0,1,0.08999999985098839,51495,7617,59112,1625,Who Likes Money,2026-04-22
5.00,5.0,1,0.03999999910593033,23077,3195,26272,1625,Who Likes Money,2026-04-22
10.00,10.0,1,0.009999999776482582,5869,699,6568,1625,Who Likes Money,2026-04-22
20.00,20.0,1,0.007987210294231772,4750,496,5246,1625,Who Likes Money,2026-04-22
30.00,30.0,1,0.0016854399582371116,984,123,1107,1625,Who Likes Money,2026-04-22
