,gameNumber,gameName,prizeamount,Winning Tickets At Start,Winning Tickets Unclaimed,Prize Probability,Percent Tix Remaining,Starting Expected Value,Expected Value,dateexported
11,1713,"$75,000 CASH",Total,2473047.98,227920.16,1.000000702000702,0.09216164095611279,,,9/24/2023 12:25:03 AM
0,1717,GOLD CROSSWORD,20000,4.0,0.0,0.0,0.0,0.016637226230461523,0.0,9/24/2023 12:25:03 AM
1,1717,GOLD CROSSWORD,1000,80.0,11.0,1.330470805237217e-05,0.1375,0.016605612339234525,0.013278098636267424,9/24/2023 12:25:03 AM
2,1717,GOLD CROSSWORD,100,241.0,21.0,2.539989719089232e-05,0.08713692946058091,0.0049122163355215555,0.0024891899247074475,9/24/2023 12:25:03 AM
3,1717,GOLD CROSSWORD,50,7596.0,855.0,0.0010341386713434732,0.11255924170616113,0.07583340560851229,0.04963865622448671,9/24/2023 12:25:03 AM
4,1717,GOLD CROSSWORD,25,2418.0,274.0,0.0003314081823954522,0.11331679073614558,0.01156694043880497,0.007622388195095401,9/24/2023 12:25:03 AM
5,1717,GOLD CROSSWORD,20,24096.0,2976.0,0.0035995282876235975,0.12350597609561753,0.09020940667173738,0.06479150917722476,9/24/2023 12:25:03 AM
6,1717,GOLD CROSSWORD,10,132094.0,17948.0,0.021708445465815972,0.1358729389677048,0.21978975514417287,0.17366756372652778,9/24/2023 12:25:03 AM
7,1717,GOLD CROSSWORD,5,360644.0,52331.0,0.06329533428078982,0.14510431339492685,0.22502684580927712,0.18988600284236945,9/24/2023 12:25:03 AM
8,1717,GOLD CROSSWORD,4,108193.0,18981.0,0.022957878503825104,0.17543648849740742,0.04500528596740483,0.04591575700765021,9/24/2023 12:25:03 AM
9,1717,GOLD CROSSWORD,2,817206.0,156384.0,0.18914940582383358,0.19136423374277722,0.0,0.0,9/24/2023 12:25:03 AM
10,1717,GOLD CROSSWORD,0,3355441.3200000003,576994.11,0.6978852892262103,0.17195774116532603,-1.3957704856455255,-1.3957705784524206,9/24/2023 12:25:03 AM
11,1717,GOLD CROSSWORD,Total,4808013.32,826775.11,1.0000001330470805,0.17195774116532606,,,9/24/2023 12:25:03 AM
0,1718,SIX FIGURES,500000,5.0,3.0,2.6698182387743043e-06,0.6,1.381821357621934,1.3348557230223768,9/24/2023 12:25:03 AM
1,1718,SIX FIGURES,50000,10.0,6.0,5.339636477548609e-06,0.6,0.27626477640683333,0.26687503114787947,9/24/2023 12:25:03 AM
2,1718,SIX FIGURES,5000,10.0,7.0,6.229575890473376e-06,0.7,0.02752698252312985,0.031023287934557414,9/24/2023 12:25:03 AM
3,1718,SIX FIGURES,1000,303.0,194.0,0.000172648246107405,0.6402640264026402,0.1641337789240598,0.1691952811852569,9/24/2023 12:25:03 AM
4,1718,SIX FIGURES,500,1217.0,775.0,0.0006897030450166953,0.6368118323746919,0.32289482150023163,0.33105746160801375,9/24/2023 12:25:03 AM
5,1718,SIX FIGURES,350,907.0,543.0,0.00048323710121814906,0.5986769570011026,0.16544379797184733,0.1594682434019892,9/24/2023 12:25:03 AM
6,1718,SIX FIGURES,200,6010.0,3665.0,0.003261627948369275,0.6098169717138103,0.5979656564964232,0.5870930307064695,9/24/2023 12:25:03 AM
7,1718,SIX FIGURES,100,75586.0,46435.0,0.04132433663916161,0.6143333421533088,3.3424168690655307,3.3059469311329286,9/24/2023 12:25:03 AM
8,1718,SIX FIGURES,50,76914.0,47647.0,0.04240294320762642,0.6194840991236966,1.2754279119180778,1.2720882962287927,9/24/2023 12:25:03 AM
9,1718,SIX FIGURES,25,289432.0,180123.0,0.160298556874248,0.6223327068188729,0.7999186351038674,0.8014927843712399,9/24/2023 12:25:03 AM
10,1718,SIX FIGURES,20,144716.0,90231.0,0.08030012316761474,0.6235039663893419,0.0,0.0,9/24/2023 12:25:03 AM
11,1718,SIX FIGURES,0,1214024.4,754043.1599999999,0.6710527271303369,0.6211103829544118,-13.42105559897719,-13.421054542606738,9/24/2023 12:25:03 AM
12,1718,SIX FIGURES,Total,1809134.4,1123672.16,1.000000142390306,0.6211103829544118,,,9/24/2023 12:25:03 AM
0,1721,7-11-21,50000,4.0,0.0,0.0,0.0,0.09128589035468115,0.0,9/24/2023 12:25:03 AM
1,1721,7-11-21,1000,6.0,2.0,2.9965913773083117e-06,0.3333333333333333,0.0027251563427215047,0.00298160842042177,9/24/2023 12:25:03 AM
2,1721,7-11-21,500,8.0,2.0,2.9965913773083117e-06,0.25,0.001807641393162003,0.0014833127317676143,9/24/2023 12:25:03 AM
3,1721,7-11-21,100,218.0,60.0,8.989774131924935e-05,0.27522935779816515,0.009453599306157849,0.008540285425328689,9/24/2023 12:25:03 AM
4,1721,7-11-21,75,184.0,48.0,7.191819305539948e-05,0.2608695652173913,0.005879399278769343,0.005034273513877963,9/24/2023 12:25:03 AM
5,1721,7-11-21,50,45620.0,12981.0,0.019449376334419597,0.28454625164401576,0.9370977313187565,0.8752219350488819,9/24/2023 12:25:03 AM
6,1721,7-11-21,30,17910.0,5158.0,0.007728209162078136,0.2879955332216639,0.20438672570411284,0.19320522905195342,9/24/2023 12:25:03 AM
7,1721,7-11-21,25,6577.0,1883.0,0.0028212907817357757,0.28630074502052605,0.06004473455972977,0.056425815634715513,9/24/2023 12:25:03 AM
8,1721,7-11-21,20,21909.0,6405.0,0.009596583885829868,0.2923456113925784,0.1500136942529785,0.14394875828744802,9/24/2023 12:25:03 AM
