gameNumber,gameName,prizeamount,Winning Tickets At Start,Winning Tickets Unclaimed,dateexported
1421,STRIKE IT RICH,500.0,79,9,2026-06-14
1421,STRIKE IT RICH,100.0,895,97,2026-06-14
1421,STRIKE IT RICH,50.0,6559,801,2026-06-14
1421,STRIKE IT RICH,25.0,12000,1563,2026-06-14
1421,STRIKE IT RICH,20.0,18000,2229,2026-06-14
1421,STRIKE IT RICH,10.0,48000,6646,2026-06-14
1421,STRIKE IT RICH,5.0,66000,10841,2026-06-14
1427,CASH FRENZY,30000.0,2,0,2026-06-14
1427,CASH FRENZY,5000.0,6,1,2026-06-14
1427,CASH FRENZY,500.0,100,10,2026-06-14
1427,CASH FRENZY,100.0,1471,102,2026-06-14
1427,CASH FRENZY,50.0,11422,753,2026-06-14
1427,CASH FRENZY,20.0,34262,2510,2026-06-14
1427,CASH FRENZY,10.0,64678,5748,2026-06-14
1427,CASH FRENZY,5.0,79934,8817,2026-06-14
1481,ITS THE MOST WONDERFUL TIME 10,2000.0,64,3,2026-06-14
1481,ITS THE MOST WONDERFUL TIME 10,500.0,368,29,2026-06-14
1481,ITS THE MOST WONDERFUL TIME 10,100.0,2256,195,2026-06-14
1481,ITS THE MOST WONDERFUL TIME 10,50.0,3235,292,2026-06-14
1481,ITS THE MOST WONDERFUL TIME 10,30.0,5929,720,2026-06-14
1481,ITS THE MOST WONDERFUL TIME 10,20.0,10872,1148,2026-06-14
1481,ITS THE MOST WONDERFUL TIME 10,15.0,23718,3339,2026-06-14
1481,ITS THE MOST WONDERFUL TIME 10,10.0,21741,3033,2026-06-14
1469,10X CASH BLITZ,50000.0,2,0,2026-06-14
1469,10X CASH BLITZ,2000.0,6,2,2026-06-14
1469,10X CASH BLITZ,1000.0,22,5,2026-06-14
1469,10X CASH BLITZ,500.0,92,12,2026-06-14
1469,10X CASH BLITZ,200.0,433,81,2026-06-14
1469,10X CASH BLITZ,100.0,4514,755,2026-06-14
1469,10X CASH BLITZ,50.0,11526,1910,2026-06-14
1469,10X CASH BLITZ,30.0,13240,2290,2026-06-14
1469,10X CASH BLITZ,20.0,33100,5860,2026-06-14
1469,10X CASH BLITZ,10.0,43032,8416,2026-06-14
1447,Unknown Game,100.0,13028,136,2026-06-14
1447,Unknown Game,50.0,28660,608,2026-06-14
1462,Unknown Game,50000.0,2,0,2026-06-14
1462,Unknown Game,5000.0,4,0,2026-06-14
1462,Unknown Game,500.0,149,10,2026-06-14
1462,Unknown Game,100.0,5225,416,2026-06-14
1462,Unknown Game,50.0,14854,1281,2026-06-14
1462,Unknown Game,30.0,14856,1340,2026-06-14
1462,Unknown Game,20.0,37135,3662,2026-06-14
1462,Unknown Game,10.0,48279,5679,2026-06-14
1435,RHODE ISLAND CASH,50000.0,2,0,2026-06-14
1435,RHODE ISLAND CASH,5000.0,4,0,2026-06-14
1435,RHODE ISLAND CASH,500.0,154,2,2026-06-14
1435,RHODE ISLAND CASH,200.0,1010,25,2026-06-14
1435,RHODE ISLAND CASH,100.0,3250,116,2026-06-14
1435,RHODE ISLAND CASH,50.0,17106,615,2026-06-14
1435,RHODE ISLAND CASH,20.0,36196,1571,2026-06-14
1435,RHODE ISLAND CASH,10.0,46067,2752,2026-06-14
1459,RHODE ISLAND RED,50000.0,2,0,2026-06-14
1459,RHODE ISLAND RED,1000.0,17,2,2026-06-14
1459,RHODE ISLAND RED,500.0,102,3,2026-06-14
1459,RHODE ISLAND RED,250.0,455,12,2026-06-14
1459,RHODE ISLAND RED,100.0,4687,199,2026-06-14
1459,RHODE ISLAND RED,50.0,7094,314,2026-06-14
1459,RHODE ISLAND RED,40.0,9082,490,2026-06-14
1459,RHODE ISLAND RED,30.0,25864,1429,2026-06-14
1459,RHODE ISLAND RED,20.0,43096,2443,2026-06-14
1459,RHODE ISLAND RED,10.0,51716,4012,2026-06-14
1416,HIGH ROLLER,250000.0,2,0,2026-06-14
1416,HIGH ROLLER,10000.0,5,0,2026-06-14
1416,HIGH ROLLER,5000.0,7,2,2026-06-14
1416,HIGH ROLLER,2000.0,14,1,2026-06-14
1416,HIGH ROLLER,500.0,1125,174,2026-06-14
1416,HIGH ROLLER,400.0,689,101,2026-06-14
1416,HIGH ROLLER,250.0,1402,178,2026-06-14
1416,HIGH ROLLER,200.0,3900,510,2026-06-14
1416,HIGH ROLLER,100.0,9015,1243,2026-06-14
1416,HIGH ROLLER,75.0,6434,929,2026-06-14
1416,HIGH ROLLER,50.0,24243,3416,2026-06-14
1416,HIGH ROLLER,40.0,39231,5763,2026-06-14
1400,OCEAN STATE RICHES,500000.0,2,0,2026-06-14
1400,OCEAN STATE RICHES,50000.0,4,1,2026-06-14
1400,OCEAN STATE RICHES,10000.0,6,1,2026-06-14
1400,OCEAN STATE RICHES,2000.0,10,2,2026-06-14
1400,OCEAN STATE RICHES,500.0,4716,614,2026-06-14
1400,OCEAN STATE RICHES,200.0,10491,1344,2026-06-14
1400,OCEAN STATE RICHES,100.0,26572,3529,2026-06-14
1400,OCEAN STATE RICHES,50.0,65944,8970,2026-06-14
1400,OCEAN STATE RICHES,30.0,59920,8804,2026-06-14
288,ULTIMATE FORTUNE,250000.0,2,1,2026-06-14
288,ULTIMATE FORTUNE,10000.0,5,0,2026-06-14
288,ULTIMATE FORTUNE,5000.0,7,0,2026-06-14
288,ULTIMATE FORTUNE,2000.0,14,0,2026-06-14
288,ULTIMATE FORTUNE,500.0,1159,7,2026-06-14
288,ULTIMATE FORTUNE,400.0,712,3,2026-06-14
288,ULTIMATE FORTUNE,250.0,1438,9,2026-06-14
288,ULTIMATE FORTUNE,200.0,3975,22,2026-06-14
288,ULTIMATE FORTUNE,100.0,9125,66,2026-06-14
288,ULTIMATE FORTUNE,75.0,6537,73,2026-06-14
288,ULTIMATE FORTUNE,50.0,24523,314,2026-06-14
288,ULTIMATE FORTUNE,40.0,39682,678,2026-06-14
