createdBy,createdDate,lastModifiedBy,lastModifiedDate,id,gameId,gameName,startDate,playEnd,playExpiry,activationMethodState,lotteryId,bookNumberLength,cardNumberLength,seriesNumberLength,entryCodeLength,activationCodeLength,activationBarcodeLength,tradeItemNumberLength,description,price,topPrize,topPrizeHumanReadable,ticketPosImage,ticketFullImage,ticketScratchedImage,ticketSubmissionImage,isInteractive,isPlayForFun,state,stateOrder,viewOrder,overallodds,cancellable,salt,eligibleStart,eligibleEnd,topPrizeType,externalLink,primaryColor,secondaryColor,gameTypeId,currency,tags,vendor,retailPriceMin,retailPriceMax,logo,ticketFullImageMobile,howToPlay,displayOrder,contentUrl,useTickethashService,rulesDocumentsList,progress,gameProviders,dateexported
104f69ab-29b1-40c4-ae63-2a483e3a0a6c,2025-12-24T15:02:38Z,54951ec8-98d9-4f49-9024-4a50e1760c08,2026-01-16T19:05:50Z,296,479,100X,2026-01-01T06:00:00Z,,,DATA_SET_LEVEL,27,,,,,,,,,10.0,0.0,,,,,,False,,PUBLISHED,3,2,1.0,False,,,,STATIC,,,,1,$,[],,,,,,,0,,False,[],1.0,[],2026-04-02
system,2026-01-14T17:23:35Z,54951ec8-98d9-4f49-9024-4a50e1760c08,2026-01-16T19:05:57Z,298,476,10X,2026-01-01T06:00:00Z,,,DATA_SET_LEVEL,27,,,,,,,,10X,1.0,0.0,,,,,,False,,PUBLISHED,3,2,1.0,False,,,,STATIC,,,,1,$,[],,,,,,,0,,False,[],1.0,[],2026-04-02
system,2026-01-14T17:41:01Z,54951ec8-98d9-4f49-9024-4a50e1760c08,2026-01-16T19:06:04Z,300,480,200X,2026-01-01T06:00:00Z,,,DATA_SET_LEVEL,27,,,,,,,,200X,20.0,0.0,,,,,,False,,PUBLISHED,3,2,1.0,False,,,,STATIC,,,,1,$,[],,,,,,,0,,False,[],1.0,[],2026-04-02
system,2026-01-14T17:34:55Z,54951ec8-98d9-4f49-9024-4a50e1760c08,2026-01-16T19:06:01Z,299,477,20X,2026-01-01T06:00:00Z,,,DATA_SET_LEVEL,27,,,,,,,,20X,2.0,0.0,,,,,,False,,PUBLISHED,3,2,1.0,False,,,,STATIC,,,,1,$,[],,,,,,,0,,False,[],1.0,[],2026-04-02
104f69ab-29b1-40c4-ae63-2a483e3a0a6c,2025-12-24T15:03:01Z,54951ec8-98d9-4f49-9024-4a50e1760c08,2026-01-16T19:05:54Z,297,481,300X,2026-01-01T06:00:00Z,,,DATA_SET_LEVEL,27,,,,,,,,,30.0,0.0,,,,,,False,,PUBLISHED,3,2,1.0,False,,,,STATIC,,,,1,$,[],,,,,,,0,,False,[],1.0,[],2026-04-02
104f69ab-29b1-40c4-ae63-2a483e3a0a6c,2025-12-24T15:01:45Z,54951ec8-98d9-4f49-9024-4a50e1760c08,2026-01-16T19:05:46Z,295,478,50X,2026-01-01T06:00:00Z,,,DATA_SET_LEVEL,27,,,,,,,,,5.0,0.0,,,,,,False,,PUBLISHED,3,2,1.0,False,,,,STATIC,,,,1,$,[],,,,,,,0,,False,[],1.0,[],2026-04-02
