,price,gameNumber,topprize,overallodds,topprizeodds,topprizeavail,extrachances,secondChance,startDate,endDate,lastdatetoclaim,dateexported,gameURL,gameName,Winning Tickets At Start,Winning Tickets Unclaimed,topprizestarting,topprizeremain,topprizeodds_y,Total at start,Total remaining,Non-prize at start,Non-prize remaining,Current Odds of Top Prize,Change in Current Odds of Top Prize,Current Odds of Any Prize,Change in Current Odds of Any Prize,Odds of Profit Prize,Starting Odds of Profit Prize,Change in Odds of Profit Prize,Probability of Winning Any Prize,Starting Probability of Winning Any Prize,Change in Probability of Any Prize,Probability of Winning Profit Prize,Starting Probability of Winning Profit Prize,Change in Probability of Profit Prize,StdDev of All Prizes,StdDev of Profit Prizes,Odds of Any Prize + 3 StdDevs,Odds of Profit Prize + 3 StdDevs,Max Tickets to Buy,Expected Value of Any Prize (as % of cost),Change in Expected Value of Any Prize,Expected Value of Profit Prize (as % of cost),Change in Expected Value of Profit Prize,Percent of Prizes Remaining,Percent of Profit Prizes Remaining,Ratio of Decline in Prizes to Decline in Losing Ticket,Photo,FAQ,About,Directory,Data Date,Days Since Start,Rank by Best Probability of Winning Any Prize,Rank by Best Probability of Winning Profit Prize,Rank by Least Expected Losses,Rank by Most Available Prizes,Rank by Best Change in Probabilities,Rank Average,Overall Rank,Rank by Cost,Stats Page
18,1,1621,50,4.93,391.68,,,,"05/07/2025
",,"05/29/2026
",2025-10-04,https://dclottery.com/dc-scratchers/50-mayhem-0,$50 MAYHEM,49651,7929,625,60,391.68,244779.43,39089.97,195128.43,31160.97,391.68,0.0,4.93,0.0,9.15,8.477209696969696,0.07914429236077189,0.2028397565922921,0.2028397565922921,0.0,0.10931192835399976,0.11796334357016847,0.008651415216168704,0.03971367816988319,0.030337422495221877,8.384538139659654,10.959349077065935,13.0,0.3,-0.2301186631151148,0.3014584048030735,-0.2301186631151148,0.14,0.13125224249591436,1.0,https://dclottery.com/sites/default/files/styles/teaser_image/public/2025-04/DC1621%2050%20Mayhem.jpg.webp?itok=i44lUXWm,,,,2025-10-04,150,59.666666666666664,57.333333333333336,9.0,28.666666666666668,50.833333333333336,41.1,6.0,3.0,/dc-statistics-for-each-scratcher-game
19,50,1620,1520000,3.45,227497.5,,,,"04/02/2025
",,,2025-10-04,https://dclottery.com/dc-scratchers/extreme-500x-fortune-0,Extreme 500X Fortune,131855,115245,2,1,227497.5,454899.75,397595.25,323044.75,282350.25,227497.5,0.0,3.45,0.0,3.45,3.45,0.0,0.2898550724637681,0.2898550724637681,0.0,0.2898550724637681,0.2898550724637681,0.0,0.0934800907133337,0.0934800907133337,3.56571134416608,3.56571134416608,5.0,0.46,-0.0022283734765979973,0.45743504229489657,-0.0022283734765979973,0.85,0.8505753173125994,1.0,https://dclottery.com/sites/default/files/styles/teaser_image/public/2025-03/Extreme%20500%20Fortune.jpg.webp?itok=CvVMZ3Fp,,,,2025-10-04,185,40.666666666666664,40.666666666666664,72.0,94.0,54.583333333333336,60.383333333333326,49.0,1.0,/dc-statistics-for-each-scratcher-game
20,10,1619,100000,3.94,121605.0,,,,"04/02/2025
",,,2025-10-04,https://dclottery.com/dc-scratchers/diamond-dollars,Diamond Dollars,61804,39464,2,1,121605.0,243507.76,155488.16,181703.76,116024.16,121605.0,0.0,3.94,0.0,6.52,6.507248870954812,0.0023746898689750123,0.25380710659898476,0.25380710659898476,0.0,0.15331070867389518,0.15367477406058846,0.00036406538669328525,0.04021763957294694,0.03218662516074481,8.286496791928364,10.351771271282557,8.0,0.45,-0.004796027651878853,0.4546069617133549,-0.004796027651878853,0.6,0.6003838770769013,1.0,https://dclottery.com/sites/default/files/styles/teaser_image/public/2025-03/DC1619%20Diamond%20Dollars.jpg.webp?itok=jFXttWun,,,,2025-10-04,185,58.0,55.666666666666664,69.0,85.33333333333333,58.0,65.2,81.0,13.0,/dc-statistics-for-each-scratcher-game
21,5,1617,50000,3.39,121620.0,,,,"04/02/2025
",,,2025-10-04,https://dclottery.com/dc-scratchers/lightening-7s,Lightening 7s,71765,42008,2,1,121620.0,243283.35,142407.12,171518.35,100399.12,121620.0,0.0,3.39,-1.309997669174226e-16,6.92,6.895982028969075,0.0037786550694984752,0.2949852507374631,0.2949852507374631,0.0,0.14446609130217647,0.14501197883044606,0.0005458875282695896,0.04822956210457829,0.02413889326839481,6.910253503302573,13.799710711081282,8.0,0.4,-0.0064874468621436586,0.3959563257792167,-0.0064874468621436586,0.56,0.5572185047763032,1.0,https://dclottery.com/sites/default/files/styles/teaser_image/public/2025-03/DC1617%20Lightning%207s.jpg.webp?itok=tsULAdCA,,,,2025-10-04,185,48.0,68.66666666666667,32.0,79.66666666666667,37.583333333333336,53.18333333333334,27.0,7.0,/dc-statistics-for-each-scratcher-game
22,5,1618,50000,3.98,121260.0,,,,"03/05/2025
",,,2025-10-04,https://dclottery.com/dc-scratchers/win-it-all-0,Win! It! All!,60997,33150,2,1,121260.0,242768.06,131937.0,181771.06,98787.0,121260.0,0.0,3.98,0.0,6.67,6.606652696892179,0.00962208139892099,0.25125628140703515,0.25125628140703515,0.0,0.1499200375937,0.1513625803987559,0.001442542805055902,0.036643429269539216,0.027182180371387546,9.094178553828401,12.255337921684486,8.0,0.44,-0.00741590783636655,0.43631430152269635,-0.00741590783636655,0.51,0.5012791620245858,1.0,https://dclottery.com/sites/default/files/styles/teaser_image/public/2025-02/DC1618%20Win%20It%20All%20FRONT%20V3.jpg.webp?itok=_9el9zT2,,,,2025-10-04,213,69.83333333333333,63.0,60.0,74.0,59.5,65.26666666666667,82.0,27.0,/dc-statistics-for-each-scratcher-game
23,5,1616,50000,3.41,120900.0,,,,"03/05/2025
",,,2025-10-04,https://dclottery.com/dc-scratchers/lucky,Lucky,70816,35663,2,1,120900.0,241482.56,121610.83,170666.56,85947.83,120900.0,0.0,3.41,0.0,7.36,7.316101433029357,0.005587071043104848,0.2932551319648094,0.2932551319648094,0.0,0.135925394144584,0.13668481897823181,0.000759424833647826,0.05062379891224761,0.02757922833840692,6.583302872828402,12.077560000960021,9.0,0.41,-0.0018434788097538054,0.40792419556712184,-0.0018434788097538054,0.51,0.5076276941543653,1.0,https://dclottery.com/sites/default/files/styles/teaser_image/public/2025-02/DC1616%20%20Lucky.jpg.webp?itok=9l-7ffHx,,,,2025-10-04,213,45.333333333333336,61.666666666666664,42.0,75.33333333333333,51.5,55.166666666666664,33.0,9.0,/dc-statistics-for-each-scratcher-game
24,2,1615,5000,4.69,245400.0,Top Prize Claimed,,,"03/05/2025
",,,2025-10-04,https://dclottery.com/dc-scratchers/lady-luck-doubler,Lady Luck Doubler,52302,20821,1,0,245400.0,245296.38000000003,97650.49,192994.38000000003,76829.49,245400.0,0.0,4.69,0.0,8.95,8.822341389728098,0.01443917422668672,0.21321961620469082,0.2132196162046908,-2.7755575615628914e-17,0.11173523041205426,0.1133485948712329,0.0016133644591786456,0.03011215453087435,0.016620218458516647,11.063844887443377,20.01909581377086,11.0,0.4,-0.017610795497259853,0.40055610576045236,-0.017610795497259853,0.4,0.40061260119671654,1.0000000000000002,https://dclottery.com/sites/default/files/styles/teaser_image/public/2025-02/DC1615%20Lady%20Luck%20Doubler.jpg.webp?itok=50INMsqE,,,,2025-10-04,213,79.0,78.0,34.0,76.5,43.916666666666664,62.28333333333334,63.0,11.0,/dc-statistics-for-each-scratcher-game
25,10,1614,100000,3.43,121620.0,,,,"02/05/2025
",,,2025-10-04,https://dclottery.com/dc-scratchers/50x-cash,50X the Cash,70976,33725,2,1,121620.0,243447.68000000002,115676.75,172471.68000000002,81951.75,121620.0,0.0,3.43,0.0,5.23,5.218376061047758,0.0025414108682485334,0.2915451895043732,0.29154518950437314,-5.551115123125783e-17,0.19114472009284494,0.19163049736189722,0.00048577726905227325,0.03463794009321948,0.026228106777926842,9.620613800717237,12.701711644751535,6.0,0.44,-0.0020272985040815693,0.43813471592173886,-0.0020272985040815693,0.42,0.4158660326834769,1.0,https://dclottery.com/sites/default/files/styles/teaser_image/public/2025-01/DC1614%2050X%20The%20Cash.jpg.webp?itok=jvYJrF_z,,,,2025-10-04,241,74.33333333333333,64.33333333333333,61.0,61.666666666666664,47.666666666666664,61.8,61.0,10.0,/dc-statistics-for-each-scratcher-game
26,5,1613,50000,3.69,121380.0,,,,"02/05/2025
",,,2025-10-04,https://dclottery.com/dc-scratchers/20x-cash-0,20X the Cash,65832,23046,2,2,121380.0,242920.08,85039.74,177088.08,61993.740000000005,121380.0,0.0,3.69,1.2034937936316061e-16,6.91,6.845325893989348,0.009182571810439626,0.27100271002710025,0.2710027100271003,5.551115123125783e-17,0.14475585179352618,0.1460850827976016,0.0013292310040754207,0.038994409822868885,0.022367852096234774,8.54506429316614,14.884321053388952,8.0,0.58,0.06973415903111431,0.5832449628844114,0.06973415903111431,0.38,0.3867656004156466,1.0,https://dclottery.com/sites/default/files/styles/teaser_image/public/2025-01/DC1613%2020X%20The%20Cash.jpg.webp?itok=iwu8pcdq,,,,2025-10-04,241,61.333333333333336,72.66666666666667,113.0,57.333333333333336,96.08333333333333,80.08333333333333,120.0,44.0,/dc-statistics-for-each-scratcher-game
27,3,1612,30000,3.72,119150.0,,,,"02/05/2025
",,,2025-10-04,https://dclottery.com/dc-scratchers/15x-cashword-0,15X Cashword,63999,40427,2,1,119150.0,238076.28,150388.44,174077.28,109961.44,119150.0,0.0,3.72,0.0,5.32,5.298237009013019,0.0046585924609845895,0.26881720430107525,0.26881720430107525,0.0,0.1878668333816083,0.18874202839526893,0.0008751950136606235,0.03879671559456633,0.03589469080961238,8.589966991941875,9.283373087301744,7.0,0.38,-0.018556196957124214,0.38111528607739625,-0.018556196957124214,0.6,0.5997314982161039,0.9999999999999999,https://dclottery.com/sites/default/files/styles/teaser_image/public/2025-01/DC1612%2015X%20Cashword.jpg.webp?itok=cR8Y7AUi,,,,2025-10-04,241,62.666666666666664,48.0,28.0,67.83333333333333,47.166666666666664,50.733333333333334,21.0,1.0,/dc-statistics-for-each-scratcher-game
