,gameNumber,gameName,prizeamount,Winning Tickets At Start,Winning Tickets Unclaimed,dateexported
0,1589,"Full of $5,000s",250000,2,2,2024-03-19
1,1589,"Full of $5,000s",5000,130,126,2024-03-19
2,1589,"Full of $5,000s",1000,8,8,2024-03-19
3,1589,"Full of $5,000s",500,24,23,2024-03-19
4,1589,"Full of $5,000s",100,5373,5130,2024-03-19
5,1589,"Full of $5,000s",50,8135,7824,2024-03-19
6,1589,"Full of $5,000s",40,8113,7791,2024-03-19
7,1589,"Full of $5,000s",30,16264,15612,2024-03-19
8,1589,"Full of $5,000s",25,16275,15629,2024-03-19
9,1589,"Full of $5,000s",20,22694,21799,2024-03-19
0,1589,"Full of $5,000s",250000,2,2,2024-03-19
1,1589,"Full of $5,000s",5000,130,126,2024-03-19
2,1589,"Full of $5,000s",1000,8,8,2024-03-19
3,1589,"Full of $5,000s",500,24,23,2024-03-19
4,1589,"Full of $5,000s",100,5373,5130,2024-03-19
5,1589,"Full of $5,000s",50,8135,7824,2024-03-19
6,1589,"Full of $5,000s",40,8113,7791,2024-03-19
7,1589,"Full of $5,000s",30,16264,15612,2024-03-19
8,1589,"Full of $5,000s",25,16275,15629,2024-03-19
9,1589,"Full of $5,000s",20,22694,21799,2024-03-19
0,1589,"Full of $5,000s",250000,2,2,2024-03-19
1,1589,"Full of $5,000s",5000,130,126,2024-03-19
2,1589,"Full of $5,000s",1000,8,8,2024-03-19
3,1589,"Full of $5,000s",500,24,23,2024-03-19
4,1589,"Full of $5,000s",100,5373,5130,2024-03-19
5,1589,"Full of $5,000s",50,8135,7824,2024-03-19
6,1589,"Full of $5,000s",40,8113,7791,2024-03-19
7,1589,"Full of $5,000s",30,16264,15612,2024-03-19
8,1589,"Full of $5,000s",25,16275,15629,2024-03-19
9,1589,"Full of $5,000s",20,22694,21799,2024-03-19
0,1579,Lucky Loot HD,50000,2,2,2024-03-19
1,1579,Lucky Loot HD,5000,3,3,2024-03-19
2,1579,Lucky Loot HD,1000,8,7,2024-03-19
3,1579,Lucky Loot HD,500,12,9,2024-03-19
4,1579,Lucky Loot HD,200,18,16,2024-03-19
5,1579,Lucky Loot HD,100,312,287,2024-03-19
6,1579,Lucky Loot HD,50,2417,2199,2024-03-19
7,1579,Lucky Loot HD,25,6986,6298,2024-03-19
8,1579,Lucky Loot HD,20,2986,2685,2024-03-19
9,1579,Lucky Loot HD,10,21135,19100,2024-03-19
10,1579,Lucky Loot HD,5,24148,21747,2024-03-19
0,1579,Lucky Loot HD,50000,2,2,2024-03-19
1,1579,Lucky Loot HD,5000,3,3,2024-03-19
2,1579,Lucky Loot HD,1000,8,7,2024-03-19
3,1579,Lucky Loot HD,500,12,9,2024-03-19
4,1579,Lucky Loot HD,200,18,16,2024-03-19
5,1579,Lucky Loot HD,100,312,287,2024-03-19
6,1579,Lucky Loot HD,50,2417,2199,2024-03-19
7,1579,Lucky Loot HD,25,6986,6298,2024-03-19
8,1579,Lucky Loot HD,20,2986,2685,2024-03-19
9,1579,Lucky Loot HD,10,21135,19100,2024-03-19
10,1579,Lucky Loot HD,5,24148,21747,2024-03-19
0,1579,Lucky Loot HD,50000,2,2,2024-03-19
1,1579,Lucky Loot HD,5000,3,3,2024-03-19
2,1579,Lucky Loot HD,1000,8,7,2024-03-19
3,1579,Lucky Loot HD,500,12,9,2024-03-19
4,1579,Lucky Loot HD,200,18,16,2024-03-19
5,1579,Lucky Loot HD,100,312,287,2024-03-19
6,1579,Lucky Loot HD,50,2417,2199,2024-03-19
7,1579,Lucky Loot HD,25,6986,6298,2024-03-19
8,1579,Lucky Loot HD,20,2986,2685,2024-03-19
9,1579,Lucky Loot HD,10,21135,19100,2024-03-19
10,1579,Lucky Loot HD,5,24148,21747,2024-03-19
0,1578,One-Word Crossword,30000,2,2,2024-03-19
1,1578,One-Word Crossword,1000,4,4,2024-03-19
2,1578,One-Word Crossword,300,6,5,2024-03-19
3,1578,One-Word Crossword,150,8,7,2024-03-19
4,1578,One-Word Crossword,100,106,101,2024-03-19
5,1578,One-Word Crossword,80,43,43,2024-03-19
6,1578,One-Word Crossword,50,206,199,2024-03-19
7,1578,One-Word Crossword,40,401,380,2024-03-19
8,1578,One-Word Crossword,30,592,558,2024-03-19
9,1578,One-Word Crossword,20,1035,997,2024-03-19
10,1578,One-Word Crossword,15,1986,1897,2024-03-19
11,1578,One-Word Crossword,10,6050,5774,2024-03-19
12,1578,One-Word Crossword,5,24224,23141,2024-03-19
13,1578,One-Word Crossword,3,16144,15453,2024-03-19
0,1578,One-Word Crossword,30000,2,2,2024-03-19
1,1578,One-Word Crossword,1000,4,4,2024-03-19
2,1578,One-Word Crossword,300,6,5,2024-03-19
3,1578,One-Word Crossword,150,8,7,2024-03-19
4,1578,One-Word Crossword,100,106,101,2024-03-19
5,1578,One-Word Crossword,80,43,43,2024-03-19
6,1578,One-Word Crossword,50,206,199,2024-03-19
7,1578,One-Word Crossword,40,401,380,2024-03-19
8,1578,One-Word Crossword,30,592,558,2024-03-19
9,1578,One-Word Crossword,20,1035,997,2024-03-19
10,1578,One-Word Crossword,15,1986,1897,2024-03-19
11,1578,One-Word Crossword,10,6050,5774,2024-03-19
12,1578,One-Word Crossword,5,24224,23141,2024-03-19
13,1578,One-Word Crossword,3,16144,15453,2024-03-19
0,1578,One-Word Crossword,30000,2,2,2024-03-19
1,1578,One-Word Crossword,1000,4,4,2024-03-19
2,1578,One-Word Crossword,300,6,5,2024-03-19
3,1578,One-Word Crossword,150,8,7,2024-03-19
4,1578,One-Word Crossword,100,106,101,2024-03-19
5,1578,One-Word Crossword,80,43,43,2024-03-19
6,1578,One-Word Crossword,50,206,199,2024-03-19
7,1578,One-Word Crossword,40,401,380,2024-03-19
8,1578,One-Word Crossword,30,592,558,2024-03-19
9,1578,One-Word Crossword,20,1035,997,2024-03-19
10,1578,One-Word Crossword,15,1986,1897,2024-03-19
11,1578,One-Word Crossword,10,6050,5774,2024-03-19
12,1578,One-Word Crossword,5,24224,23141,2024-03-19
13,1578,One-Word Crossword,3,16144,15453,2024-03-19
0,1578,One-Word Crossword,30000,2,2,2024-03-19
1,1578,One-Word Crossword,1000,4,4,2024-03-19
2,1578,One-Word Crossword,300,6,5,2024-03-19
3,1578,One-Word Crossword,150,8,7,2024-03-19
4,1578,One-Word Crossword,100,106,101,2024-03-19
5,1578,One-Word Crossword,80,43,43,2024-03-19
6,1578,One-Word Crossword,50,206,199,2024-03-19
7,1578,One-Word Crossword,40,401,380,2024-03-19
8,1578,One-Word Crossword,30,592,558,2024-03-19
9,1578,One-Word Crossword,20,1035,997,2024-03-19
10,1578,One-Word Crossword,15,1986,1897,2024-03-19
11,1578,One-Word Crossword,10,6050,5774,2024-03-19
12,1578,One-Word Crossword,5,24224,23141,2024-03-19
13,1578,One-Word Crossword,3,16144,15453,2024-03-19
0,1576,50X,50000,2,1,2024-03-19
1,1576,50X,5000,6,5,2024-03-19
2,1576,50X,1000,18,15,2024-03-19
3,1576,50X,500,95,81,2024-03-19
4,1576,50X,100,216,174,2024-03-19
5,1576,50X,75,370,298,2024-03-19
6,1576,50X,50,1965,1615,2024-03-19
7,1576,50X,25,2452,2020,2024-03-19
8,1576,50X,20,12242,10073,2024-03-19
9,1576,50X,15,9112,7510,2024-03-19
10,1576,50X,10,27458,22642,2024-03-19
11,1576,50X,5,45766,37936,2024-03-19
0,1576,50X,50000,2,1,2024-03-19
1,1576,50X,5000,6,5,2024-03-19
2,1576,50X,1000,18,15,2024-03-19
3,1576,50X,500,95,81,2024-03-19
4,1576,50X,100,216,174,2024-03-19
5,1576,50X,75,370,298,2024-03-19
6,1576,50X,50,1965,1615,2024-03-19
7,1576,50X,25,2452,2020,2024-03-19
8,1576,50X,20,12242,10073,2024-03-19
9,1576,50X,15,9112,7510,2024-03-19
10,1576,50X,10,27458,22642,2024-03-19
11,1576,50X,5,45766,37936,2024-03-19
0,1576,50X,50000,2,1,2024-03-19
1,1576,50X,5000,6,5,2024-03-19
2,1576,50X,1000,18,15,2024-03-19
3,1576,50X,500,95,81,2024-03-19
4,1576,50X,100,216,174,2024-03-19
5,1576,50X,75,370,298,2024-03-19
6,1576,50X,50,1965,1615,2024-03-19
7,1576,50X,25,2452,2020,2024-03-19
8,1576,50X,20,12242,10073,2024-03-19
9,1576,50X,15,9112,7510,2024-03-19
10,1576,50X,10,27458,22642,2024-03-19
11,1576,50X,5,45766,37936,2024-03-19
0,1576,50X,50000,2,1,2024-03-19
1,1576,50X,5000,6,5,2024-03-19
2,1576,50X,1000,18,15,2024-03-19
3,1576,50X,500,95,81,2024-03-19
4,1576,50X,100,216,174,2024-03-19
5,1576,50X,75,370,298,2024-03-19
6,1576,50X,50,1965,1615,2024-03-19
7,1576,50X,25,2452,2020,2024-03-19
8,1576,50X,20,12242,10073,2024-03-19
9,1576,50X,15,9112,7510,2024-03-19
10,1576,50X,10,27458,22642,2024-03-19
11,1576,50X,5,45766,37936,2024-03-19
0,1576,50X,50000,2,1,2024-03-19
1,1576,50X,5000,6,5,2024-03-19
2,1576,50X,1000,18,15,2024-03-19
3,1576,50X,500,95,81,2024-03-19
4,1576,50X,100,216,174,2024-03-19
5,1576,50X,75,370,298,2024-03-19
6,1576,50X,50,1965,1615,2024-03-19
7,1576,50X,25,2452,2020,2024-03-19
8,1576,50X,20,12242,10073,2024-03-19
9,1576,50X,15,9112,7510,2024-03-19
10,1576,50X,10,27458,22642,2024-03-19
11,1576,50X,5,45766,37936,2024-03-19
0,1575,20X,5000,3,2,2024-03-19
1,1575,20X,1000,4,3,2024-03-19
2,1575,20X,500,13,9,2024-03-19
3,1575,20X,100,122,94,2024-03-19
4,1575,20X,50,376,295,2024-03-19
5,1575,20X,20,2451,1893,2024-03-19
6,1575,20X,15,2418,1825,2024-03-19
7,1575,20X,10,2439,1881,2024-03-19
8,1575,20X,5,19505,15023,2024-03-19
9,1575,20X,2,24379,18969,2024-03-19
0,1575,20X,5000,3,2,2024-03-19
1,1575,20X,1000,4,3,2024-03-19
2,1575,20X,500,13,9,2024-03-19
3,1575,20X,100,122,94,2024-03-19
4,1575,20X,50,376,295,2024-03-19
5,1575,20X,20,2451,1893,2024-03-19
6,1575,20X,15,2418,1825,2024-03-19
7,1575,20X,10,2439,1881,2024-03-19
8,1575,20X,5,19505,15023,2024-03-19
9,1575,20X,2,24379,18969,2024-03-19
0,1575,20X,5000,3,2,2024-03-19
1,1575,20X,1000,4,3,2024-03-19
2,1575,20X,500,13,9,2024-03-19
3,1575,20X,100,122,94,2024-03-19
4,1575,20X,50,376,295,2024-03-19
5,1575,20X,20,2451,1893,2024-03-19
6,1575,20X,15,2418,1825,2024-03-19
7,1575,20X,10,2439,1881,2024-03-19
8,1575,20X,5,19505,15023,2024-03-19
9,1575,20X,2,24379,18969,2024-03-19
0,1575,20X,5000,3,2,2024-03-19
1,1575,20X,1000,4,3,2024-03-19
2,1575,20X,500,13,9,2024-03-19
3,1575,20X,100,122,94,2024-03-19
4,1575,20X,50,376,295,2024-03-19
5,1575,20X,20,2451,1893,2024-03-19
6,1575,20X,15,2418,1825,2024-03-19
7,1575,20X,10,2439,1881,2024-03-19
8,1575,20X,5,19505,15023,2024-03-19
9,1575,20X,2,24379,18969,2024-03-19
0,1575,20X,5000,3,2,2024-03-19
1,1575,20X,1000,4,3,2024-03-19
2,1575,20X,500,13,9,2024-03-19
3,1575,20X,100,122,94,2024-03-19
4,1575,20X,50,376,295,2024-03-19
5,1575,20X,20,2451,1893,2024-03-19
6,1575,20X,15,2418,1825,2024-03-19
7,1575,20X,10,2439,1881,2024-03-19
8,1575,20X,5,19505,15023,2024-03-19
9,1575,20X,2,24379,18969,2024-03-19
0,1575,20X,5000,3,2,2024-03-19
1,1575,20X,1000,4,3,2024-03-19
2,1575,20X,500,13,9,2024-03-19
3,1575,20X,100,122,94,2024-03-19
4,1575,20X,50,376,295,2024-03-19
5,1575,20X,20,2451,1893,2024-03-19
6,1575,20X,15,2418,1825,2024-03-19
7,1575,20X,10,2439,1881,2024-03-19
8,1575,20X,5,19505,15023,2024-03-19
9,1575,20X,2,24379,18969,2024-03-19
0,1574,10X,1000,4,4,2024-03-19
1,1574,10X,100,23,14,2024-03-19
2,1574,10X,50,25,11,2024-03-19
3,1574,10X,40,24,17,2024-03-19
4,1574,10X,30,61,37,2024-03-19
5,1574,10X,20,610,395,2024-03-19
6,1574,10X,15,615,401,2024-03-19
7,1574,10X,10,614,435,2024-03-19
8,1574,10X,5,7344,4863,2024-03-19
9,1574,10X,3,2448,1617,2024-03-19
10,1574,10X,2,14073,9491,2024-03-19
11,1574,10X,1,35502,23990,2024-03-19
0,1574,10X,1000,4,4,2024-03-19
1,1574,10X,100,23,14,2024-03-19
2,1574,10X,50,25,11,2024-03-19
3,1574,10X,40,24,17,2024-03-19
4,1574,10X,30,61,37,2024-03-19
5,1574,10X,20,610,395,2024-03-19
6,1574,10X,15,615,401,2024-03-19
7,1574,10X,10,614,435,2024-03-19
8,1574,10X,5,7344,4863,2024-03-19
9,1574,10X,3,2448,1617,2024-03-19
10,1574,10X,2,14073,9491,2024-03-19
11,1574,10X,1,35502,23990,2024-03-19
0,1574,10X,1000,4,4,2024-03-19
1,1574,10X,100,23,14,2024-03-19
2,1574,10X,50,25,11,2024-03-19
3,1574,10X,40,24,17,2024-03-19
4,1574,10X,30,61,37,2024-03-19
5,1574,10X,20,610,395,2024-03-19
6,1574,10X,15,615,401,2024-03-19
7,1574,10X,10,614,435,2024-03-19
8,1574,10X,5,7344,4863,2024-03-19
9,1574,10X,3,2448,1617,2024-03-19
10,1574,10X,2,14073,9491,2024-03-19
11,1574,10X,1,35502,23990,2024-03-19
0,1574,10X,1000,4,4,2024-03-19
1,1574,10X,100,23,14,2024-03-19
2,1574,10X,50,25,11,2024-03-19
3,1574,10X,40,24,17,2024-03-19
4,1574,10X,30,61,37,2024-03-19
5,1574,10X,20,610,395,2024-03-19
6,1574,10X,15,615,401,2024-03-19
7,1574,10X,10,614,435,2024-03-19
8,1574,10X,5,7344,4863,2024-03-19
9,1574,10X,3,2448,1617,2024-03-19
10,1574,10X,2,14073,9491,2024-03-19
11,1574,10X,1,35502,23990,2024-03-19
0,1574,10X,1000,4,4,2024-03-19
1,1574,10X,100,23,14,2024-03-19
2,1574,10X,50,25,11,2024-03-19
3,1574,10X,40,24,17,2024-03-19
4,1574,10X,30,61,37,2024-03-19
5,1574,10X,20,610,395,2024-03-19
6,1574,10X,15,615,401,2024-03-19
7,1574,10X,10,614,435,2024-03-19
8,1574,10X,5,7344,4863,2024-03-19
9,1574,10X,3,2448,1617,2024-03-19
10,1574,10X,2,14073,9491,2024-03-19
11,1574,10X,1,35502,23990,2024-03-19
0,1574,10X,1000,4,4,2024-03-19
1,1574,10X,100,23,14,2024-03-19
2,1574,10X,50,25,11,2024-03-19
3,1574,10X,40,24,17,2024-03-19
4,1574,10X,30,61,37,2024-03-19
5,1574,10X,20,610,395,2024-03-19
6,1574,10X,15,615,401,2024-03-19
7,1574,10X,10,614,435,2024-03-19
8,1574,10X,5,7344,4863,2024-03-19
9,1574,10X,3,2448,1617,2024-03-19
10,1574,10X,2,14073,9491,2024-03-19
11,1574,10X,1,35502,23990,2024-03-19
0,1574,10X,1000,4,4,2024-03-19
1,1574,10X,100,23,14,2024-03-19
2,1574,10X,50,25,11,2024-03-19
3,1574,10X,40,24,17,2024-03-19
4,1574,10X,30,61,37,2024-03-19
5,1574,10X,20,610,395,2024-03-19
6,1574,10X,15,615,401,2024-03-19
7,1574,10X,10,614,435,2024-03-19
8,1574,10X,5,7344,4863,2024-03-19
9,1574,10X,3,2448,1617,2024-03-19
10,1574,10X,2,14073,9491,2024-03-19
11,1574,10X,1,35502,23990,2024-03-19
0,1573,100X,100000,2,2,2024-03-19
1,1573,100X,10000,4,3,2024-03-19
2,1573,100X,1000,50,45,2024-03-19
3,1573,100X,500,102,82,2024-03-19
4,1573,100X,200,104,84,2024-03-19
5,1573,100X,100,4050,3263,2024-03-19
6,1573,100X,50,1182,955,2024-03-19
7,1573,100X,40,1166,963,2024-03-19
8,1573,100X,30,3221,2586,2024-03-19
9,1573,100X,20,16084,13018,2024-03-19
10,1573,100X,15,16084,13037,2024-03-19
11,1573,100X,10,24126,19574,2024-03-19
0,1573,100X,100000,2,2,2024-03-19
1,1573,100X,10000,4,3,2024-03-19
2,1573,100X,1000,50,45,2024-03-19
3,1573,100X,500,102,82,2024-03-19
4,1573,100X,200,104,84,2024-03-19
5,1573,100X,100,4050,3263,2024-03-19
6,1573,100X,50,1182,955,2024-03-19
7,1573,100X,40,1166,963,2024-03-19
8,1573,100X,30,3221,2586,2024-03-19
9,1573,100X,20,16084,13018,2024-03-19
10,1573,100X,15,16084,13037,2024-03-19
11,1573,100X,10,24126,19574,2024-03-19
0,1573,100X,100000,2,2,2024-03-19
1,1573,100X,10000,4,3,2024-03-19
2,1573,100X,1000,50,45,2024-03-19
3,1573,100X,500,102,82,2024-03-19
4,1573,100X,200,104,84,2024-03-19
5,1573,100X,100,4050,3263,2024-03-19
6,1573,100X,50,1182,955,2024-03-19
7,1573,100X,40,1166,963,2024-03-19
8,1573,100X,30,3221,2586,2024-03-19
9,1573,100X,20,16084,13018,2024-03-19
10,1573,100X,15,16084,13037,2024-03-19
11,1573,100X,10,24126,19574,2024-03-19
0,1573,100X,100000,2,2,2024-03-19
1,1573,100X,10000,4,3,2024-03-19
2,1573,100X,1000,50,45,2024-03-19
3,1573,100X,500,102,82,2024-03-19
4,1573,100X,200,104,84,2024-03-19
5,1573,100X,100,4050,3263,2024-03-19
6,1573,100X,50,1182,955,2024-03-19
7,1573,100X,40,1166,963,2024-03-19
8,1573,100X,30,3221,2586,2024-03-19
9,1573,100X,20,16084,13018,2024-03-19
10,1573,100X,15,16084,13037,2024-03-19
11,1573,100X,10,24126,19574,2024-03-19
0,1573,100X,100000,2,2,2024-03-19
1,1573,100X,10000,4,3,2024-03-19
2,1573,100X,1000,50,45,2024-03-19
3,1573,100X,500,102,82,2024-03-19
4,1573,100X,200,104,84,2024-03-19
5,1573,100X,100,4050,3263,2024-03-19
6,1573,100X,50,1182,955,2024-03-19
7,1573,100X,40,1166,963,2024-03-19
8,1573,100X,30,3221,2586,2024-03-19
9,1573,100X,20,16084,13018,2024-03-19
10,1573,100X,15,16084,13037,2024-03-19
11,1573,100X,10,24126,19574,2024-03-19
0,1573,100X,100000,2,2,2024-03-19
1,1573,100X,10000,4,3,2024-03-19
2,1573,100X,1000,50,45,2024-03-19
3,1573,100X,500,102,82,2024-03-19
4,1573,100X,200,104,84,2024-03-19
5,1573,100X,100,4050,3263,2024-03-19
6,1573,100X,50,1182,955,2024-03-19
7,1573,100X,40,1166,963,2024-03-19
8,1573,100X,30,3221,2586,2024-03-19
9,1573,100X,20,16084,13018,2024-03-19
10,1573,100X,15,16084,13037,2024-03-19
11,1573,100X,10,24126,19574,2024-03-19
0,1573,100X,100000,2,2,2024-03-19
1,1573,100X,10000,4,3,2024-03-19
2,1573,100X,1000,50,45,2024-03-19
3,1573,100X,500,102,82,2024-03-19
4,1573,100X,200,104,84,2024-03-19
5,1573,100X,100,4050,3263,2024-03-19
6,1573,100X,50,1182,955,2024-03-19
7,1573,100X,40,1166,963,2024-03-19
8,1573,100X,30,3221,2586,2024-03-19
9,1573,100X,20,16084,13018,2024-03-19
10,1573,100X,15,16084,13037,2024-03-19
11,1573,100X,10,24126,19574,2024-03-19
0,1573,100X,100000,2,2,2024-03-19
1,1573,100X,10000,4,3,2024-03-19
2,1573,100X,1000,50,45,2024-03-19
3,1573,100X,500,102,82,2024-03-19
4,1573,100X,200,104,84,2024-03-19
5,1573,100X,100,4050,3263,2024-03-19
6,1573,100X,50,1182,955,2024-03-19
7,1573,100X,40,1166,963,2024-03-19
8,1573,100X,30,3221,2586,2024-03-19
9,1573,100X,20,16084,13018,2024-03-19
10,1573,100X,15,16084,13037,2024-03-19
11,1573,100X,10,24126,19574,2024-03-19
0,1583,300X,680000,2,2,2024-03-19
1,1583,300X,30000,3,3,2024-03-19
2,1583,300X,3000,7,6,2024-03-19
3,1583,300X,1000,75,69,2024-03-19
4,1583,300X,500,647,587,2024-03-19
5,1583,300X,300,5674,5196,2024-03-19
6,1583,300X,100,24256,22224,2024-03-19
7,1583,300X,50,32007,29303,2024-03-19
8,1583,300X,40,45704,41846,2024-03-19
9,1583,300X,30,45704,41890,2024-03-19
0,1583,300X,680000,2,2,2024-03-19
1,1583,300X,30000,3,3,2024-03-19
2,1583,300X,3000,7,6,2024-03-19
3,1583,300X,1000,75,69,2024-03-19
4,1583,300X,500,647,587,2024-03-19
5,1583,300X,300,5674,5196,2024-03-19
6,1583,300X,100,24256,22224,2024-03-19
7,1583,300X,50,32007,29303,2024-03-19
8,1583,300X,40,45704,41846,2024-03-19
9,1583,300X,30,45704,41890,2024-03-19
0,1583,300X,680000,2,2,2024-03-19
1,1583,300X,30000,3,3,2024-03-19
2,1583,300X,3000,7,6,2024-03-19
3,1583,300X,1000,75,69,2024-03-19
4,1583,300X,500,647,587,2024-03-19
5,1583,300X,300,5674,5196,2024-03-19
6,1583,300X,100,24256,22224,2024-03-19
7,1583,300X,50,32007,29303,2024-03-19
8,1583,300X,40,45704,41846,2024-03-19
9,1583,300X,30,45704,41890,2024-03-19
0,1583,300X,680000,2,2,2024-03-19
1,1583,300X,30000,3,3,2024-03-19
2,1583,300X,3000,7,6,2024-03-19
3,1583,300X,1000,75,69,2024-03-19
4,1583,300X,500,647,587,2024-03-19
5,1583,300X,300,5674,5196,2024-03-19
6,1583,300X,100,24256,22224,2024-03-19
7,1583,300X,50,32007,29303,2024-03-19
8,1583,300X,40,45704,41846,2024-03-19
9,1583,300X,30,45704,41890,2024-03-19
0,1583,300X,680000,2,2,2024-03-19
1,1583,300X,30000,3,3,2024-03-19
2,1583,300X,3000,7,6,2024-03-19
3,1583,300X,1000,75,69,2024-03-19
4,1583,300X,500,647,587,2024-03-19
5,1583,300X,300,5674,5196,2024-03-19
6,1583,300X,100,24256,22224,2024-03-19
7,1583,300X,50,32007,29303,2024-03-19
8,1583,300X,40,45704,41846,2024-03-19
9,1583,300X,30,45704,41890,2024-03-19
0,1583,300X,680000,2,2,2024-03-19
1,1583,300X,30000,3,3,2024-03-19
2,1583,300X,3000,7,6,2024-03-19
3,1583,300X,1000,75,69,2024-03-19
4,1583,300X,500,647,587,2024-03-19
5,1583,300X,300,5674,5196,2024-03-19
6,1583,300X,100,24256,22224,2024-03-19
7,1583,300X,50,32007,29303,2024-03-19
8,1583,300X,40,45704,41846,2024-03-19
9,1583,300X,30,45704,41890,2024-03-19
0,1583,300X,680000,2,2,2024-03-19
1,1583,300X,30000,3,3,2024-03-19
2,1583,300X,3000,7,6,2024-03-19
3,1583,300X,1000,75,69,2024-03-19
4,1583,300X,500,647,587,2024-03-19
5,1583,300X,300,5674,5196,2024-03-19
6,1583,300X,100,24256,22224,2024-03-19
7,1583,300X,50,32007,29303,2024-03-19
8,1583,300X,40,45704,41846,2024-03-19
9,1583,300X,30,45704,41890,2024-03-19
0,1583,300X,680000,2,2,2024-03-19
1,1583,300X,30000,3,3,2024-03-19
2,1583,300X,3000,7,6,2024-03-19
3,1583,300X,1000,75,69,2024-03-19
4,1583,300X,500,647,587,2024-03-19
5,1583,300X,300,5674,5196,2024-03-19
6,1583,300X,100,24256,22224,2024-03-19
7,1583,300X,50,32007,29303,2024-03-19
8,1583,300X,40,45704,41846,2024-03-19
9,1583,300X,30,45704,41890,2024-03-19
0,1583,300X,680000,2,2,2024-03-19
1,1583,300X,30000,3,3,2024-03-19
2,1583,300X,3000,7,6,2024-03-19
3,1583,300X,1000,75,69,2024-03-19
4,1583,300X,500,647,587,2024-03-19
5,1583,300X,300,5674,5196,2024-03-19
6,1583,300X,100,24256,22224,2024-03-19
7,1583,300X,50,32007,29303,2024-03-19
8,1583,300X,40,45704,41846,2024-03-19
9,1583,300X,30,45704,41890,2024-03-19
0,1572,Win It All,50000,2,1,2024-03-19
1,1572,Win It All,5000,3,3,2024-03-19
2,1572,Win It All,1000,4,3,2024-03-19
3,1572,Win It All,500,24,16,2024-03-19
4,1572,Win It All,100,97,63,2024-03-19
5,1572,Win It All,75,203,147,2024-03-19
6,1572,Win It All,50,3054,2154,2024-03-19
7,1572,Win It All,20,6105,4308,2024-03-19
8,1572,Win It All,15,6105,4331,2024-03-19
9,1572,Win It All,10,21368,15234,2024-03-19
10,1572,Win It All,5,24412,17568,2024-03-19
0,1572,Win It All,50000,2,1,2024-03-19
1,1572,Win It All,5000,3,3,2024-03-19
2,1572,Win It All,1000,4,3,2024-03-19
3,1572,Win It All,500,24,16,2024-03-19
4,1572,Win It All,100,97,63,2024-03-19
5,1572,Win It All,75,203,147,2024-03-19
6,1572,Win It All,50,3054,2154,2024-03-19
7,1572,Win It All,20,6105,4308,2024-03-19
8,1572,Win It All,15,6105,4331,2024-03-19
9,1572,Win It All,10,21368,15234,2024-03-19
10,1572,Win It All,5,24412,17568,2024-03-19
0,1572,Win It All,50000,2,1,2024-03-19
1,1572,Win It All,5000,3,3,2024-03-19
2,1572,Win It All,1000,4,3,2024-03-19
3,1572,Win It All,500,24,16,2024-03-19
4,1572,Win It All,100,97,63,2024-03-19
5,1572,Win It All,75,203,147,2024-03-19
6,1572,Win It All,50,3054,2154,2024-03-19
7,1572,Win It All,20,6105,4308,2024-03-19
8,1572,Win It All,15,6105,4331,2024-03-19
9,1572,Win It All,10,21368,15234,2024-03-19
10,1572,Win It All,5,24412,17568,2024-03-19
0,1572,Win It All,50000,2,1,2024-03-19
1,1572,Win It All,5000,3,3,2024-03-19
2,1572,Win It All,1000,4,3,2024-03-19
3,1572,Win It All,500,24,16,2024-03-19
4,1572,Win It All,100,97,63,2024-03-19
5,1572,Win It All,75,203,147,2024-03-19
6,1572,Win It All,50,3054,2154,2024-03-19
7,1572,Win It All,20,6105,4308,2024-03-19
8,1572,Win It All,15,6105,4331,2024-03-19
9,1572,Win It All,10,21368,15234,2024-03-19
10,1572,Win It All,5,24412,17568,2024-03-19
0,1572,Win It All,50000,2,1,2024-03-19
1,1572,Win It All,5000,3,3,2024-03-19
2,1572,Win It All,1000,4,3,2024-03-19
3,1572,Win It All,500,24,16,2024-03-19
4,1572,Win It All,100,97,63,2024-03-19
5,1572,Win It All,75,203,147,2024-03-19
6,1572,Win It All,50,3054,2154,2024-03-19
7,1572,Win It All,20,6105,4308,2024-03-19
8,1572,Win It All,15,6105,4331,2024-03-19
9,1572,Win It All,10,21368,15234,2024-03-19
10,1572,Win It All,5,24412,17568,2024-03-19
0,1572,Win It All,50000,2,1,2024-03-19
1,1572,Win It All,5000,3,3,2024-03-19
2,1572,Win It All,1000,4,3,2024-03-19
3,1572,Win It All,500,24,16,2024-03-19
4,1572,Win It All,100,97,63,2024-03-19
5,1572,Win It All,75,203,147,2024-03-19
6,1572,Win It All,50,3054,2154,2024-03-19
7,1572,Win It All,20,6105,4308,2024-03-19
8,1572,Win It All,15,6105,4331,2024-03-19
9,1572,Win It All,10,21368,15234,2024-03-19
10,1572,Win It All,5,24412,17568,2024-03-19
0,1572,Win It All,50000,2,1,2024-03-19
1,1572,Win It All,5000,3,3,2024-03-19
2,1572,Win It All,1000,4,3,2024-03-19
3,1572,Win It All,500,24,16,2024-03-19
4,1572,Win It All,100,97,63,2024-03-19
5,1572,Win It All,75,203,147,2024-03-19
6,1572,Win It All,50,3054,2154,2024-03-19
7,1572,Win It All,20,6105,4308,2024-03-19
8,1572,Win It All,15,6105,4331,2024-03-19
9,1572,Win It All,10,21368,15234,2024-03-19
10,1572,Win It All,5,24412,17568,2024-03-19
0,1572,Win It All,50000,2,1,2024-03-19
