gameNumber,gameName,prizeamount,Winning Tickets At Start,Winning Tickets Unclaimed,dateexported
643,Hamilton,10000.0,23,15,2026-01-02
643,Hamilton,2000.0,116,76,2026-01-02
643,Hamilton,500.0,1251,718,2026-01-02
643,Hamilton,100.0,107431,61801,2026-01-02
643,Hamilton,50.0,263638,151468,2026-01-02
643,Hamilton,30.0,123990,71847,2026-01-02
643,Hamilton,20.0,685054,396803,2026-01-02
643,Hamilton,10.0,684700,400401,2026-01-02
643,Hamilton,0.0,1866206,1083131,2026-01-02
640,Lincoln,500000.0,3,2,2026-01-02
640,Lincoln,5000.0,29,18,2026-01-02
640,Lincoln,2000.0,58,34,2026-01-02
640,Lincoln,500.0,291,157,2026-01-02
640,Lincoln,200.0,1454,776,2026-01-02
640,Lincoln,100.0,10190,5409,2026-01-02
640,Lincoln,50.0,153919,81759,2026-01-02
640,Lincoln,25.0,305008,162138,2026-01-02
640,Lincoln,10.0,762510,411878,2026-01-02
640,Lincoln,5.0,871555,476324,2026-01-02
640,Lincoln,0.0,2105017,1138495,2026-01-02
639,Jefferson,50000.0,5,4,2026-01-02
639,Jefferson,500.0,121,78,2026-01-02
639,Jefferson,100.0,2391,1486,2026-01-02
639,Jefferson,50.0,12176,7576,2026-01-02
639,Jefferson,20.0,196366,123021,2026-01-02
639,Jefferson,10.0,423031,264443,2026-01-02
639,Jefferson,5.0,362619,229850,2026-01-02
639,Jefferson,4.0,453324,286573,2026-01-02
639,Jefferson,2.0,1148434,737352,2026-01-02
639,Jefferson,0.0,2598467,1650383,2026-01-02
638,Classic Cashword,30000.0,12,3,2026-01-02
638,Classic Cashword,1000.0,155,35,2026-01-02
638,Classic Cashword,100.0,4748,842,2026-01-02
638,Classic Cashword,50.0,49420,8861,2026-01-02
638,Classic Cashword,25.0,285180,52258,2026-01-02
638,Classic Cashword,10.0,855934,162499,2026-01-02
638,Classic Cashword,5.0,2138248,436073,2026-01-02
638,Classic Cashword,2.0,3065220,793597,2026-01-02
638,Classic Cashword,0.0,6398917,1454168,2026-01-02
617,20X Wild Time,300000.0,3,0,2026-01-02
617,20X Wild Time,25000.0,10,0,2026-01-02
617,20X Wild Time,2500.0,42,3,2026-01-02
617,20X Wild Time,500.0,355,36,2026-01-02
617,20X Wild Time,250.0,961,100,2026-01-02
617,20X Wild Time,100.0,32470,4334,2026-01-02
617,20X Wild Time,50.0,73095,8293,2026-01-02
617,20X Wild Time,25.0,475745,68365,2026-01-02
617,20X Wild Time,15.0,422899,63339,2026-01-02
617,20X Wild Time,10.0,1242016,151302,2026-01-02
617,20X Wild Time,5.0,1401210,241989,2026-01-02
617,20X Wild Time,0.0,3648806,537761,2026-01-02
600,Ace of Spades,2000000.0,3,2,2026-01-02
600,Ace of Spades,2000.0,1398,586,2026-01-02
600,Ace of Spades,400.0,3140,1273,2026-01-02
600,Ace of Spades,200.0,64642,26339,2026-01-02
600,Ace of Spades,100.0,347669,142297,2026-01-02
600,Ace of Spades,50.0,366314,148739,2026-01-02
600,Ace of Spades,40.0,460476,185599,2026-01-02
600,Ace of Spades,20.0,691011,281906,2026-01-02
600,Ace of Spades,0.0,1934653,786741,2026-01-02
629,"$1,000,000 Deluxe Cash",1000000.0,3,2,2026-01-02
629,"$1,000,000 Deluxe Cash",2500.0,47,36,2026-01-02
629,"$1,000,000 Deluxe Cash",500.0,2319,1527,2026-01-02
629,"$1,000,000 Deluxe Cash",250.0,2745,1776,2026-01-02
629,"$1,000,000 Deluxe Cash",150.0,4215,2760,2026-01-02
629,"$1,000,000 Deluxe Cash",100.0,69308,45136,2026-01-02
629,"$1,000,000 Deluxe Cash",50.0,288748,188519,2026-01-02
629,"$1,000,000 Deluxe Cash",30.0,244938,160210,2026-01-02
629,"$1,000,000 Deluxe Cash",20.0,577479,378063,2026-01-02
629,"$1,000,000 Deluxe Cash",10.0,692818,455759,2026-01-02
629,"$1,000,000 Deluxe Cash",0.0,1882620,1233788,2026-01-02
480,Diamonds & Gold,2000000.0,3,1,2026-01-02
480,Diamonds & Gold,5000.0,40,17,2026-01-02
480,Diamonds & Gold,2000.0,223,96,2026-01-02
480,Diamonds & Gold,500.0,3323,1366,2026-01-02
480,Diamonds & Gold,200.0,85981,36414,2026-01-02
480,Diamonds & Gold,100.0,330706,140125,2026-01-02
480,Diamonds & Gold,50.0,292147,124774,2026-01-02
480,Diamonds & Gold,40.0,440898,187411,2026-01-02
480,Diamonds & Gold,20.0,661347,283013,2026-01-02
480,Diamonds & Gold,0.0,1814668,773217,2026-01-02
628,Gold Multiplier,1000000.0,3,2,2026-01-02
628,Gold Multiplier,10000.0,38,19,2026-01-02
628,Gold Multiplier,2000.0,70,30,2026-01-02
628,Gold Multiplier,500.0,898,404,2026-01-02
628,Gold Multiplier,200.0,5584,2472,2026-01-02
628,Gold Multiplier,100.0,138985,61148,2026-01-02
628,Gold Multiplier,50.0,157082,68919,2026-01-02
628,Gold Multiplier,30.0,224312,99133,2026-01-02
628,Gold Multiplier,20.0,560780,248804,2026-01-02
628,Gold Multiplier,10.0,672936,301607,2026-01-02
628,Gold Multiplier,0.0,1760688,782538,2026-01-02
609,Golden 9's,500000.0,3,3,2026-01-02
609,Golden 9's,2000.0,11,5,2026-01-02
609,Golden 9's,500.0,603,254,2026-01-02
609,Golden 9's,100.0,31104,12888,2026-01-02
609,Golden 9's,50.0,99508,41363,2026-01-02
609,Golden 9's,20.0,361201,151081,2026-01-02
609,Golden 9's,15.0,198897,83593,2026-01-02
609,Golden 9's,10.0,813024,343178,2026-01-02
609,Golden 9's,5.0,668585,291177,2026-01-02
609,Golden 9's,0.0,2172936,923542,2026-01-02
633,"$50,000 Gold Rush",50000.0,3,2,2026-01-02
633,"$50,000 Gold Rush",100.0,501,170,2026-01-02
633,"$50,000 Gold Rush",40.0,7708,2495,2026-01-02
633,"$50,000 Gold Rush",20.0,102113,32831,2026-01-02
633,"$50,000 Gold Rush",10.0,389827,127378,2026-01-02
633,"$50,000 Gold Rush",4.0,371251,127686,2026-01-02
633,"$50,000 Gold Rush",2.0,742713,273112,2026-01-02
633,"$50,000 Gold Rush",0.0,1614116,563674,2026-01-02
621,Blackjack Doubler,50000.0,5,1,2026-01-02
621,Blackjack Doubler,500.0,76,7,2026-01-02
621,Blackjack Doubler,200.0,99,9,2026-01-02
621,Blackjack Doubler,100.0,985,145,2026-01-02
621,Blackjack Doubler,50.0,3943,520,2026-01-02
621,Blackjack Doubler,20.0,102607,15213,2026-01-02
621,Blackjack Doubler,10.0,307792,48002,2026-01-02
621,Blackjack Doubler,5.0,242560,39023,2026-01-02
621,Blackjack Doubler,4.0,335862,55829,2026-01-02
621,Blackjack Doubler,2.0,596974,107538,2026-01-02
621,Blackjack Doubler,0.0,1590903,266287,2026-01-02
626,Winning Streak,500000.0,3,3,2026-01-02
626,Winning Streak,2500.0,29,19,2026-01-02
626,Winning Streak,550.0,149,95,2026-01-02
626,Winning Streak,100.0,21249,13860,2026-01-02
626,Winning Streak,75.0,1225,771,2026-01-02
626,Winning Streak,50.0,45606,29843,2026-01-02
626,Winning Streak,30.0,20964,13497,2026-01-02
626,Winning Streak,25.0,146026,95095,2026-01-02
626,Winning Streak,20.0,437581,283175,2026-01-02
626,Winning Streak,15.0,273586,173767,2026-01-02
626,Winning Streak,10.0,419572,274047,2026-01-02
626,Winning Streak,5.0,875479,576094,2026-01-02
626,Winning Streak,0.0,2241469,1460266,2026-01-02
606,Major Cashword,1000000.0,3,0,2026-01-02
606,Major Cashword,5000.0,37,5,2026-01-02
606,Major Cashword,1000.0,763,94,2026-01-02
606,Major Cashword,500.0,3748,414,2026-01-02
606,Major Cashword,200.0,56106,6004,2026-01-02
606,Major Cashword,100.0,280887,30029,2026-01-02
606,Major Cashword,50.0,156308,16750,2026-01-02
606,Major Cashword,40.0,374693,42542,2026-01-02
606,Major Cashword,30.0,280796,31293,2026-01-02
606,Major Cashword,20.0,561250,67373,2026-01-02
606,Major Cashword,0.0,1714591,194504,2026-01-02
637,"$1,000,000 Cash Multiplier",1000000.0,3,2,2026-01-02
637,"$1,000,000 Cash Multiplier",5000.0,167,102,2026-01-02
637,"$1,000,000 Cash Multiplier",500.0,1645,1010,2026-01-02
637,"$1,000,000 Cash Multiplier",100.0,96786,58499,2026-01-02
637,"$1,000,000 Cash Multiplier",50.0,419909,253999,2026-01-02
637,"$1,000,000 Cash Multiplier",30.0,259232,156426,2026-01-02
637,"$1,000,000 Cash Multiplier",20.0,545418,330428,2026-01-02
637,"$1,000,000 Cash Multiplier",10.0,818246,500269,2026-01-02
637,"$1,000,000 Cash Multiplier",0.0,2141406,1300735,2026-01-02
636,"$500,000 Cash Multiplier",500000.0,3,2,2026-01-02
636,"$500,000 Cash Multiplier",500.0,900,503,2026-01-02
636,"$500,000 Cash Multiplier",100.0,7595,4270,2026-01-02
636,"$500,000 Cash Multiplier",50.0,129115,71677,2026-01-02
636,"$500,000 Cash Multiplier",25.0,437570,244377,2026-01-02
636,"$500,000 Cash Multiplier",10.0,729115,405301,2026-01-02
636,"$500,000 Cash Multiplier",5.0,911870,518817,2026-01-02
636,"$500,000 Cash Multiplier",0.0,2216168,1244947,2026-01-02
635,"$50,000 Cash Multiplier",50000.0,4,2,2026-01-02
635,"$50,000 Cash Multiplier",100.0,1453,839,2026-01-02
635,"$50,000 Cash Multiplier",50.0,8002,4688,2026-01-02
635,"$50,000 Cash Multiplier",20.0,177631,102955,2026-01-02
635,"$50,000 Cash Multiplier",10.0,423651,246084,2026-01-02
635,"$50,000 Cash Multiplier",5.0,519210,307348,2026-01-02
635,"$50,000 Cash Multiplier",4.0,164046,96421,2026-01-02
635,"$50,000 Cash Multiplier",2.0,1038758,624033,2026-01-02
635,"$50,000 Cash Multiplier",0.0,2332755,1382370,2026-01-02
634,"$5,000 Cash Multiplier",5000.0,5,3,2026-01-02
634,"$5,000 Cash Multiplier",50.0,2027,356,2026-01-02
634,"$5,000 Cash Multiplier",10.0,141018,28684,2026-01-02
634,"$5,000 Cash Multiplier",5.0,544077,118644,2026-01-02
634,"$5,000 Cash Multiplier",2.0,503615,117995,2026-01-02
634,"$5,000 Cash Multiplier",1.0,906605,227534,2026-01-02
634,"$5,000 Cash Multiplier",0.0,2097347,493216,2026-01-02
493,Top Secret Cashword,300000.0,3,0,2026-01-02
493,Top Secret Cashword,1000.0,139,8,2026-01-02
493,Top Secret Cashword,500.0,684,39,2026-01-02
493,Top Secret Cashword,100.0,7015,381,2026-01-02
493,Top Secret Cashword,75.0,10539,620,2026-01-02
493,Top Secret Cashword,50.0,52297,2875,2026-01-02
493,Top Secret Cashword,30.0,79738,4390,2026-01-02
493,Top Secret Cashword,25.0,209774,12045,2026-01-02
493,Top Secret Cashword,20.0,272691,17942,2026-01-02
493,Top Secret Cashword,15.0,293466,17956,2026-01-02
493,Top Secret Cashword,10.0,818500,60457,2026-01-02
493,Top Secret Cashword,5.0,1111753,96652,2026-01-02
493,Top Secret Cashword,0.0,2856599,213365,2026-01-02
632,"$4,000,000 Winner",4000000.0,3,2,2026-01-02
632,"$4,000,000 Winner",15000.0,44,24,2026-01-02
632,"$4,000,000 Winner",5000.0,235,132,2026-01-02
632,"$4,000,000 Winner",500.0,8108,4431,2026-01-02
632,"$4,000,000 Winner",300.0,75027,41242,2026-01-02
632,"$4,000,000 Winner",200.0,146477,80360,2026-01-02
632,"$4,000,000 Winner",100.0,402687,221549,2026-01-02
632,"$4,000,000 Winner",50.0,692429,382143,2026-01-02
632,"$4,000,000 Winner",30.0,691911,383333,2026-01-02
632,"$4,000,000 Winner",0.0,2016921,1113216,2026-01-02
608,"$2,000,000 Cash Multiplier",2000000.0,3,2,2026-01-02
608,"$2,000,000 Cash Multiplier",20000.0,20,9,2026-01-02
608,"$2,000,000 Cash Multiplier",2000.0,198,87,2026-01-02
608,"$2,000,000 Cash Multiplier",500.0,1755,712,2026-01-02
608,"$2,000,000 Cash Multiplier",200.0,61788,25051,2026-01-02
608,"$2,000,000 Cash Multiplier",100.0,368429,149068,2026-01-02
608,"$2,000,000 Cash Multiplier",50.0,308640,126439,2026-01-02
608,"$2,000,000 Cash Multiplier",30.0,411104,168932,2026-01-02
608,"$2,000,000 Cash Multiplier",20.0,616653,253814,2026-01-02
608,"$2,000,000 Cash Multiplier",0.0,1768590,724114,2026-01-02
615,"$500,000 Winter Ice",500000.0,2,1,2026-01-02
615,"$500,000 Winter Ice",500.0,15,7,2026-01-02
615,"$500,000 Winter Ice",100.0,2738,811,2026-01-02
615,"$500,000 Winter Ice",50.0,79494,24990,2026-01-02
615,"$500,000 Winter Ice",20.0,141066,46526,2026-01-02
615,"$500,000 Winter Ice",15.0,149900,49679,2026-01-02
615,"$500,000 Winter Ice",10.0,299903,100531,2026-01-02
615,"$500,000 Winter Ice",5.0,414370,148033,2026-01-02
615,"$500,000 Winter Ice",0.0,1087488,370578,2026-01-02
630,500X Money Maker,6000000.0,3,1,2026-01-02
630,500X Money Maker,50000.0,27,3,2026-01-02
630,500X Money Maker,5000.0,526,43,2026-01-02
630,500X Money Maker,500.0,67387,4072,2026-01-02
630,500X Money Maker,300.0,133212,8179,2026-01-02
630,500X Money Maker,200.0,359257,21977,2026-01-02
630,500X Money Maker,100.0,917831,60748,2026-01-02
630,500X Money Maker,75.0,851315,57095,2026-01-02
630,500X Money Maker,0.0,2329558,152118,2026-01-02
604,HIT $50,500.0,4,1,2026-01-02
604,HIT $50,50.0,35297,7711,2026-01-02
604,HIT $50,20.0,13942,2570,2026-01-02
604,HIT $50,10.0,48920,9420,2026-01-02
604,HIT $50,5.0,286705,58468,2026-01-02
604,HIT $50,2.0,663664,149776,2026-01-02
604,HIT $50,1.0,1083055,263625,2026-01-02
604,HIT $50,0.0,2131587,491571,2026-01-02
491,"Win $100, $200 or $500",500.0,28314,4335,2026-01-02
491,"Win $100, $200 or $500",200.0,226368,34819,2026-01-02
491,"Win $100, $200 or $500",100.0,712260,110712,2026-01-02
491,"Win $100, $200 or $500",0.0,966942,149866,2026-01-02
434,Sapphire Blue Wild Time,30000.0,6,3,2026-01-02
434,Sapphire Blue Wild Time,500.0,424,178,2026-01-02
434,Sapphire Blue Wild Time,100.0,1321,532,2026-01-02
434,Sapphire Blue Wild Time,50.0,13250,5308,2026-01-02
434,Sapphire Blue Wild Time,30.0,71600,29083,2026-01-02
434,Sapphire Blue Wild Time,20.0,198931,82940,2026-01-02
434,Sapphire Blue Wild Time,10.0,477539,198553,2026-01-02
434,Sapphire Blue Wild Time,5.0,318304,134239,2026-01-02
434,Sapphire Blue Wild Time,4.0,795530,330111,2026-01-02
434,Sapphire Blue Wild Time,2.0,1591655,692328,2026-01-02
434,Sapphire Blue Wild Time,0.0,3468560,1473275,2026-01-02
494,Colossal Cashword,2000000.0,3,0,2026-01-02
494,Colossal Cashword,10000.0,23,2,2026-01-02
494,Colossal Cashword,5000.0,175,12,2026-01-02
494,Colossal Cashword,600.0,20944,964,2026-01-02
494,Colossal Cashword,200.0,135962,5968,2026-01-02
494,Colossal Cashword,100.0,265449,12018,2026-01-02
494,Colossal Cashword,60.0,281913,15034,2026-01-02
494,Colossal Cashword,50.0,250815,11655,2026-01-02
494,Colossal Cashword,30.0,501855,28366,2026-01-02
494,Colossal Cashword,0.0,1457139,74019,2026-01-02
482,Supreme,2000000.0,3,2,2026-01-02
482,Supreme,5000.0,36,18,2026-01-02
482,Supreme,2000.0,213,115,2026-01-02
482,Supreme,500.0,3736,1893,2026-01-02
482,Supreme,200.0,87136,44412,2026-01-02
482,Supreme,100.0,327163,166683,2026-01-02
482,Supreme,50.0,275896,140784,2026-01-02
482,Supreme,40.0,436150,222931,2026-01-02
482,Supreme,20.0,654134,335930,2026-01-02
482,Supreme,0.0,1784467,912768,2026-01-02
602,World Class Millions,4000000.0,3,2,2026-01-02
602,World Class Millions,15000.0,24,11,2026-01-02
602,World Class Millions,5000.0,230,118,2026-01-02
602,World Class Millions,500.0,13862,6811,2026-01-02
602,World Class Millions,200.0,268962,132054,2026-01-02
602,World Class Millions,100.0,304182,149714,2026-01-02
602,World Class Millions,60.0,230414,113722,2026-01-02
602,World Class Millions,50.0,518305,255905,2026-01-02
602,World Class Millions,30.0,691446,341869,2026-01-02
602,World Class Millions,0.0,2027428,1000206,2026-01-02
477,"$2,000 Large",2000000.0,3,2,2026-01-02
477,"$2,000 Large",2000.0,3280,1664,2026-01-02
477,"$2,000 Large",500.0,546,271,2026-01-02
477,"$2,000 Large",200.0,19404,9802,2026-01-02
477,"$2,000 Large",150.0,43693,22004,2026-01-02
477,"$2,000 Large",100.0,327473,165489,2026-01-02
477,"$2,000 Large",50.0,524026,265826,2026-01-02
477,"$2,000 Large",40.0,182922,92956,2026-01-02
477,"$2,000 Large",20.0,655356,335911,2026-01-02
477,"$2,000 Large",0.0,1756703,893925,2026-01-02
476,"$1,000 Large",1000000.0,3,2,2026-01-02
476,"$1,000 Large",1000.0,3493,1859,2026-01-02
476,"$1,000 Large",100.0,19574,10331,2026-01-02
476,"$1,000 Large",50.0,345695,183792,2026-01-02
476,"$1,000 Large",30.0,517050,276453,2026-01-02
476,"$1,000 Large",20.0,230679,123357,2026-01-02
476,"$1,000 Large",10.0,691622,375262,2026-01-02
476,"$1,000 Large",0.0,1808116,971056,2026-01-02
475,$500 Large,500000.0,3,2,2026-01-02
475,$500 Large,500.0,12390,5081,2026-01-02
475,$500 Large,50.0,45693,18830,2026-01-02
475,$500 Large,20.0,474592,197745,2026-01-02
475,$500 Large,10.0,784984,336364,2026-01-02
475,$500 Large,5.0,912960,400690,2026-01-02
475,$500 Large,0.0,2230622,958712,2026-01-02
474,$50 Large,50000.0,5,3,2026-01-02
474,$50 Large,100.0,12922,7288,2026-01-02
474,$50 Large,50.0,36476,20522,2026-01-02
474,$50 Large,20.0,128804,73387,2026-01-02
474,$50 Large,10.0,321963,183851,2026-01-02
474,$50 Large,5.0,386506,225146,2026-01-02
474,$50 Large,4.0,643962,373472,2026-01-02
474,$50 Large,2.0,1288156,762453,2026-01-02
474,$50 Large,0.0,2818794,1646122,2026-01-02
446,Money,2000000.0,3,2,2026-01-02
446,Money,10000.0,25,11,2026-01-02
446,Money,5000.0,106,44,2026-01-02
446,Money,500.0,3367,1565,2026-01-02
446,Money,300.0,13358,6112,2026-01-02
446,Money,200.0,67579,30849,2026-01-02
446,Money,100.0,408270,187735,2026-01-02
446,Money,50.0,346129,158336,2026-01-02
446,Money,30.0,346297,160895,2026-01-02
446,Money,20.0,692002,321764,2026-01-02
446,Money,0.0,1877136,867313,2026-01-02
465,Millionaires Club,4000000.0,3,1,2026-01-02
465,Millionaires Club,10000.0,22,7,2026-01-02
465,Millionaires Club,2000.0,331,87,2026-01-02
465,Millionaires Club,500.0,24669,6574,2026-01-02
465,Millionaires Club,200.0,165166,43923,2026-01-02
465,Millionaires Club,100.0,330463,87899,2026-01-02
465,Millionaires Club,60.0,297317,79746,2026-01-02
465,Millionaires Club,50.0,578303,155239,2026-01-02
465,Millionaires Club,30.0,660919,178001,2026-01-02
465,Millionaires Club,0.0,2057193,551477,2026-01-02
459,Scorching Hot 7's,2000000.0,3,2,2026-01-02
459,Scorching Hot 7's,10000.0,21,11,2026-01-02
459,Scorching Hot 7's,2000.0,395,241,2026-01-02
459,Scorching Hot 7's,500.0,2633,1578,2026-01-02
459,Scorching Hot 7's,200.0,54889,33049,2026-01-02
459,Scorching Hot 7's,100.0,392017,236686,2026-01-02
459,Scorching Hot 7's,50.0,410713,248312,2026-01-02
459,Scorching Hot 7's,40.0,274289,166037,2026-01-02
459,Scorching Hot 7's,20.0,658266,400653,2026-01-02
459,Scorching Hot 7's,0.0,1793226,1086569,2026-01-02
467,Power Shot Multiplier,500000.0,3,3,2026-01-02
467,Power Shot Multiplier,2000.0,10,6,2026-01-02
467,Power Shot Multiplier,500.0,272,146,2026-01-02
467,Power Shot Multiplier,100.0,9142,5064,2026-01-02
467,Power Shot Multiplier,50.0,156930,86746,2026-01-02
467,Power Shot Multiplier,25.0,346729,191684,2026-01-02
467,Power Shot Multiplier,10.0,821041,456457,2026-01-02
467,Power Shot Multiplier,5.0,912459,509662,2026-01-02
467,Power Shot Multiplier,0.0,2246586,1249768,2026-01-02
463,Sizzling Hot 7's,1000000.0,3,2,2026-01-02
463,Sizzling Hot 7's,10000.0,25,11,2026-01-02
463,Sizzling Hot 7's,2000.0,225,90,2026-01-02
463,Sizzling Hot 7's,500.0,2390,969,2026-01-02
463,Sizzling Hot 7's,200.0,8167,3347,2026-01-02
463,Sizzling Hot 7's,100.0,106697,43741,2026-01-02
463,Sizzling Hot 7's,50.0,325967,133392,2026-01-02
463,Sizzling Hot 7's,30.0,224297,93252,2026-01-02
463,Sizzling Hot 7's,20.0,679360,285532,2026-01-02
463,Sizzling Hot 7's,10.0,815232,346340,2026-01-02
463,Sizzling Hot 7's,0.0,2162363,906676,2026-01-02
462,Blazing Hot 7's,500000.0,3,2,2026-01-02
462,Blazing Hot 7's,10000.0,10,3,2026-01-02
462,Blazing Hot 7's,2000.0,21,8,2026-01-02
462,Blazing Hot 7's,500.0,329,123,2026-01-02
462,Blazing Hot 7's,100.0,14515,5335,2026-01-02
462,Blazing Hot 7's,50.0,119121,43665,2026-01-02
462,Blazing Hot 7's,25.0,370947,135352,2026-01-02
462,Blazing Hot 7's,15.0,253766,95346,2026-01-02
462,Blazing Hot 7's,10.0,702867,268767,2026-01-02
462,Blazing Hot 7's,5.0,956547,374575,2026-01-02
462,Blazing Hot 7's,0.0,2418126,923176,2026-01-02
461,Burning Hot 7's,50000.0,5,3,2026-01-02
461,Burning Hot 7's,500.0,105,43,2026-01-02
461,Burning Hot 7's,200.0,145,61,2026-01-02
461,Burning Hot 7's,100.0,1455,602,2026-01-02
461,Burning Hot 7's,50.0,5797,2319,2026-01-02
461,Burning Hot 7's,20.0,149643,61470,2026-01-02
461,Burning Hot 7's,10.0,421742,176779,2026-01-02
461,Burning Hot 7's,5.0,353636,152158,2026-01-02
461,Burning Hot 7's,4.0,557646,239458,2026-01-02
461,Burning Hot 7's,2.0,870625,384290,2026-01-02
461,Burning Hot 7's,0.0,2360799,1017183,2026-01-02
460,Hot 7's,5000.0,5,0,2026-01-02
460,Hot 7's,200.0,35,3,2026-01-02
460,Hot 7's,100.0,338,30,2026-01-02
460,Hot 7's,40.0,833,77,2026-01-02
460,Hot 7's,30.0,1336,129,2026-01-02
460,Hot 7's,20.0,20167,2319,2026-01-02
460,Hot 7's,10.0,100653,12005,2026-01-02
460,Hot 7's,5.0,510177,70883,2026-01-02
460,Hot 7's,2.0,570765,88117,2026-01-02
460,Hot 7's,1.0,906387,157396,2026-01-02
460,Hot 7's,0.0,2110696,330959,2026-01-02
464,"$6,000,000 Jackpot",6000000.0,3,2,2026-01-02
464,"$6,000,000 Jackpot",50000.0,81,8,2026-01-02
464,"$6,000,000 Jackpot",2500.0,560,63,2026-01-02
464,"$6,000,000 Jackpot",500.0,140885,13355,2026-01-02
464,"$6,000,000 Jackpot",200.0,422376,39960,2026-01-02
464,"$6,000,000 Jackpot",100.0,703985,67367,2026-01-02
464,"$6,000,000 Jackpot",75.0,779827,76666,2026-01-02
464,"$6,000,000 Jackpot",50.0,675984,66697,2026-01-02
464,"$6,000,000 Jackpot",0.0,2723701,264118,2026-01-02
