Game Number,Game Name,Cost,Longest Losing Streak,Optimal Bankroll,Risk Coefficient,Prize Types,Standard Deviations,Cluster Size,Ticket Number in Cluster,Ticket Outcome,Cluster Number,Cluster Net Outcome,Running Total Tally
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,1,-3.0,-3.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,3.0,1,-3.0,-3.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,1,-6.0,-6.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,1,-9.0,-9.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,1,-12.0,-12.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,1,-15.0,-15.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,1,-18.0,-18.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,1,-21.0,-21.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,3.0,1,-21.0,-21.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,3.0,1,-21.0,-21.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,1,-24.0,-24.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,1,-27.0,-27.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,2,-3.0,-30.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,2,-6.0,-33.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,3.0,2,-6.0,-33.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,2,-9.0,-36.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,2,-12.0,-39.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,5.0,2,-10.0,-37.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,2,-13.0,-40.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,2,-16.0,-43.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,2,-19.0,-46.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,2,-22.0,-49.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,2,-25.0,-52.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,2,-28.0,-55.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,3,-3.0,-58.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,3.0,3,-3.0,-58.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,3,-6.0,-61.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,3,-9.0,-64.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,3,-12.0,-67.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,3,-15.0,-70.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,3,-18.0,-73.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,3,-21.0,-76.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,3,-24.0,-79.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,3,-27.0,-82.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,3,-30.0,-85.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,3,-33.0,-88.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,4,-3.0,-91.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,4,-6.0,-94.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,4,-9.0,-97.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,4,-12.0,-100.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,4,-15.0,-103.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,4,-18.0,-106.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,4,-21.0,-109.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,4,-24.0,-112.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,3.0,4,-24.0,-112.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,4,-27.0,-115.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,5.0,4,-25.0,-113.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,4,-28.0,-116.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,5,-3.0,-119.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,5,-6.0,-122.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,5,-9.0,-125.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,5,-12.0,-128.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,5,-15.0,-131.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,5.0,5,-13.0,-129.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,5.0,5,-11.0,-127.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,20.0,5,6.0,-110.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,5,3.0,-113.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,5,0.0,-116.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,3.0,5,0.0,-116.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,5,-3.0,-119.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,6,-3.0,-122.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,6,-6.0,-125.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,3.0,6,-6.0,-125.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,6,-9.0,-128.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,6,-12.0,-131.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,6,-15.0,-134.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,3.0,6,-15.0,-134.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,6,-18.0,-137.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,6,-21.0,-140.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,6,-24.0,-143.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,5.0,6,-22.0,-141.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,6,-25.0,-144.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,7,-3.0,-147.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,7,-6.0,-150.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,20.0,7,11.0,-133.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,7,8.0,-136.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,5.0,7,10.0,-134.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,7,7.0,-137.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,7,4.0,-140.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,7,1.0,-143.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,7,-2.0,-146.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,3.0,7,-2.0,-146.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,7,-5.0,-149.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,7,-8.0,-152.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,8,-3.0,-155.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,8,-6.0,-158.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,8,-9.0,-161.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,8,-12.0,-164.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,8,-15.0,-167.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,8,-18.0,-170.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,3.0,8,-18.0,-170.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,8,-21.0,-173.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,8,-24.0,-176.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,8,-27.0,-179.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,8,-30.0,-182.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,8,-33.0,-185.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,9,-3.0,-188.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,9,-6.0,-191.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,5.0,9,-4.0,-189.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,5.0,9,-2.0,-187.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,9,-5.0,-190.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,9,-8.0,-193.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,10.0,9,-1.0,-186.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,9,-4.0,-189.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,3.0,9,-4.0,-189.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,9,-7.0,-192.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,9,-10.0,-195.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,9,-13.0,-198.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,10,-3.0,-201.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,10,-6.0,-204.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,10,-9.0,-207.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,3.0,10,-9.0,-207.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,10,-12.0,-210.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,10,-15.0,-213.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,10,-18.0,-216.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,3.0,10,-18.0,-216.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,3.0,10,-18.0,-216.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,10,-21.0,-219.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,3.0,10,-21.0,-219.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,20.0,10,-4.0,-202.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,3.0,11,0.0,-202.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,50.0,11,47.0,-155.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,11,44.0,-158.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,11,41.0,-161.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,11,38.0,-164.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,11,35.0,-167.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,11,32.0,-170.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,11,29.0,-173.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,3.0,11,29.0,-173.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,11,26.0,-176.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,11,23.0,-179.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,11,20.0,-182.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,12,-3.0,-185.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,12,-6.0,-188.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,12,-9.0,-191.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,12,-12.0,-194.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,12,-15.0,-197.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,12,-18.0,-200.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,12,-21.0,-203.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,12,-24.0,-206.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,12,-27.0,-209.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,50.0,12,20.0,-162.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,12,17.0,-165.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,3.0,12,17.0,-165.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,13,-3.0,-168.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,5.0,13,-1.0,-166.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,13,-4.0,-169.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,3.0,13,-4.0,-169.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,10.0,13,3.0,-162.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,13,0.0,-165.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,13,-3.0,-168.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,13,-6.0,-171.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,50.0,13,41.0,-124.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,13,38.0,-127.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,10.0,13,45.0,-120.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,13,42.0,-123.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,14,-3.0,-126.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,3.0,14,-3.0,-126.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,14,-6.0,-129.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,3.0,14,-6.0,-129.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,5.0,14,-4.0,-127.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,14,-7.0,-130.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,14,-10.0,-133.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,5.0,14,-8.0,-131.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,14,-11.0,-134.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,14,-14.0,-137.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,14,-17.0,-140.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,3.0,14,-17.0,-140.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,15,-3.0,-143.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,15,-6.0,-146.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,15,-9.0,-149.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,5.0,15,-7.0,-147.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,15,-10.0,-150.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,15,-13.0,-153.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,15,-16.0,-156.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,3.0,15,-16.0,-156.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,15,-19.0,-159.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,3.0,15,-19.0,-159.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,3.0,15,-19.0,-159.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,15,-22.0,-162.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,16,-3.0,-165.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,5.0,16,-1.0,-163.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,16,-4.0,-166.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,16,-7.0,-169.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,16,-10.0,-172.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,3.0,16,-10.0,-172.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,16,-13.0,-175.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,16,-16.0,-178.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,16,-19.0,-181.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,16,-22.0,-184.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,3.0,16,-22.0,-184.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,16,-25.0,-187.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,3.0,17,0.0,-187.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,17,-3.0,-190.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,17,-6.0,-193.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,5.0,17,-4.0,-191.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,17,-7.0,-194.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,5.0,17,-5.0,-192.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,17,-8.0,-195.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,17,-11.0,-198.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,17,-14.0,-201.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,17,-17.0,-204.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,17,-20.0,-207.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,17,-23.0,-210.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,18,-3.0,-213.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,18,-6.0,-216.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,18,-9.0,-219.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,18,-12.0,-222.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,18,-15.0,-225.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,5.0,18,-13.0,-223.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,18,-16.0,-226.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,18,-19.0,-229.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,18,-22.0,-232.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,18,-25.0,-235.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,18,-28.0,-238.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,18,-31.0,-241.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,19,-3.0,-244.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,19,-6.0,-247.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,3.0,19,-6.0,-247.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,19,-9.0,-250.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,19,-12.0,-253.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,19,-15.0,-256.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,19,-18.0,-259.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,30.0,19,9.0,-232.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,19,6.0,-235.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,19,3.0,-238.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,3.0,19,3.0,-238.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,19,0.0,-241.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,20,-3.0,-244.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,20,-6.0,-247.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,20,-9.0,-250.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,5.0,20,-7.0,-248.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,20,-10.0,-251.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,3.0,20,-10.0,-251.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,20,-13.0,-254.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,5.0,20,-11.0,-252.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,20,-14.0,-255.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,10.0,20,-7.0,-248.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,20,-10.0,-251.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,20,-13.0,-254.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,21,-3.0,-257.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,21,-6.0,-260.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,5.0,21,-4.0,-258.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,21,-7.0,-261.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,21,-10.0,-264.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,21,-13.0,-267.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,10.0,21,-6.0,-260.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,21,-9.0,-263.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,21,-12.0,-266.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,21,-15.0,-269.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,21,-18.0,-272.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,0.0,21,-21.0,-275.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,0.0,22,-3.0,-278.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,0.0,22,-6.0,-281.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,22,-9.0,-284.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,5.0,22,-7.0,-282.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,22,-10.0,-285.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,22,-13.0,-288.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,0.0,22,-16.0,-291.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,22,-19.0,-294.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,22,-22.0,-297.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,10,0.0,22,-25.0,-300.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,11,0.0,22,-28.0,-303.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,12,5.0,22,-26.0,-301.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,1,5.0,23,2.0,-299.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,2,10.0,23,9.0,-292.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,3,0.0,23,6.0,-295.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,4,0.0,23,3.0,-298.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,5,0.0,23,0.0,-301.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,6,0.0,23,-3.0,-304.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,7,3.0,23,-3.0,-304.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,8,0.0,23,-6.0,-307.0
1445,Unlock The Loot,3.0,9,40.5,1.5,profit,2,12,9,0.0,23,-9.0,-310.0
