,price,gameNumber,topprize,overallodds,topprizeavail,extrachances,secondChance,startDate,endDate,lastdatetoclaim,dateexported,gameURL,gamePhoto,gameName,Winning Tickets At Start,Winning Tickets Unclaimed,topprizestarting,topprizeremain,Total at start,Total remaining,Non-prize at start,Non-prize remaining,topprizeodds,Current Odds of Top Prize,Change in Current Odds of Top Prize,Current Odds of Any Prize,Change in Current Odds of Any Prize,Odds of Profit Prize,Starting Odds of Profit Prize,Change in Odds of Profit Prize,Probability of Winning Any Prize,Starting Probability of Winning Any Prize,Change in Probability of Any Prize,Probability of Winning Profit Prize,Starting Probability of Winning Profit Prize,Change in Probability of Profit Prize,StdDev of All Prizes,StdDev of Profit Prizes,Odds of Any Prize + 3 StdDevs,Odds of Profit Prize + 3 StdDevs,Max Tickets to Buy,Expected Value of Any Prize (as % of cost),Change in Expected Value of Any Prize,Expected Value of Profit Prize (as % of cost),Change in Expected Value of Profit Prize,Percent of Prizes Remaining,Percent of Profit Prizes Remaining,Ratio of Decline in Prizes to Decline in Losing Ticket,Photo,FAQ,About,Directory,Data Date,Days Since Start,Rank by Best Probability of Winning Any Prize,Rank by Best Probability of Winning Profit Prize,Rank by Least Expected Losses,Rank by Most Available Prizes,Rank by Best Change in Probabilities,Rank Average,Overall Rank,Rank by Cost,Stats Page
22,5.0,1849,50000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1849/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1849.jpg,Emerald 8s Extra Play,511053,121394,4.0,1.0,511053.0,121394.0,0.0,0.0,121394.0,121394.0,0.0,1.0,0.0,1.72,1.6833989933593339,0.024571767476439337,1.0,1.0,0.0,0.5797897754419493,0.594036234989326,0.014246459547376689,0.1733589498133796,0.13781020031073196,1.922762303405603,2.4187025171264906,2.0,1.62,-0.01566999343850963,1.6184407796101952,-0.01566999343850963,0.22,0.21567621632829925,-0.0,,,,,2026-04-18,,30.333333333333332,27.0,51.0,35.0,39.583333333333336,36.58333333333333,41.0,7.0,/connecticut-statistics-for-each-scratcher-game
23,10.0,1848,100000.0,1.0,Top Prize Claimed,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1848/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1848.jpg,Holiday Cash 100X,249629,46290,3.0,0.0,249629.0,46290.0,0.0,0.0,,,,1.0,0.0,1.47,1.4554014424057977,0.013435433212201132,1.0,1.0,0.0,0.6779866061784403,0.6870956499445177,0.009109043766077352,0.13317064005072368,0.11479163491013243,2.502918884667183,2.903543404550254,2.0,1.01,-0.013417371146110796,1.0076582415208468,-0.013417371146110796,0.15,0.1501928017157434,-0.0,,,,,2026-04-18,,43.666666666666664,31.0,5.0,33.0,,28.166666666666664,16.0,5.0,/connecticut-statistics-for-each-scratcher-game
24,5.0,1847,50000.0,1.0,Top Prize Claimed,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1847/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1847.jpg,Holiday Cash 50X,355107,30728,4.0,0.0,355107.0,30728.0,0.0,0.0,,,,1.0,0.0,1.82,1.617711104632093,0.124681086521168,1.0,1.0,0.0,0.5496290028638375,0.618157344124447,0.06852834126060947,0.16070529204718495,0.10956499250240596,2.0740501452198745,3.0417863485373955,2.0,1.25,-0.04281717511080997,1.2543282999218952,-0.04281717511080997,0.06,0.05865164835729913,-0.0,,,,,2026-04-18,,33.666666666666664,33.333333333333336,23.0,21.666666666666668,,27.916666666666668,14.0,4.0,/connecticut-statistics-for-each-scratcher-game
25,2.0,1846,10000.0,1.0,Top Prize Claimed,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1846/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1846.jpg,Holiday Cash 20X,208213,22905,3.0,0.0,208213.0,22905.0,0.0,0.0,,,,1.0,0.0,1.73,1.5994975955259882,0.08117188057470918,1.0,1.0,0.0,0.5782580222658809,0.6251963133906144,0.04693829112473358,0.14961644973284588,0.1039506187599117,2.2277023314015603,3.205874634791871,2.0,1.25,-0.09212287076474902,1.2472385941934074,-0.09212287076474902,0.09,0.08361702899367773,-0.0,,,,,2026-04-18,,38.333333333333336,35.666666666666664,22.0,25.0,,30.25,21.0,4.0,/connecticut-statistics-for-each-scratcher-game
26,1.0,1845,5000.0,1.0,Top Prize Claimed,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1845/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1845.jpg,Holiday Cash 10X,315328,51159,4.0,0.0,315328.0,51159.0,0.0,0.0,,,,1.0,0.0,1.73,1.6303182276452188,0.06253219268358295,1.0,1.0,0.0,0.5772786801931235,0.6133771818550843,0.036098501661960825,0.1521915014866932,0.11081177257805398,2.1901292778894783,3.007797611585815,2.0,1.35,-0.16570985385134684,1.350808264430501,-0.16570985385134684,0.1,0.08689560309616365,-0.0,,,,,2026-04-18,,37.333333333333336,32.666666666666664,30.0,26.0,,31.5,26.0,4.0,/connecticut-statistics-for-each-scratcher-game
27,10.0,1844,500.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1844/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1844.jpg,$10 Million Cash Blowout,163286,2597,1922.0,26.0,163286.0,2597.0,0.0,0.0,99.88461538461539,99.88461538461539,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.38139113697814137,0.38139113697814137,0.873699357149892,0.873699357149892,2.0,5.63,-0.0020763335644064236,5.630727762803235,-0.0020763335644064236,0.02,0.015007370031427358,-0.0,,,,,2026-04-18,,23.666666666666668,23.666666666666668,68.0,14.333333333333334,39.5,33.833333333333336,32.0,6.0,/connecticut-statistics-for-each-scratcher-game
28,10.0,1843,100000.0,1.0,,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1843/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1843.jpg,Jumbo Bucks,286049,9914,3.0,1.0,286049.0,9914.0,0.0,0.0,9914.0,9914.0,0.0,1.0,0.0,1.67,1.572864487394496,0.06418191716464264,1.0,1.0,0.0,0.5974379665120032,0.6357826805896892,0.038344714077686026,0.15803470016533794,0.1260111777597451,2.108792753289809,2.64408710310901,2.0,2.16,0.042154920371976226,2.155991527133347,0.042154920371976226,0.06,0.06122984163951546,-0.0,,,,,2026-04-18,,35.0,28.666666666666668,64.0,21.0,45.75,38.88333333333334,49.0,8.0,/connecticut-statistics-for-each-scratcher-game
29,1.0,1842,2100.0,1.0,Top Prize Claimed,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1842/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1842.jpg,7-11-21 Tripler,296252,29087,4.0,0.0,296252.0,29087.0,0.0,0.0,,,,1.0,0.0,1.79,1.6941270658203236,0.05488536902388808,1.0,1.0,0.0,0.5595626912366349,0.5902744960371575,0.030711804800522602,0.17569167873554528,0.13359203103784167,1.8971393224539714,2.4947763544996797,2.0,1.38,-0.22571098227191874,1.3830577233815795,-0.22571098227191874,0.06,0.05337990405342946,-0.0,,,,,2026-04-18,,30.0,27.333333333333332,35.0,19.666666666666668,,28.0,15.0,2.0,/connecticut-statistics-for-each-scratcher-game
30,3.0,1841,30000.0,1.0,Top Prize Claimed,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1841/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1841.jpg,Money Box Bingo,275745,120177,3.0,0.0,275745.0,120177.0,0.0,0.0,,,,1.0,0.0,1.5,1.5165823341766582,-0.009475142794973641,1.0,1.0,0.0,0.6656847816137863,0.6593773232515548,-0.006307458362231455,0.16055451975685814,0.1464701080290582,2.0761020952980918,2.2757124691402373,2.0,1.38,-0.025731627383993264,1.384116761110695,-0.025731627383993264,0.38,0.3691544304988869,-0.0,,,,,2026-04-18,,34.0,26.0,36.0,40.666666666666664,,34.166666666666664,33.0,3.0,/connecticut-statistics-for-each-scratcher-game
31,5.0,1840,50000.0,1.0,Top Prize Claimed,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1840/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1840.jpg,Mega Bucks,387762,206257,3.0,0.0,387762.0,206257.0,0.0,0.0,,,,1.0,0.0,1.65,1.636174908119649,0.006270073797888339,1.0,1.0,0.0,0.6073733255113766,0.6111816010852017,0.003808275573825126,0.15693528476417587,0.12743189282251058,2.1239958956972855,2.6157217475493697,2.0,1.56,-0.010041455226376122,1.5626184808273174,-0.010041455226376122,0.49,0.48627122402095757,-0.0,,,,,2026-04-18,,35.666666666666664,28.0,47.0,44.333333333333336,,38.75,48.0,10.0,/connecticut-statistics-for-each-scratcher-game
32,2.0,1838,20000.0,1.0,Top Prize Claimed,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1838/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1838.jpg,Big Bucks,254167,43130,3.0,0.0,254167.0,43130.0,0.0,0.0,,,,1.0,0.0,1.69,1.637526254075019,0.03369344630264754,1.0,1.0,0.0,0.590772084396012,0.6106772318987123,0.019905147502700227,0.1443292724587858,0.09758855198279055,2.309410137051456,3.4152433642610647,2.0,1.42,-0.054009449255177484,1.4202063528866218,-0.054009449255177484,0.14,0.13462527202339342,-0.0,,,,,2026-04-18,,39.666666666666664,37.333333333333336,37.0,30.0,,36.0,39.0,9.0,/connecticut-statistics-for-each-scratcher-game
33,10.0,1834,500.0,1.0,,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1834/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1834.jpg,Hit $500,232750,5765,6140.0,67.0,232750.0,5765.0,0.0,0.0,86.04477611940298,86.04477611940298,0.0,1.0,0.0,1.81,1.6330697501455906,0.10941594130788036,1.0,1.0,0.0,0.5519514310494362,0.612343716433942,0.060392285384505806,0.19431830723700225,0.1535527180983556,1.7148882312050595,2.169327170485138,3.0,1.08,-0.047187880070181265,1.0799653078924545,-0.047187880070181265,0.02,0.014079825844135196,-0.0,,,,,2026-04-18,,27.666666666666668,25.666666666666668,10.0,14.666666666666666,28.916666666666668,21.383333333333333,1.0,1.0,/connecticut-statistics-for-each-scratcher-game
34,5.0,1833,250.0,1.0,,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1833/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1833.jpg,Hit $250,277407,9962,7466.0,120.0,277407.0,9962.0,0.0,0.0,83.01666666666667,83.01666666666667,0.0,1.0,0.0,2.42,1.7324619198990776,0.3983945862376788,1.0,1.0,0.0,0.4127685203774342,0.5772132642651411,0.16444474388770686,0.2502951167593941,0.14509227912038475,1.3315832215605967,2.296105656817309,4.0,1.19,-0.09514386715926632,1.1921300943585624,-0.09514386715926632,0.03,0.019668860586718455,-0.0,https://www.ctlottery.org/Content/images/Scratch/rollovers/1833.jpg,,,,2026-04-18,,24.666666666666668,26.333333333333332,17.0,16.0,32.916666666666664,23.383333333333333,4.0,2.0,/connecticut-statistics-for-each-scratcher-game
35,2.0,1832,100.0,1.0,,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1832/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1832.jpg,Hit $100,192031,10621,5487.0,160.0,192031.0,10621.0,0.0,0.0,66.38125,66.38125,0.0,1.0,0.0,2.12,1.7379314713921117,0.2205488608317818,1.0,1.0,0.0,0.4714245362960173,0.5753966807442549,0.10397214444823755,0.18722362863560496,0.09935463533457475,1.7801036564691874,3.3527386898832825,3.0,1.49,-0.18773022816376994,1.4947274267959703,-0.18773022816376994,0.04,0.0370858042063089,-0.0,,,,,2026-04-18,,28.666666666666668,36.333333333333336,41.0,17.666666666666668,40.25,32.78333333333334,29.0,7.0,/connecticut-statistics-for-each-scratcher-game
36,1.0,1831,50.0,1.0,,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1831/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1831.jpg,Hit $50,284428,23862,8282.0,302.0,284428.0,23862.0,0.0,0.0,79.01324503311258,79.01324503311258,0.0,1.0,0.0,2.52,2.067199162735935,0.21673393380888176,1.0,1.0,0.0,0.3975777386639846,0.48374632595946954,0.08616858729548493,0.22891230098732307,0.11662326936217705,1.456072879024817,2.857345194033118,4.0,1.35,-0.44954932119735025,1.3523593998826586,-0.44954932119735025,0.06,0.05353821050582722,-0.0,,,,,2026-04-18,,25.0,30.666666666666668,31.0,20.333333333333332,36.583333333333336,28.71666666666667,17.0,3.0,/connecticut-statistics-for-each-scratcher-game
37,5.0,1830,50000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1830/,https://www.ctlottery.org/Content/images/Scratch/1830.jpg,"$50,000 Cashword 2nd Edition",2782467,2025954,20.0,15.0,2782467.0,2025954.0,0.0,0.0,135063.6,135063.6,0.0,1.0,0.0,2.18,2.1653456539654896,0.005899270812183294,1.0,1.0,0.0,0.4591116086544907,0.4618200323669607,0.0027084237124699873,0.16151784947251296,0.07653699795375019,2.063753293332143,4.355171766399428,3.0,1.48,-0.001128777751463105,1.4844231409005337,-0.001128777751463105,0.73,0.7251083505778151,-0.0,,,,,2026-04-18,,33.333333333333336,43.0,39.0,51.666666666666664,32.916666666666664,39.983333333333334,50.0,11.0,/connecticut-statistics-for-each-scratcher-game
38,1.0,1826,2026.0,1.0,Top Prize Claimed,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1826/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1826.jpg,2026,281849,101916,4.0,0.0,281849.0,101916.0,0.0,0.0,,,,1.0,0.0,1.7,1.6503147231899757,0.02749435806025752,1.0,1.0,0.0,0.5897307586639978,0.6059450273018531,0.016214268637855245,0.1633756310622813,0.12697032238191935,2.0402471176171724,2.6251707311755506,2.0,1.55,-0.1072554671430469,1.5508850425840888,-0.1072554671430469,0.28,0.26561899617996304,-0.0,,,,,2026-04-18,,33.0,28.333333333333332,43.0,35.666666666666664,,35.0,34.0,5.0,/connecticut-statistics-for-each-scratcher-game
39,30.0,1816,3000000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1816/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1816.jpg,WIN BIG,891373,562894,3.0,2.0,891373.0,562894.0,0.0,0.0,281447.0,281447.0,0.0,1.0,0.0,1.36,1.3547093305125832,0.0011084465568345643,1.0,1.0,0.0,0.7373484172863808,0.7381657286007093,0.0008173113143284949,0.1285941842114128,0.12218486833826656,2.5921218784535505,2.7280885668543604,2.0,1.33,0.0002526140602872974,1.3266263275145944,0.0002526140602872974,0.62,0.6177956685960313,-0.0,,,,,2026-04-18,,44.333333333333336,30.333333333333332,26.0,47.666666666666664,26.75,35.016666666666666,35.0,5.0,/connecticut-statistics-for-each-scratcher-game
40,5.0,1812,50000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1812/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1812.jpg,5X The Money 19th Edition,1491069,551431,7.0,4.0,1491069.0,551431.0,0.0,0.0,137857.75,137857.75,0.0,1.0,0.0,2.08,2.0317530178516194,0.024898747751458887,1.0,1.0,0.0,0.480228714018617,0.4921858076319741,0.011957093613357117,0.17144648703430262,0.09270820456051185,1.9442344012600856,3.595461794631609,3.0,1.43,-0.0043535256984877325,1.4347524894320414,-0.0043535256984877325,0.38,0.37617209977129,-0.0,,,,,2026-04-18,,31.333333333333332,38.0,38.0,41.666666666666664,34.916666666666664,36.78333333333333,42.0,8.0,/connecticut-statistics-for-each-scratcher-game
41,10.0,1805,10000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1805/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1805.jpg,10X CASH 18TH EDITION,1336982,894704,225.0,157.0,1336982.0,894704.0,0.0,0.0,5698.751592356688,5698.751592356688,0.0,1.0,0.0,1.71,1.7095032784034534,0.0014805718887546436,1.0,1.0,0.0,0.5841004399220301,0.584965242613588,0.0008648026915578644,0.12483304866674136,0.07124698097064212,2.6702250891665225,4.678518930136951,2.0,1.69,0.0002455959407809281,1.6946464976126183,0.0002455959407809281,0.67,0.6724985260574483,-0.0,,,,,2026-04-18,,44.666666666666664,44.333333333333336,58.0,49.0,37.75,46.75,69.0,12.0,/connecticut-statistics-for-each-scratcher-game
42,20.0,1804,1000000.0,1.0,,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1804/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1804.jpg,"$1,000,000 Gold",616914,227049,3.0,1.0,616914.0,227049.0,0.0,0.0,227049.0,227049.0,0.0,1.0,0.0,1.48,1.4688673382651616,0.004772518697653068,1.0,1.0,0.0,0.6775629930103193,0.6807966750632989,0.0032336820529795807,0.1415238296902399,0.12535150087941066,2.355291516852401,2.659143044062423,2.0,1.34,-0.001126931899104431,1.3372664050491303,-0.001126931899104431,0.37,0.3732754604746469,-0.0,,,,,2026-04-18,,40.333333333333336,29.0,28.0,40.666666666666664,29.916666666666668,33.58333333333333,31.0,3.0,/connecticut-statistics-for-each-scratcher-game
43,30.0,1800,500000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1800/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1800.jpg,"$500,000 CASHWORD 2nd EDITION",559578,208443,3.0,1.0,559578.0,208443.0,0.0,0.0,208443.0,208443.0,0.0,1.0,0.0,1.72,1.7158600642092965,0.0024192870987084195,1.0,1.0,0.0,0.5813915554851926,0.582798108574676,0.0014065530894833422,0.1374570737608391,0.09230952379807578,2.424971275036633,3.610931868107115,2.0,1.08,-0.0001796397196490717,1.0753043597850092,-0.0001796397196490717,0.38,0.3788957421511574,-0.0,,,,,2026-04-18,,42.0,38.333333333333336,9.0,42.333333333333336,21.916666666666668,30.71666666666667,24.5,3.0,/connecticut-statistics-for-each-scratcher-game
44,10.0,1797,100000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1797/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1797.jpg,"$100,000 CA$HWORD",1652061,246109,21.0,3.0,1652061.0,246109.0,0.0,0.0,82036.33333333333,82036.33333333333,0.0,1.0,0.0,1.93,1.9090363882180288,0.012669728639205102,1.0,1.0,0.0,0.5172708027743804,0.5238244834785156,0.006553680704135201,0.17190250482414193,0.11357644147960641,1.9390683537399647,2.93481328102721,2.0,1.14,-0.003044112789538651,1.1433998756648476,-0.003044112789538651,0.14,0.14223316134655428,-0.0,,,,,2026-04-18,,31.0,31.666666666666668,13.0,31.333333333333332,25.75,26.55,9.0,3.0,/connecticut-statistics-for-each-scratcher-game
45,20.0,1796,2000000.0,1.0,,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1796/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1796.jpg,"$2,000,000 Jackpot",810060,310713,3.0,1.0,810060.0,310713.0,0.0,0.0,310713.0,310713.0,0.0,1.0,0.0,1.7,1.6978794846374248,0.0035624754331307876,1.0,1.0,0.0,0.5868792100748923,0.5889699528429992,0.0020907427681069457,0.13413726791308295,0.09217853344303144,2.484996694889098,3.6160992233091034,2.0,1.34,-0.0013768558879587807,1.3352144905427195,-0.0013768558879587807,0.4,0.3997324250317984,-0.0,,,,,2026-04-18,,43.0,38.666666666666664,27.0,43.0,28.75,36.08333333333333,40.0,4.0,/connecticut-statistics-for-each-scratcher-game
46,2.0,1794,10000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1794/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1794.jpg,Pharaoh's Gold,321385,27523,3.0,1.0,321385.0,27523.0,0.0,0.0,27523.0,27523.0,0.0,1.0,0.0,2.33,1.9563126594067481,0.1894499954697576,1.0,1.0,0.0,0.42974966391745084,0.5111657357997418,0.08141607188229094,0.17284829930284565,0.07150797427325113,1.9283382041589396,4.659648379552348,3.0,1.17,-0.08539727797733354,1.1693129382698106,-0.08539727797733354,0.09,0.09428774450521485,-0.0,,,,,2026-04-18,,30.666666666666668,44.0,16.0,26.0,31.25,29.583333333333336,18.0,2.0,/connecticut-statistics-for-each-scratcher-game
47,50.0,1790,4000000.0,1.0,Top Prize Claimed,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1790/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1790.jpg,"$4,000,000 Fortune",1720840,305337,3.0,0.0,1720840.0,305337.0,0.0,0.0,,,,1.0,0.0,3.61,3.4962352549177362,0.0316718085835568,1.0,1.0,0.0,0.2772412121688495,0.28602194277213455,0.008780730603285047,0.2543411881422335,0.08608661361835879,1.3105698885504704,3.871892191042271,5.0,0.73,-0.003609057149059935,0.7277074183606964,-0.003609057149059935,0.14,0.13269039456679063,-0.0,,,,,2026-04-18,,24.333333333333332,40.666666666666664,2.0,29.333333333333332,,24.083333333333332,5.0,1.0,/connecticut-statistics-for-each-scratcher-game
48,5.0,1788,50000.0,1.0,Top Prize Claimed,,Yes,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1788/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1788.jpg,Money Bags,940458,146773,4.0,0.0,940458.0,146773.0,0.0,0.0,,,,1.0,0.0,2.6,2.4112329244779915,0.07725898928566237,1.0,1.0,0.0,0.3849822515040232,0.4147255911481427,0.029743339644119515,0.2035740423052081,0.08095588657964407,1.6373876105192458,4.117168738233115,3.0,1.32,-0.02610393399786713,1.321639538607237,-0.02610393399786713,0.13,0.1224735164584929,-0.0,,,,,2026-04-18,,26.666666666666668,42.333333333333336,25.0,28.333333333333332,,30.583333333333332,23.0,5.0,/connecticut-statistics-for-each-scratcher-game
49,3.0,1787,30000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1787/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1787.jpg,"$30,000 Cashword",3070889,423351,21.0,2.0,3070889.0,423351.0,0.0,0.0,211675.5,211675.5,0.0,1.0,0.0,2.05,1.8475557956749629,0.11224913444371977,1.0,1.0,0.0,0.4866316602535485,0.5412556429099196,0.054623982656371084,0.17821011783586627,0.09122757001759944,1.8704429616732694,3.6538013829396983,3.0,1.37,-0.049043544260268856,1.3664721078569162,-0.049043544260268856,0.12,0.1162660176446396,-0.0,,,,,2026-04-18,,29.666666666666668,39.0,33.0,27.333333333333332,36.25,33.05,30.0,2.0,/connecticut-statistics-for-each-scratcher-game
50,20.0,1780,250000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1780/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1780.jpg,"$250,000 CA$HWORD",1087687,183927,4.0,1.0,1087687.0,183927.0,0.0,0.0,183927.0,183927.0,0.0,1.0,0.0,1.75,1.7183347577919996,0.015848574581762066,1.0,1.0,0.0,0.5728794576109,0.5819587804212057,0.009079322810305768,0.13231945945695414,0.07508694175042195,2.5191212937576384,4.439111280394702,2.0,1.06,3.8901417742529823e-05,1.0587542883861532,3.8901417742529823e-05,0.16,0.15876550313489254,-0.0,,,,,2026-04-18,,44.0,43.333333333333336,8.0,33.666666666666664,24.583333333333332,30.71666666666667,24.5,2.0,/connecticut-statistics-for-each-scratcher-game
51,20.0,1779,200000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1779/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1779.jpg,Cash Royale,745052,235612,4.0,1.0,745052.0,235612.0,0.0,0.0,235612.0,235612.0,0.0,1.0,0.0,1.96,1.9527596202737343,0.0053235427932603815,1.0,1.0,0.0,0.5093840721185678,0.5120958000246962,0.0027117279061283917,0.15453587159446672,0.08371329711178764,2.1569767478563406,3.9817124171159204,2.0,1.65,-0.0003245657191674917,1.6485599205473407,-0.0003245657191674917,0.33,0.32904866148562484,-0.0,,,,,2026-04-18,,37.0,41.666666666666664,55.0,38.333333333333336,38.416666666666664,42.08333333333333,55.0,7.0,/connecticut-statistics-for-each-scratcher-game
52,30.0,1774,1000000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1774/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1774.jpg,Millionaire Maker,1042850,672104,3.0,2.0,1042850.0,672104.0,0.0,0.0,336052.0,336052.0,0.0,1.0,0.0,1.91,1.9051281442332813,0.0009413050442398569,1.0,1.0,0.0,0.5244054491566781,0.5248990746511962,0.0004936254945181462,0.17998307854841072,0.1251839038267899,1.8520208538642682,2.6627290320486297,3.0,1.04,0.000288788471758457,1.039494383805681,0.000288788471758457,0.68,0.6856042030778868,-0.0,,,,,2026-04-18,,29.0,29.333333333333332,7.0,49.666666666666664,19.916666666666668,26.98333333333333,12.0,1.0,/connecticut-statistics-for-each-scratcher-game
53,3.0,1770,25000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1770/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1770.jpg,Pay Raise,579950,287857,3.0,1.0,579950.0,287857.0,0.0,0.0,287857.0,287857.0,0.0,1.0,0.0,1.95,1.9617294474211182,-0.004705009729681445,1.0,1.0,0.0,0.512164025887854,0.5097542891628589,-0.002409736724995115,0.15194767580305615,0.08687457004480298,2.1937209061046907,3.8368495889875533,2.0,1.34,-0.009768774214731515,1.343491154751607,-0.009768774214731515,0.47,0.468564917427129,-0.0,,,,,2026-04-18,,37.666666666666664,40.333333333333336,29.0,43.666666666666664,26.083333333333332,35.35,36.0,4.0,/connecticut-statistics-for-each-scratcher-game
54,3.0,1768,30000.0,1.0,Top Prize Claimed,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1768/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1768.jpg,3X The Cash 12th Edition,1399817,69278,10.0,0.0,1399817.0,69278.0,0.0,0.0,,,,1.0,0.0,3.55,2.498004903867774,0.41931076077659757,1.0,1.0,0.0,0.28205202228701753,0.40031947033076465,0.11826744804374711,0.22603255964319308,0.06664073745043254,1.4746824014094795,5.000665352927897,5.0,0.82,-0.14245805062406483,0.8207656110164843,-0.14245805062406483,0.03,0.028038139039668397,-0.0,,,,,2026-04-18,,25.333333333333332,45.333333333333336,3.0,17.0,,22.666666666666668,3.0,1.0,/connecticut-statistics-for-each-scratcher-game
55,5.0,1767,50000.0,1.0,,,No,,,,2026-04-18,https://www.ctlottery.org/ScratchGames/1767/,https://www.ctlottery.org/Content/images/Scratch/rollovers/1767.jpg,5X The Money 18th Edition,1455239,49911,8.0,2.0,1455239.0,49911.0,0.0,0.0,24955.5,24955.5,0.0,1.0,0.0,3.18,2.0333597882858587,0.5626479553524609,1.0,1.0,0.0,0.3147202019594879,0.49179688010010725,0.17707667814061934,0.2182294318708206,0.07746203906897856,1.5273977009749178,4.302004519643465,4.0,1.02,-0.06062645079171114,1.0226202640700448,-0.06062645079171114,0.04,0.04099034691797961,-0.0,,,,,2026-04-18,,25.666666666666668,42.666666666666664,6.0,18.333333333333332,29.416666666666668,24.416666666666664,6.0,3.0,/connecticut-statistics-for-each-scratcher-game
