prizeamount,Winning Tickets Unclaimed,Winning Tickets At Start,gameNumber,gameName,price,dateexported
300000.0,2,2,481,300X,30.0,2026-02-24
10000.0,47,47,481,300X,30.0,2026-02-24
1000.0,760,760,481,300X,30.0,2026-02-24
500.0,2062,2062,481,300X,30.0,2026-02-24
200.0,6389,6389,481,300X,30.0,2026-02-24
100.0,12303,12303,481,300X,30.0,2026-02-24
50.0,23414,23414,481,300X,30.0,2026-02-24
40.0,41782,41782,481,300X,30.0,2026-02-24
30.0,50055,50055,481,300X,30.0,2026-02-24
500000.0,2,2,417,Fabulous Fortune,50.0,2026-02-24
25000.0,3,3,417,Fabulous Fortune,50.0,2026-02-24
5000.0,19,19,417,Fabulous Fortune,50.0,2026-02-24
2500.0,93,93,417,Fabulous Fortune,50.0,2026-02-24
1000.0,68,68,417,Fabulous Fortune,50.0,2026-02-24
500.0,1250,1250,417,Fabulous Fortune,50.0,2026-02-24
250.0,1308,1308,417,Fabulous Fortune,50.0,2026-02-24
200.0,4141,4141,417,Fabulous Fortune,50.0,2026-02-24
100.0,15722,15722,417,Fabulous Fortune,50.0,2026-02-24
75.0,63198,63198,417,Fabulous Fortune,50.0,2026-02-24
500000.0,3,3,463,Platinum Payout,50.0,2026-02-24
25000.0,5,5,463,Platinum Payout,50.0,2026-02-24
5000.0,46,46,463,Platinum Payout,50.0,2026-02-24
1000.0,99,99,463,Platinum Payout,50.0,2026-02-24
500.0,2021,2021,463,Platinum Payout,50.0,2026-02-24
200.0,4312,4312,463,Platinum Payout,50.0,2026-02-24
150.0,9129,9129,463,Platinum Payout,50.0,2026-02-24
100.0,147686,147686,463,Platinum Payout,50.0,2026-02-24
