,price,gameNumber,topprize,overallodds,topprizeavail,extrachances,secondChance,startDate,endDate,lastdatetoclaim,gamePhoto_x,gameURL,dateexported,gameName,Winning Tickets At Start,Winning Tickets Unclaimed,topprizestarting,topprizeremain,gamePhoto_y,Total at start,Total remaining,Non-prize at start,Non-prize remaining,topprizeodds,Current Odds of Top Prize,Change in Current Odds of Top Prize,Current Odds of Any Prize,Change in Current Odds of Any Prize,Odds of Profit Prize,Starting Odds of Profit Prize,Change in Odds of Profit Prize,Probability of Winning Any Prize,Starting Probability of Winning Any Prize,Change in Probability of Any Prize,Probability of Winning Profit Prize,Starting Probability of Winning Profit Prize,Change in Probability of Profit Prize,StdDev of All Prizes,StdDev of Profit Prizes,Odds of Any Prize + 3 StdDevs,Odds of Profit Prize + 3 StdDevs,Max Tickets to Buy,Expected Value of Any Prize (as % of cost),Change in Expected Value of Any Prize,Expected Value of Profit Prize (as % of cost),Change in Expected Value of Profit Prize,Percent of Prizes Remaining,Percent of Profit Prizes Remaining,Ratio of Decline in Prizes to Decline in Losing Ticket,Photo,FAQ,About,Directory,Data Date,Days Since Start,Rank by Best Probability of Winning Any Prize,Rank by Best Probability of Winning Profit Prize,Rank by Least Expected Losses,Rank by Most Available Prizes,Rank by Best Change in Probabilities,Rank Average,Overall Rank,Rank by Cost,Stats Page
0,10.0,1660,300,14.88,Available,,,02/03/2026,--,--,https://www.sceducationlottery.com/images/games/instantgames/1660.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1660,2026-04-02,"$100, $200 or $300!",420586,211322,6772,3445,https://www.sceducationlottery.com/images/games/instantgames/1660.jpg,6258319.680000001,3144471.3600000003,5837733.680000001,2933149.3600000003,924.1464382752512,924.1464382752512,0.0,14.88,-1.1448665253575568e-07,14.88,14.879998383208191,-5.831289609781142e-09,0.06720430876926517,0.06720430837737737,-3.918877999886661e-10,0.06720430876926517,0.06720430837737737,-3.918877999886661e-10,0.03264393611925042,0.03264393611925042,10.210693528413126,10.210693528413126,29.0,0.69,6.0264159806612094e-05,0.6880038009572994,6.0264159806612094e-05,0.5,0.5048531795988569,0.9999999941113628,https://www.sceducationlottery.com/images/games/instantgames/1660.jpg,,,,2026-04-02,58,34.0,21.666666666666668,52.0,41.0,35.666666666666664,36.86666666666667,53.0,12.0,/south-carolina-statistics-for-each-scratcher-game
1,5.0,1659,200000,3.95,Available,,,02/03/2026,--,--,https://www.sceducationlottery.com/images/games/instantgames/1659.png,https://www.sceducationlottery.com/Games/InstantGame?gameId=1659,2026-04-02,"$200,000 Extra Play",925303,400280,4,2,https://www.sceducationlottery.com/images/games/instantgames/1659.png,3654946.85,1581106.0,2729643.85,1180826.0,913736.7125,913736.7125,0.0,3.95,0.0,6.95,6.898233044817473,0.0069301615952882395,0.25316455696202533,0.2531646158383735,5.887634818568799e-08,0.14396694465772694,0.1449646588485849,0.0009977141908579512,0.033858291255709085,0.021395534203399177,9.844712263468832,15.57850891899719,8.0,0.45,-0.0017049156754578951,0.4492608338719858,-0.0017049156754578951,0.43,0.4282807476741956,1.0000001773060685,https://www.sceducationlottery.com/images/games/instantgames/1659.png,,,,2026-04-02,58,32.333333333333336,26.666666666666668,38.0,42.666666666666664,36.666666666666664,35.266666666666666,50.0,11.0,/south-carolina-statistics-for-each-scratcher-game
2,10.0,1664,500000,3.49,Available,,,03/03/2026,--,--,https://www.sceducationlottery.com/images/games/instantgames/1664.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1664,2026-04-02,100X,1834178,1246140,5,2,https://www.sceducationlottery.com/images/games/instantgames/1664.jpg,6401281.220000001,4349028.600000001,4567103.220000001,3102888.6000000006,1280256.2440000002,1280256.2440000002,0.0,3.49,-1.3796184290493102e-07,5.92,5.893285668648194,0.003975571962578214,0.2865329908200177,0.28653296113699744,-2.9683020263959747e-08,0.1690127081269654,0.16968463031071437,0.0006719221837489797,0.049165323664260734,0.040280637989172904,6.7798093237459,8.275181259929226,8.0,0.45,-0.002834403827656157,0.45477840105881134,-0.002834403827656157,0.67,0.6631115341448284,0.9999997804695308,https://www.sceducationlottery.com/images/games/instantgames/1664.jpg,,,,2026-04-02,30,18.333333333333332,18.666666666666668,40.0,35.666666666666664,30.0,28.53333333333333,25.0,5.0,/south-carolina-statistics-for-each-scratcher-game
3,1.0,1661,5000,4.92,Available,,,03/03/2026,--,--,https://www.sceducationlottery.com/images/games/instantgames/1661.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1661,2026-04-02,10X,593389,381190,4,2,https://www.sceducationlottery.com/images/games/instantgames/1661.jpg,2919473.88,1875454.8,2326084.88,1494264.8,729868.47,729868.47,0.0,4.92,-4.2656319939685853e-07,9.81,9.684991855840076,0.01295921603698396,0.20325211922019948,0.2032520937854195,-2.5434779976629684e-08,0.10193158563206563,0.10325253907126389,0.0013209534391982608,0.0308153955706491,0.01636365775594197,10.816796875827695,20.36817336273938,12.0,0.41,-0.026212592420527134,0.4099791303865624,-0.026212592420527134,0.62,0.6177627939359837,0.9999997752027617,https://www.sceducationlottery.com/images/games/instantgames/1661.jpg,,,,2026-04-02,30,35.333333333333336,32.333333333333336,21.0,33.666666666666664,22.333333333333332,28.933333333333337,27.0,8.0,/south-carolina-statistics-for-each-scratcher-game
4,20.0,1665,2000000,4.38,Available,,,01/06/2026,--,--,https://www.sceducationlottery.com/images/games/instantgames/1665.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1665,2026-04-02,200X,2075639,1290681,6,3,https://www.sceducationlottery.com/images/games/instantgames/1665.jpg,9091298.82,5653182.78,7015659.82,4362501.78,1515216.47,1515216.47,0.0,4.38,-1.3797537257824297e-07,4.38,4.379999604940936,-4.7779243626386385e-08,0.22831053378433597,0.22831052287583137,-1.0908504599616009e-08,0.22831053378433597,0.22831052287583137,-1.0908504599616009e-08,0.04019984167984668,0.04019984167984668,8.291853349093476,8.291853349093476,5.0,0.53,-0.0012077974596452017,0.5282808867643036,-0.0012077974596452017,0.62,0.6190053599680997,0.9999999214381444,https://www.sceducationlottery.com/images/games/instantgames/1665.jpg,,,,2026-04-02,86,23.333333333333332,19.0,50.0,38.666666666666664,33.5,32.9,45.0,3.0,/south-carolina-statistics-for-each-scratcher-game
5,2.0,1662,30000,4.49,Available,,,03/03/2026,--,--,https://www.sceducationlottery.com/images/games/instantgames/1662.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1662,2026-04-02,20X,751328,550195,4,3,https://www.sceducationlottery.com/images/games/instantgames/1662.jpg,3373462.72,2470375.5500000003,2622134.72,1920180.5500000003,843365.68,843365.68,0.0,4.49,-2.2263821392761745e-07,8.2,8.144878338508192,0.007286708272645151,0.2227171988058493,0.22271719675514354,-2.050705771861061e-09,0.1218883772706573,0.12277654231765468,0.0008881650469973884,0.030301869784812096,0.016482561568113625,11.000201349771109,20.222035625714717,9.0,0.45,-0.005833824820149588,0.44538035723321356,-0.005833824820149588,0.73,0.7248164378776193,0.9999999748126254,https://www.sceducationlottery.com/images/games/instantgames/1662.jpg,,,,2026-04-02,30,35.666666666666664,31.666666666666668,35.0,43.666666666666664,29.0,35.0,49.0,9.0,/south-carolina-statistics-for-each-scratcher-game
6,1.0,1571,9000,4.92,Claimed,,,01/27/2025,03/04/2026,08/18/2026,https://www.sceducationlottery.com/images/games/instantgames/1571.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1571,2026-04-02,3 Times Lucky,1227769,199170,14,0,https://www.sceducationlottery.com/images/games/instantgames/1571.jpg,6040623.4799999995,979916.4,4812854.4799999995,780746.4,431473.1057142857,431473.1057142857,0.0,4.92,-4.0819808707526847e-07,12.83,11.546901582374058,0.11074143475219383,0.20325211548744995,0.20325204867113872,-6.681631123384157e-08,0.07796892794892624,0.08660331889608075,0.008634390947154513,0.04150123624459917,0.01653225260406798,8.031565364544427,20.15728881485326,16.0,0.33,-0.19809458532467292,0.33032321137730175,-0.19809458532467292,0.12,0.11588893839805106,0.9999999363460704,https://www.sceducationlottery.com/images/games/instantgames/1571.jpg,,,,2026-04-02,430,22.0,31.333333333333332,8.0,18.333333333333332,20.333333333333332,19.999999999999996,9.0,3.0,/south-carolina-statistics-for-each-scratcher-game
7,1.0,1616,5000,4.84,Available,,,08/05/2025,04/15/2026,07/14/2026,https://www.sceducationlottery.com/images/games/instantgames/1616.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1616,2026-04-02,5 Star Wins,651207,163569,4,1,https://www.sceducationlottery.com/images/games/instantgames/1616.jpg,3151841.88,791673.96,2500634.88,628104.96,787960.47,787960.47,0.0,4.84,-1.212620407576299e-06,10.53,10.010166294019005,0.051561620740269515,0.2066118207896442,0.20661162793427715,-1.9285536706492579e-07,0.09500008210460632,0.0998984403083785,0.004898358203772171,0.03450175424797311,0.016414073807085712,9.660773869029178,20.302293969261477,13.0,0.38,-0.09722280695399627,0.37779866182123173,-0.09722280695399627,0.22,0.2212244252047641,0.9999996869022939,https://www.sceducationlottery.com/images/games/instantgames/1616.jpg,,,,2026-04-02,240,30.0,32.0,13.0,14.666666666666666,17.0,21.333333333333336,13.0,5.0,/south-carolina-statistics-for-each-scratcher-game
8,5.0,1663,200000,3.99,Available,,,03/03/2026,--,--,https://www.sceducationlottery.com/images/games/instantgames/1663.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1663,2026-04-02,50X,1013297,675863,4,2,https://www.sceducationlottery.com/images/games/instantgames/1663.jpg,4043055.0300000003,2696693.37,3029758.0300000003,2020830.37,1010763.7575000001,1010763.7575000001,0.0,3.99,-1.3720506913852716e-07,7.09,7.02285044293903,0.008855033249785607,0.25062660080328014,0.2506265682757222,-3.252755792493289e-08,0.14114250305837558,0.14239232461591544,0.0012498215575398597,0.033022893015052936,0.02070461551963017,10.093856856378805,16.09878890056123,8.0,0.44,-0.006429140272885078,0.4431364638095623,-0.006429140272885078,0.65,0.6478477415489816,0.9999997400474906,https://www.sceducationlottery.com/images/games/instantgames/1663.jpg,,,,2026-04-02,30,33.666666666666664,27.333333333333332,32.0,33.666666666666664,27.833333333333332,30.9,36.5,9.0,/south-carolina-statistics-for-each-scratcher-game
9,3.0,1652,75000,4.06,Available,,,10/27/2025,06/24/2026,09/22/2026,https://www.sceducationlottery.com/images/games/instantgames/1652.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1652,2026-04-02,Bingo,676512,153585,5,1,https://www.sceducationlottery.com/images/games/instantgames/1652.jpg,2746638.7199999997,623555.1,2070126.7199999997,469970.1,549327.744,549327.744,0.0,4.06,-1.603707513803422e-07,7.95,7.607720069910507,0.04477256071207541,0.24630545821940325,0.2463054832853838,2.5065980541194577e-08,0.12581247845017682,0.13144542527992403,0.005632946829747215,0.031778464126901274,0.013959917632855673,10.488567607636174,23.870621398914892,9.0,0.39,-0.0337490371381407,0.3914704129280229,-0.0337490371381407,0.21,0.20329442652756954,1.0000000298894836,https://www.sceducationlottery.com/images/games/instantgames/1652.jpg,,,,2026-04-02,157,34.666666666666664,35.333333333333336,18.0,25.333333333333332,29.833333333333332,28.633333333333333,26.0,4.0,/south-carolina-statistics-for-each-scratcher-game
