,price,gameNumber,topprize,overallodds,topprizeavail,extrachances,secondChance,startDate,endDate,lastdatetoclaim,gamePhoto_x,gameURL,dateexported,gameName,Winning Tickets At Start,Winning Tickets Unclaimed,topprizestarting,topprizeremain,gamePhoto_y,Total at start,Total remaining,Non-prize at start,Non-prize remaining,topprizeodds,Current Odds of Top Prize,Change in Current Odds of Top Prize,Current Odds of Any Prize,Change in Current Odds of Any Prize,Odds of Profit Prize,Starting Odds of Profit Prize,Change in Odds of Profit Prize,Probability of Winning Any Prize,Starting Probability of Winning Any Prize,Change in Probability of Any Prize,Probability of Winning Profit Prize,Starting Probability of Winning Profit Prize,Change in Probability of Profit Prize,StdDev of All Prizes,StdDev of Profit Prizes,Odds of Any Prize + 3 StdDevs,Odds of Profit Prize + 3 StdDevs,Max Tickets to Buy,Expected Value of Any Prize (as % of cost),Change in Expected Value of Any Prize,Expected Value of Profit Prize (as % of cost),Change in Expected Value of Profit Prize,Percent of Prizes Remaining,Percent of Profit Prizes Remaining,Ratio of Decline in Prizes to Decline in Losing Ticket,Photo,FAQ,About,Directory,Data Date,Days Since Start,Rank by Best Probability of Winning Any Prize,Rank by Best Probability of Winning Profit Prize,Rank by Least Expected Losses,Rank by Most Available Prizes,Rank by Best Change in Probabilities,Rank Average,Overall Rank,Rank by Cost,Stats Page
10,5.0,1631,200000,3.98,Claimed,,,08/05/2025,01/21/2026,04/21/2026,https://www.sceducationlottery.com/images/games/instantgames/1631.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1631,2026-04-02,Carolina Jackpot,405585,74608,3,0,https://www.sceducationlottery.com/images/games/instantgames/1631.jpg,1614228.3,296939.84,1208643.3,222331.84000000003,538076.1,538076.1,0.0,3.98,-2.8288558382427662e-06,7.47,7.002915300119736,0.06731267212604695,0.2512569921768444,0.2512563281023499,-6.64074494505229e-07,0.1337917888859328,0.1427976717043689,0.009005882818436117,0.03758283609805072,0.023178947680242555,8.868242698965695,14.375661938973355,9.0,0.33,-0.04977316079301914,0.32901033545610375,-0.04977316079301914,0.15,0.14843011845053236,0.9999994042199342,https://www.sceducationlottery.com/images/games/instantgames/1631.jpg,,,,2026-04-02,240,25.0,25.333333333333332,6.0,11.0,14.333333333333334,16.333333333333332,3.0,2.0,/south-carolina-statistics-for-each-scratcher-game
11,5.0,1632,200000,3.98,Available,,,08/05/2025,01/21/2026,04/21/2026,https://www.sceducationlottery.com/images/games/instantgames/1632.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1632,2026-04-02,Clemson Jackpot,402649,115135,3,1,https://www.sceducationlottery.com/images/games/instantgames/1632.jpg,1602543.02,458237.3,1199894.02,343102.3,534181.0066666667,534181.0066666667,0.0,3.98,-6.546826283773189e-07,7.26,7.00170395711271,0.036956894271161576,0.2512564459002656,0.25125628454275484,-1.613575107417553e-07,0.13773222153601739,0.14282237668505618,0.005090155149038794,0.036823095063651425,0.023587815653267133,9.051578284269704,14.128426289145382,9.0,0.43,-0.005110964005593439,0.42753858811051926,-0.005110964005593439,0.27,0.2657866731250053,0.9999997428300443,https://www.sceducationlottery.com/images/games/instantgames/1632.jpg,,,,2026-04-02,240,25.666666666666668,25.0,26.0,18.0,22.666666666666668,23.46666666666667,18.0,4.0,/south-carolina-statistics-for-each-scratcher-game
12,2.0,1620,30000,4.43,Available,,,06/03/2025,05/13/2026,08/11/2026,https://www.sceducationlottery.com/images/games/instantgames/1620.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1620,2026-04-02,Corner Payout,762141,340100,4,2,https://www.sceducationlottery.com/images/games/instantgames/1620.jpg,3376284.63,1506643.0,2614143.63,1166543.0,844071.1575,844071.1575,0.0,4.43,0.0,9.15,8.887834746510055,0.029749974157466826,0.22573363431151242,0.2257336764324328,4.212092039046489e-08,0.10926277824275558,0.1125133430718506,0.0032505648290950123,0.033740217067797514,0.0145532318641916,9.879119926812372,22.90123352182964,11.0,0.43,-0.02124520603104698,0.4292682473552129,-0.02124520603104698,0.43,0.4255200048515935,1.00000015036738,https://www.sceducationlottery.com/images/games/instantgames/1620.jpg,,,,2026-04-02,303,33.0,35.0,27.0,41.333333333333336,34.666666666666664,34.2,47.0,7.0,/south-carolina-statistics-for-each-scratcher-game
13,20.0,1641,2000000,4.57,Available,,,09/02/2025,02/11/2026,05/12/2026,https://www.sceducationlottery.com/images/games/instantgames/1641.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1641,2026-04-02,Double Up!,982457,64551,4,1,https://www.sceducationlottery.com/images/games/instantgames/1641.jpg,4489828.49,294998.07,3507371.49,230447.07,1122457.1225,1122457.1225,0.0,4.57,-2.3728968802029145e-07,4.57,4.569999501250436,-1.2815412994630194e-07,0.2188184326673401,0.21881840462485422,-2.804248588894609e-08,0.2188184326673401,0.21881840462485422,-2.804248588894609e-08,0.04057812407885842,0.04057812407885842,8.213561545517416,8.213561545517416,6.0,0.8,0.022887949864070674,0.7977630356815978,0.022887949864070674,0.08,0.08441757790016911,0.9999999909876641,https://www.sceducationlottery.com/images/games/instantgames/1641.jpg,,,,2026-04-02,212,23.0,18.333333333333332,53.0,19.0,31.666666666666668,29.0,28.0,1.0,/south-carolina-statistics-for-each-scratcher-game
14,2.0,1643,30000,4.42,Claimed,,,11/04/2025,03/05/2026,06/16/2026,https://www.sceducationlottery.com/images/games/instantgames/1643.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1643,2026-04-02,Elf,492382,185427,3,0,https://www.sceducationlottery.com/images/games/instantgames/1643.jpg,2176328.44,819587.34,1683946.44,634160.34,725442.8133333334,725442.8133333334,0.0,4.42,-4.148429135653556e-07,8.96,8.601101059562342,0.04224853034049185,0.22624443774730443,0.22624438963244511,-4.811485931899284e-08,0.11155130571861194,0.1162641844427862,0.004712878724174266,0.03359235414721899,0.015468338211205315,9.922361943214154,21.544317145401802,10.0,0.38,-0.0736280021175198,0.3823968657384756,-0.0736280021175198,0.29,0.2795502358653423,0.999999871530654,https://www.sceducationlottery.com/images/games/instantgames/1643.jpg,,,,2026-04-02,149,33.333333333333336,34.333333333333336,15.0,22.666666666666668,21.5,25.366666666666667,19.0,1.0,/south-carolina-statistics-for-each-scratcher-game
15,10.0,1621,500000,3.51,Claimed,,,09/02/2025,01/21/2026,07/14/2026,https://www.sceducationlottery.com/images/games/instantgames/1621.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1621,2026-04-02,Feeling Lucky?,1760416,410515,4,0,https://www.sceducationlottery.com/images/games/instantgames/1621.jpg,6179060.159999999,1440907.65,4418644.159999999,1030392.6499999999,1544765.0399999998,1544765.0399999998,0.0,3.51,-4.5110455200341016e-07,6.05,5.946412555190719,0.016781682086042526,0.28490041342015826,0.28490029227746616,-1.2114269209995143e-07,0.1653930475735075,0.16816862111712785,0.0027755735436203466,0.0443488835807056,0.03338274613156232,7.516023031443016,9.984779750506394,8.0,0.44,-0.00653945504865597,0.4384380810142501,-0.00653945504865597,0.23,0.23057563741754059,0.9999998706902725,https://www.sceducationlottery.com/images/games/instantgames/1621.jpg,,,,2026-04-02,212,20.666666666666668,21.0,30.0,19.0,23.0,22.733333333333334,16.0,4.0,/south-carolina-statistics-for-each-scratcher-game
16,10.0,1645,500000,3.56,Available,,,11/04/2025,--,--,https://www.sceducationlottery.com/images/games/instantgames/1645.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1645,2026-04-02,Frosty Fortunes,1499328,274420,4,2,https://www.sceducationlottery.com/images/games/instantgames/1645.jpg,5337607.68,976935.2000000001,3838279.6799999997,702515.2000000001,1334401.92,1334401.92,0.0,3.56,-2.0472186892034775e-07,6.25,6.095092963292004,0.0252615562345846,0.28089893391064913,0.2808989121904254,-2.172022373070348e-08,0.1600239524635723,0.16406640653761134,0.0040424540740390535,0.03674266742580677,0.019725388369825687,9.071804997236015,16.896869129677473,7.0,0.52,0.009766913867026005,0.5199951890350945,0.009766913867026005,0.21,0.2172092313634332,0.9999999826768652,https://www.sceducationlottery.com/images/games/instantgames/1645.jpg,,,,2026-04-02,149,26.0,27.666666666666668,48.0,23.333333333333332,36.0,32.2,44.0,10.0,/south-carolina-statistics-for-each-scratcher-game
17,5.0,1578,250000,3.97,Available,,,08/18/2025,--,--,https://www.sceducationlottery.com/images/games/instantgames/1578.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1578,2026-04-02,Giant Jumbo Bucks,1498925,713841,6,2,https://www.sceducationlottery.com/images/games/instantgames/1578.jpg,5950732.25,2833948.77,4451807.25,2120107.77,991788.7083333334,991788.7083333334,0.0,3.97,-2.7170568789551935e-07,7.69,7.574008690583165,0.014997093726624234,0.25188923720548156,0.2518891793480197,-5.7857461877031113e-08,0.13007966271787627,0.13203047961158393,0.0019508168937076575,0.045297601446410415,0.030500861703503867,7.358665503391209,10.928329005373664,10.0,0.44,-0.01020769228415377,0.439337630753987,-0.01020769228415377,0.45,0.44236734487220974,0.9999997911497317,https://www.sceducationlottery.com/images/games/instantgames/1578.jpg,,,,2026-04-02,227,20.0,22.666666666666668,31.0,30.666666666666668,24.666666666666668,25.8,21.0,5.0,/south-carolina-statistics-for-each-scratcher-game
18,2.0,1613,100,5.12,Available,,,04/21/2025,--,--,https://www.sceducationlottery.com/images/games/instantgames/1613.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1613,2026-04-02,Hit $100,823278,289528,24354,7870,https://www.sceducationlottery.com/images/games/instantgames/1613.jpg,4215183.36,1482383.36,3391905.3600000003,1192855.36,173.07971421532397,173.07971421532397,0.0,5.12,-2.4285215938918414e-07,8.88,8.676715300820907,0.023496342423193657,0.1953125474320739,0.19531251668077043,-3.075130347585109e-08,0.11260517693470581,0.11525098673058798,0.0026458097958821647,0.0312710144005162,0.022217039906108453,10.659106137223741,15.002150452815737,11.0,0.45,-0.029947819025366192,0.45226301165083516,-0.029947819025366192,0.34,0.3350380371353273,0.9999999145944627,https://www.sceducationlottery.com/images/games/instantgames/1613.jpg,,,,2026-04-02,346,35.0,26.0,39.0,26.333333333333332,29.666666666666668,31.2,39.0,4.0,/south-carolina-statistics-for-each-scratcher-game
19,5.0,1614,250,4.79,Available,,,03/31/2025,07/01/2026,09/29/2026,https://www.sceducationlottery.com/images/games/instantgames/1614.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1614,2026-04-02,Hit $250,1073277,77593,30876,1488,https://www.sceducationlottery.com/images/games/instantgames/1614.jpg,5140996.83,371670.47000000003,4067719.83,294077.47000000003,166.50462592304703,166.50462592304703,0.0,4.79,-1.264561050631038e-06,9.23,7.974393815302906,0.15796102888229283,0.2087685312239352,0.20876830092845822,-2.3029547699393582e-07,0.1082949928700191,0.12540138136656787,0.01710638849654876,0.04439085680738892,0.03450685593096464,7.508327212634012,9.657598301331573,14.0,0.37,-0.05317961518656498,0.3682998358759114,-0.05317961518656498,0.06,0.055783698588450975,0.9999999140350626,https://www.sceducationlottery.com/images/games/instantgames/1614.jpg,,,,2026-04-02,367,20.333333333333332,20.666666666666668,12.0,9.333333333333334,18.5,16.166666666666668,2.0,1.0,/south-carolina-statistics-for-each-scratcher-game
20,5.0,1671,250,4.79,Available,,,03/30/2026,--,--,https://www.sceducationlottery.com/images/games/instantgames/1671.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1671,2026-04-02,Hit $250,1081129,1080798,31135,31124,https://www.sceducationlottery.com/images/games/instantgames/1671.jpg,5178607.91,5177022.42,4097478.91,4096224.42,166.32753846153847,166.32753846153847,0.0,4.79,-8.112771507704434e-08,7.97,7.974768007342456,1.4246181725395935e-05,0.20876828416027593,0.20876830390875384,1.974847790853218e-08,0.12539371090175008,0.1253954972833428,1.7863815927054993e-06,0.03981269555709175,0.03730427613943931,8.372473817213097,8.935403114174813,11.0,0.5,-6.6437401966949864e-06,0.5019828001503568,-6.6437401966949864e-06,1.0,0.9996779513622203,1.000308972487938,https://www.sceducationlottery.com/images/games/instantgames/1671.jpg,,,,2026-04-02,3,24.333333333333332,19.666666666666668,46.0,53.0,35.0,35.6,51.0,12.0,/south-carolina-statistics-for-each-scratcher-game
21,1.0,1606,50,5.62,Available,,,01/13/2025,01/14/2026,04/14/2026,https://www.sceducationlottery.com/images/games/instantgames/1606.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1606,2026-04-02,Hit $50,625967,62549,18478,1052,https://www.sceducationlottery.com/images/games/instantgames/1606.jpg,3517934.54,351525.38,2891967.54,288976.38,190.38502760038966,190.38502760038966,0.0,5.62,-1.081003027384836e-06,14.16,11.811132486595557,0.1991690106821897,0.17793613540999928,0.17793597037352038,-1.6503647889964945e-07,0.07060379773842543,0.08466588628439306,0.014062088545967633,0.03990663434427448,0.0185861688464525,8.351714726765847,17.92153292433613,19.0,0.29,-0.3585367857130005,0.28685868714885143,-0.3585367857130005,0.08,0.06905987139418723,0.9999998970312587,https://www.sceducationlottery.com/images/games/instantgames/1606.jpg,,,,2026-04-02,444,24.0,29.666666666666668,3.0,9.333333333333334,16.0,16.4,4.0,1.0,/south-carolina-statistics-for-each-scratcher-game
22,1.0,1640,50,5.62,Available,,,10/13/2025,06/10/2026,09/08/2026,https://www.sceducationlottery.com/images/games/instantgames/1640.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1640,2026-04-02,Hit $50,640144,96612,18837,1818,https://www.sceducationlottery.com/images/games/instantgames/1640.jpg,3597609.2800000003,542959.4400000001,2957465.2800000003,446347.44000000006,190.98631841588366,190.98631841588366,0.0,5.62,-8.10373607364264e-07,13.35,11.812868166146774,0.13020926787277112,0.17793608725520713,0.17793595690915828,-1.3034604884332168e-07,0.07490068310866935,0.08465344621941961,0.009752763110750268,0.03840582344751049,0.01908803969504798,8.67845969069513,17.455446756968367,18.0,0.32,-0.28826526222656684,0.31759856637425665,-0.28826526222656684,0.12,0.11444462810022658,0.9999998697913811,https://www.sceducationlottery.com/images/games/instantgames/1640.jpg,,,,2026-04-02,171,24.666666666666668,29.333333333333332,4.0,13.333333333333334,16.666666666666668,17.6,5.0,2.0,/south-carolina-statistics-for-each-scratcher-game
23,1.0,1685,50,5.62,Available,,,03/16/2026,--,--,https://www.sceducationlottery.com/images/games/instantgames/1685.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1685,2026-04-02,Hit $50,639132,632639,18851,18653,https://www.sceducationlottery.com/images/games/instantgames/1685.jpg,3591921.84,3555431.18,2952789.84,2922792.18,190.54277438862658,190.54277438862658,0.0,5.62,-5.062677094470965e-08,11.82,11.812809550432465,0.0005251607080230784,0.1779359520688209,0.17793598467226868,3.260344777489266e-08,0.08460943272419012,0.08465386627378498,4.443354959485224e-05,0.034833969421054975,0.019496134635595585,9.569058508094907,17.096434523811222,15.0,0.45,-0.0005823435000726604,0.4464147947182775,-0.0005823435000726604,0.99,0.9890317138094402,1.0000178532848278,https://www.sceducationlottery.com/images/games/instantgames/1685.jpg,,,,2026-04-02,17,29.0,28.666666666666668,36.0,52.0,32.833333333333336,35.7,52.0,11.0,/south-carolina-statistics-for-each-scratcher-game
24,10.0,1639,500,4.45,Available,,,09/02/2025,06/10/2026,09/08/2026,https://www.sceducationlottery.com/images/games/instantgames/1639.jpg,https://www.sceducationlottery.com/Games/InstantGame?gameId=1639,2026-04-02,Hit $500,2279077,60207,70113,674,https://www.sceducationlottery.com/images/games/instantgames/1639.jpg,10141892.65,267921.15,7862815.65,207714.15000000002,144.6506731989788,144.6506731989788,0.0,4.45,-5.598662144127834e-07,7.42,6.680045342064513,0.11027743028423985,0.2247192269362984,0.22471911552597879,-1.1141031960870684e-07,0.13483078967307527,0.14969958268141684,0.014868793008341569,0.04079103530320835,0.03489336420533675,8.170621181374392,9.550389162479776,10.0,0.26,-0.050905773092809546,0.26028194878341004,-0.050905773092809546,0.02,0.015939184855807195,0.9999999865475834,https://www.sceducationlottery.com/images/games/instantgames/1639.jpg,,,,2026-04-02,212,22.333333333333332,20.333333333333332,1.0,13.0,17.166666666666668,14.766666666666666,1.0,1.0,/south-carolina-statistics-for-each-scratcher-game
