createdBy,createdDate,lastModifiedBy,lastModifiedDate,id,gameId,name,playBegin,playEnd,playExpiry,activationMethodState,lotteryId,bookNumberLength,cardNumberLength,seriesNumberLength,entryCodeLength,activationCodeLength,activationBarcodeLength,tradeItemNumberLength,description,retailPrice,topPrize,topPrizeHumanReadable,ticketPosImage,ticketFullImage,ticketScratchedImage,ticketSubmissionImage,isInteractive,isPlayForFun,state,stateOrder,viewOrder,overallOdds,cancellable,salt,eligibleStart,eligibleEnd,topPrizeType,externalLink,primaryColor,secondaryColor,gameTypeId,currency,tags,vendor,retailPriceMin,retailPriceMax,logo,ticketFullImageMobile,howToPlay,displayOrder,contentUrl,useTickethashService,rulesDocumentsList,progress,gameProviders
admin,2023-09-20T19:36:22Z,admin,2023-10-11T06:07:44Z,4,5,Powerball,2020-01-01T06:00:00Z,,,DATA_SET_LEVEL,27,,,,,,,,,1.0,0.0,Not Announced,,,,,False,,PUBLISHED,3,2,1.0,True,,,,STATIC,,,,2,$,[],,,,,,,0,,False,[],1.0,"[{'id': 4, 'externalGameId': '5', 'gameId': 4, 'providerId': 1, 'providerName': 'Pollard Banknote Limited'}, {'id': 12, 'externalGameId': 'POWERBALL', 'gameId': 4, 'providerId': 6, 'providerName': 'iLottery'}]"
